GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,age,height,position,foot,current club,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
19/6/2017,18.3.4.28,Roberto Firmino,19068857,1651,02-Oct-91,25,15,5,0,0,7000,8000,8000,172,168,96357191,181,76,AM/S RLC,3,1,3,1,3,3,1,1,1,2,3,11,13,16,15,17,9,12,13,4,12,15,12,14,18,12,17,12,16,16,15,15,14,16,5,17,12,17,17,14,15,15,11,10,16,13,20,16,14,15,5,15,8,12,15,15,13,14,14,11,16,8,1,1,1,18,15,17,18,AM/S RLC,626,1,1,20,18,17,15,1,1,1,1,1,1,1,1,1,550024250384,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Roberto Firmino,£72.00m ,29.0,181.0,Forward - Centre-Forward,right,Liverpool FC,41.0,12.0,11.0,3463.0,54.0,27.0,17.0,4188.0,48.0,16.0,8.0,3406.0,52.0,12.0,13.0,3921.0,8.0,1.0,2.0,638.0,Premier League,
19/6/2017,18.3.4.28,Gabriel Jesus,19220266,1651,03-Apr-97,20,7,4,10,2,7000,8000,7850,169,153,201076240,175,73,AM/S RL,1,3,1,3,3,4,2,2,1,4,1,11,10,14,16,15,10,11,11,6,8,13,12,10,16,12,13,12,14,12,13,13,13,15,7,14,7,12,15,16,17,14,8,13,14,15,20,13,10,13,14,13,6,12,15,13,12,12,10,8,9,10,1,1,1,18,18,15,12,AM/S RL,625,1,1,20,12,15,18,1,1,1,1,1,1,1,1,1,18141943955456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Gabriel Jesus,£72.00m ,23.0,175.0,Forward - Centre-Forward,right,Manchester City,11.0,7.0,5.0,741.0,42.0,17.0,5.0,2594.0,47.0,21.0,6.0,2253.0,53.0,23.0,14.0,3304.0,1.0,1.0,0.0,90.0,Premier League,
19/6/2017,18.3.4.28,Richarlison,19265858,1651,10-May-97,20,0,0,10,3,5800,6800,7250,160,145,60129057,181,71,AM RL,1,1,1,3,3,2,3,2,1,2,3,10,10,16,13,12,9,13,11,8,6,12,12,8,15,10,12,13,12,12,10,11,14,12,11,12,7,10,14,15,14,12,11,18,15,14,20,15,15,13,6,11,13,12,17,13,14,13,12,7,13,8,1,1,1,20,19,20,1,AM RL,505,1,1,15,1,20,19,1,1,1,1,1,1,1,1,1,2251799947902977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richarlison,£22.50m ,23.0,184.0,Forward - Centre-Forward,right,Everton FC,18.0,7.0,6.0,1591.0,41.0,5.0,5.0,3028.0,38.0,14.0,2.0,2809.0,41.0,15.0,4.0,3501.0,7.0,4.0,2.0,522.0,Premier League,
19/6/2017,18.3.4.28,Wilfried Bony,25007566,24,10-Dec-88,28,44,14,0,0,6150,7100,6850,150,137,38454287,182,86,AM/S C,2,1,3,2,3,3,1,4,2,3,1,4,5,11,16,14,7,14,10,4,5,11,12,4,13,13,12,13,15,13,14,12,13,14,13,16,4,12,12,12,12,18,12,12,18,12,20,14,18,13,8,18,7,5,15,16,13,18,17,14,6,8,1,1,1,16,5,5,16,AM/S C,621,1,1,20,16,5,5,1,1,1,1,1,1,1,1,1,786432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wilfried Bony,£9.00m ,31.0,183.0,Forward - Centre-Forward,right,Without Club,11.0,2.0,0.0,759.0,20.0,4.0,0.0,1091.0,14.0,6.0,0.0,749.0,10.0,5.0,1.0,624.0,nan,nan,nan,nan,Premier League,
19/6/2017,18.3.4.28,Danny Welbeck,28010491,765,26-Nov-90,26,34,14,14,5,6500,7200,7200,160,144,47553672,185,73,AM/S RL,1,3,2,1,3,1,1,3,1,3,2,5,9,14,14,13,4,13,8,3,6,12,10,6,14,11,13,14,12,12,12,14,14,15,4,14,8,15,16,17,15,15,14,9,15,15,20,15,14,12,5,12,12,11,10,15,16,13,15,11,15,4,1,1,1,20,17,20,10,AM/S RL,515,1,1,19,10,20,17,1,1,1,1,1,1,1,1,1,34360795152,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Danny Welbeck,£13.50m ,29.0,185.0,Forward - Centre-Forward,right,Brighton & Hove Albion,22.0,5.0,4.0,1094.0,43.0,10.0,2.0,2325.0,14.0,5.0,1.0,604.0,20.0,3.0,1.0,997.0,0.0,0.0,0.0,0.0,Premier League,
19/6/2017,18.3.4.28,Ashley Barnes,28016057,765,30-Oct-89,27,0,0,0,0,4800,6600,6700,136,136,33381501,186,77,S L,3,1,3,2,2,1,2,3,2,2,4,6,9,8,12,14,7,15,11,5,8,12,13,9,13,18,13,17,12,15,9,12,16,7,10,13,11,16,17,14,12,11,15,13,16,13,20,16,16,13,15,15,7,14,7,9,12,9,12,5,5,12,1,1,1,15,14,15,12,S L,603,1,1,20,12,15,14,1,1,1,1,1,1,1,1,1,137439150080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ashley Barnes,£7.20m ,30.0,186.0,Forward - Centre-Forward,right,Burnley FC,31.0,6.0,3.0,1831.0,39.0,10.0,0.0,2457.0,43.0,13.0,2.0,2832.0,19.0,6.0,0.0,1361.0,5.0,2.0,0.0,373.0,Premier League,
19/6/2017,18.3.4.28,Callum Wilson,28030268,765,27-Feb-92,25,0,0,1,0,5500,6900,7100,150,142,50386782,181,67,S ,4,3,1,2,1,2,2,1,1,2,3,4,6,14,15,14,5,9,8,3,4,15,13,5,14,10,14,12,14,12,12,14,15,12,9,14,12,14,15,17,12,14,9,11,15,17,20,14,15,14,5,14,9,12,12,13,14,12,15,12,12,7,1,1,1,7,7,1,1,S ,600,1,1,20,1,1,7,1,1,1,1,1,1,1,1,1,34493960192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Callum Wilson,£9.00m ,28.0,180.0,Forward - Centre-Forward,right,Newcastle United,21.0,6.0,1.0,1410.0,31.0,9.0,3.0,2119.0,33.0,15.0,10.0,2660.0,39.0,9.0,3.0,3025.0,7.0,4.0,1.0,563.0,Premier League,
19/6/2017,18.3.4.28,Connor Wickham,28030306,765,31-Mar-93,24,0,0,17,6,5050,6500,6400,140,129,24912386,191,90,S RLC,1,2,2,1,3,1,1,2,1,1,3,3,11,14,15,12,11,16,10,16,5,12,13,7,11,12,9,11,10,10,10,10,10,7,8,13,9,12,14,11,12,12,16,13,9,13,20,10,15,11,3,16,16,9,16,11,14,9,11,11,13,6,1,1,1,15,15,15,15,S RLC,606,1,1,20,15,15,15,1,1,1,1,1,1,1,1,1,1125899906843140,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connor Wickham,£4.50m ,27.0,189.0,Forward - Centre-Forward,right,Crystal Palace,10.0,3.0,0.0,545.0,nan,nan,nan,nan,8.0,1.0,1.0,159.0,21.0,3.0,1.0,1135.0,nan,nan,nan,nan,Premier League,
19/6/2017,18.3.4.28,Nahki Wells,28030709,363,01-Jun-90,27,9,5,0,0,3750,6500,6350,138,127,14879393,171,70,S ,1,1,3,2,4,1,1,2,2,3,1,3,8,13,14,12,11,9,10,4,4,11,12,5,12,8,14,12,13,11,9,10,12,13,4,14,3,12,14,18,13,13,6,14,15,15,20,14,13,13,5,13,2,8,13,16,5,14,10,6,7,6,1,1,1,11,11,8,10,S ,600,1,1,20,10,8,11,1,1,1,1,1,1,1,1,1,2251799813685776,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nahki Wells,£4.05m ,30.0,170.0,Forward - Centre-Forward,right,Bristol City,47.0,10.0,3.0,3393.0,10.0,0.0,0.0,66.0,43.0,9.0,6.0,3104.0,46.0,20.0,4.0,2952.0,8.0,3.0,1.0,554.0,Premier League,
19/6/2017,18.3.4.28,Saido Berahino,28044702,765,04-Aug-93,23,0,0,11,9,5700,6950,6600,165,132,21242685,180,83,AM/S RC,3,3,2,1,1,2,3,4,3,2,3,14,12,14,16,15,10,8,13,3,6,13,15,5,15,8,13,10,15,11,10,13,2,12,7,13,5,12,7,13,14,15,10,13,6,12,20,13,11,12,3,14,4,9,10,2,8,13,5,12,12,15,1,1,15,17,16,13,17,AM/S RC,623,1,1,20,17,13,16,1,1,1,1,1,12,15,1,1,4398046519312,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saido Berahino,£7.20m ,27.0,179.0,Forward - Centre-Forward,right,RSC Charleroi,22.0,3.0,0.0,1446.0,22.0,1.0,1.0,1042.0,26.0,5.0,1.0,1602.0,22.0,8.0,3.0,1760.0,9.0,3.0,1.0,575.0,Premier League,
19/6/2017,18.3.4.28,Harry Kane,28049320,765,28-Jul-93,23,19,8,14,8,8000,8900,8900,184,178,232186002,188,86,S ,3,3,3,1,1,1,2,3,1,2,2,9,14,14,19,14,12,15,16,6,10,15,17,10,15,11,15,15,16,16,15,13,18,11,15,16,11,13,18,13,12,16,13,18,16,13,20,18,15,18,8,14,10,9,10,17,19,16,20,13,14,9,1,1,11,14,1,13,14,S ,600,1,1,20,14,13,1,1,1,1,1,11,1,1,1,1,2199023256320,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Harry Kane,£135.00m ,27.0,188.0,Forward - Centre-Forward,right,Tottenham Hotspur,38.0,35.0,7.0,3154.0,48.0,41.0,5.0,3953.0,40.0,24.0,6.0,3342.0,34.0,24.0,2.0,3040.0,9.0,10.0,8.0,659.0,Premier League,
19/6/2017,18.3.4.28,Nathan Redmond,28053447,765,06-Mar-94,23,1,0,38,10,5400,7150,7000,150,135,42921012,173,75,M/AM RL,1,4,2,3,1,3,2,1,2,1,3,8,13,14,10,13,10,3,13,3,7,12,6,8,13,10,11,9,10,10,12,9,15,14,4,13,11,11,11,17,14,15,6,7,14,17,20,11,9,11,7,12,5,9,8,13,15,12,13,15,14,5,1,1,18,20,18,20,14,M/AM RL,525,1,1,15,14,20,18,1,1,1,1,1,18,18,1,1,144115222435725312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Nathan Redmond,£16.20m ,26.0,173.0,Forward - Left Winger,right,Southampton FC,50.0,8.0,1.0,3648.0,36.0,1.0,4.0,2106.0,43.0,9.0,6.0,3629.0,37.0,5.0,6.0,3065.0,5.0,0.0,0.0,363.0,Premier League,
19/6/2017,18.3.4.28,Tammy Abraham,28097985,765,02-Oct-97,19,0,0,10,3,5100,6650,6650,142,133,22211938,194,81,AM/S R,2,1,2,1,2,1,1,1,1,3,1,12,9,12,14,12,12,12,11,8,4,10,13,6,13,15,11,12,13,12,10,12,14,11,12,15,6,15,16,15,12,12,15,11,16,15,20,14,12,11,3,9,5,6,20,12,10,14,11,11,14,5,1,1,1,16,16,14,10,AM/S R,622,1,1,20,10,14,16,1,1,1,1,1,1,1,1,1,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tammy Abraham,£9.00m ,23.0,191.0,Forward - Centre-Forward,right,Chelsea FC,48.0,26.0,4.0,3743.0,39.0,8.0,5.0,2240.0,42.0,26.0,3.0,3561.0,47.0,18.0,6.0,2960.0,8.0,2.0,3.0,296.0,Premier League,
