GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,age,height,position,foot,current club,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
19/6/2017,18.3.4.28,Richarlison,19265858,1651,10-May-97,20,0,0,10,3,5800,6800,7250,160,145,60129057,181,71,AM RL,1,1,1,3,3,2,3,2,1,2,3,10,10,16,13,12,9,13,11,8,6,12,12,8,15,10,12,13,12,12,10,11,14,12,11,12,7,10,14,15,14,12,11,18,15,14,20,15,15,13,6,11,13,12,17,13,14,13,12,7,13,8,1,1,1,20,19,20,1,AM RL,505,1,1,15,1,20,19,1,1,1,1,1,1,1,1,1,2251799947902977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richarlison,£22.50m ,23.0,184.0,Forward - Centre-Forward,right,Everton FC,18.0,7.0,6.0,1591.0,41.0,5.0,5.0,3028.0,38.0,14.0,2.0,2809.0,41.0,15.0,4.0,3501.0,7.0,4.0,2.0,522.0,Premier League,
19/6/2017,18.3.4.28,Nikola Vlasic,24039948,761,04-Oct-97,19,0,0,4,0,4750,6350,6250,142,128,32737484,178,80,AM RLC,2,1,3,2,2,2,3,4,1,4,3,12,11,15,11,13,11,8,11,6,5,12,12,8,14,13,11,10,11,9,13,8,16,14,12,13,8,13,12,15,16,15,10,8,17,14,20,13,13,12,10,13,6,10,13,15,14,14,14,10,14,5,1,1,14,20,18,18,20,AM RLC,506,1,1,14,20,18,18,1,1,1,8,10,14,14,1,1,2251799813685248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nikola Vlasic,£7.20m ,23.0,178.0,Midfielder - Attacking Midfield,right,CSKA Moscow,37.0,4.0,9.0,3034.0,32.0,5.0,2.0,2050.0,31.0,8.0,7.0,2730.0,38.0,13.0,7.0,3310.0,11.0,6.0,5.0,953.0,Premier League,
19/6/2017,18.3.4.28,Christian Eriksen,27010680,764,14-Feb-92,25,69,14,3,1,7000,8750,8250,170,165,219413774,182,76,M/AM LC,2,3,2,1,1,2,3,2,1,1,2,13,14,13,15,16,16,8,16,3,7,17,11,9,16,5,15,6,15,12,16,16,14,13,8,16,7,17,18,13,15,11,9,16,15,13,20,17,11,12,4,13,4,15,18,14,18,14,18,18,19,4,1,1,18,20,12,16,20,M/AM LC,524,1,1,8,20,16,12,1,1,1,10,18,13,12,1,1,1049744,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christian Eriksen,£72.00m ,28.0,182.0,Midfielder - Attacking Midfield,both,Inter Milan,48.0,12.0,23.0,4038.0,47.0,14.0,13.0,3979.0,51.0,10.0,17.0,4129.0,54.0,7.0,6.0,2666.0,5.0,0.0,0.0,232.0,Premier League,
19/6/2017,18.3.4.28,Gylfi Sigurđsson,28004396,774,08-Sep-89,27,50,15,14,6,6650,7500,7300,152,146,63448618,186,79,M/AM LC,3,2,2,4,2,1,2,1,3,4,2,14,16,13,14,14,18,5,16,3,7,15,18,8,15,15,12,12,13,13,16,12,16,16,11,14,12,15,17,10,11,13,11,16,18,12,20,17,12,14,8,14,4,8,16,15,12,17,17,14,13,5,1,1,18,20,11,18,20,M/AM LC,524,1,1,14,20,18,11,1,1,1,7,18,11,10,1,1,17867063953408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Gylfi Sigurdsson,£27.00m ,31.0,186.0,Midfielder - Attacking Midfield,right,Everton FC,40.0,10.0,13.0,3446.0,33.0,6.0,5.0,2745.0,41.0,14.0,7.0,3370.0,38.0,3.0,3.0,2730.0,9.0,1.0,3.0,497.0,Premier League,
19/6/2017,18.3.4.28,Andros Townsend,28005834,765,16-Jul-91,25,13,3,3,0,5600,6800,6800,144,136,36615098,178,75,M/AM RL,1,3,1,1,3,3,1,3,1,2,4,11,12,16,9,11,11,7,15,5,5,10,6,6,13,8,8,10,7,12,10,11,13,16,10,11,9,11,13,16,13,13,8,20,12,16,16,15,11,9,4,10,7,9,12,10,13,12,13,10,14,6,1,1,18,20,20,19,10,M/AM RL,525,1,1,8,10,19,20,1,1,1,1,1,17,18,1,1,550426902784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Andros Townsend,£13.50m ,29.0,181.0,Forward - Right Winger,left,Crystal Palace,40.0,3.0,7.0,2820.0,39.0,2.0,9.0,3297.0,45.0,9.0,6.0,3569.0,25.0,1.0,1.0,1379.0,7.0,1.0,2.0,560.0,Premier League,
19/6/2017,18.3.4.28,Junior Stanislas,28006277,765,26-Nov-89,27,0,0,2,0,4500,6250,6400,146,135,16822564,183,77,M/AM RL,2,1,1,1,1,2,2,3,1,3,1,16,11,12,13,13,15,8,13,7,7,14,10,9,13,7,14,4,12,10,12,13,13,12,5,14,9,14,16,15,13,13,9,9,15,15,20,14,12,15,6,11,7,14,13,14,13,10,16,8,9,3,1,1,17,20,20,20,13,M/AM RL,525,1,1,1,13,20,20,1,1,1,1,1,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior Stanislas,£4.05m ,30.0,183.0,Forward - Left Winger,right,AFC Bournemouth,22.0,7.0,5.0,1536.0,20.0,5.0,2.0,1356.0,27.0,4.0,3.0,1269.0,16.0,3.0,0.0,776.0,4.0,0.0,1.0,206.0,Premier League,
19/6/2017,18.3.4.28,Danny Welbeck,28010491,765,26-Nov-90,26,34,14,14,5,6500,7200,7200,160,144,47553672,185,73,AM/S RL,1,3,2,1,3,1,1,3,1,3,2,5,9,14,14,13,4,13,8,3,6,12,10,6,14,11,13,14,12,12,12,14,14,15,4,14,8,15,16,17,15,15,14,9,15,15,20,15,14,12,5,12,12,11,10,15,16,13,15,11,15,4,1,1,1,20,17,20,10,AM/S RL,515,1,1,19,10,20,17,1,1,1,1,1,1,1,1,1,34360795152,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Danny Welbeck,£13.50m ,29.0,185.0,Forward - Centre-Forward,right,Brighton & Hove Albion,22.0,5.0,4.0,1094.0,43.0,10.0,2.0,2325.0,14.0,5.0,1.0,604.0,20.0,3.0,1.0,997.0,0.0,0.0,0.0,0.0,Premier League,
19/6/2017,18.3.4.28,Ashley Barnes,28016057,765,30-Oct-89,27,0,0,0,0,4800,6600,6700,136,136,33381501,186,77,S L,3,1,3,2,2,1,2,3,2,2,4,6,9,8,12,14,7,15,11,5,8,12,13,9,13,18,13,17,12,15,9,12,16,7,10,13,11,16,17,14,12,11,15,13,16,13,20,16,16,13,15,15,7,14,7,9,12,9,12,5,5,12,1,1,1,15,14,15,12,S L,603,1,1,20,12,15,14,1,1,1,1,1,1,1,1,1,137439150080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ashley Barnes,£7.20m ,30.0,186.0,Forward - Centre-Forward,right,Burnley FC,31.0,6.0,3.0,1831.0,39.0,10.0,0.0,2457.0,43.0,13.0,2.0,2832.0,19.0,6.0,0.0,1361.0,5.0,2.0,0.0,373.0,Premier League,
19/6/2017,18.3.4.28,Robbie Brady,28019284,789,14-Jan-92,25,34,7,12,7,5350,6850,7000,145,142,44699462,176,65,D/WB/M/AM L,2,4,1,3,3,2,3,2,3,3,2,14,16,13,11,13,14,7,13,6,10,12,13,11,13,14,12,13,13,12,12,11,16,12,9,12,12,14,16,14,13,13,8,20,13,14,10,14,12,8,13,12,10,12,15,13,13,10,11,12,9,9,16,19,20,20,14,20,10,D/WB/M/AM L,443,1,1,1,10,20,12,1,16,1,1,10,20,14,19,10,2251937252639008,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Robbie Brady,£9.00m ,28.0,176.0,Midfielder - Left Midfield,left,Burnley FC,40.0,5.0,8.0,2865.0,17.0,3.0,3.0,1405.0,17.0,0.0,1.0,760.0,18.0,1.0,2.0,526.0,3.0,0.0,0.0,151.0,Premier League,
19/6/2017,18.3.4.28,Tom Ince,28027646,765,30-Jan-92,25,0,0,18,3,4500,6250,6400,144,125,22012794,178,66,AM RLC,3,1,3,2,2,2,2,2,1,2,1,11,14,16,15,12,12,5,15,2,6,14,11,8,14,7,12,8,14,11,10,9,14,14,8,14,9,5,9,14,15,13,9,20,15,13,11,14,9,10,3,9,3,11,8,14,15,9,15,13,7,5,1,1,14,20,20,20,16,AM RLC,506,1,1,5,16,20,20,1,1,1,1,1,14,14,1,1,2324917336933376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Tom Ince,£7.20m ,28.0,178.0,Forward - Right Winger,left,Stoke City,50.0,15.0,8.0,3934.0,37.0,3.0,0.0,2745.0,41.0,6.0,9.0,3314.0,40.0,3.0,2.0,2869.0,2.0,0.0,0.0,103.0,Premier League,
19/6/2017,18.3.4.28,Connor Wickham,28030306,765,31-Mar-93,24,0,0,17,6,5050,6500,6400,140,129,24912386,191,90,S RLC,1,2,2,1,3,1,1,2,1,1,3,3,11,14,15,12,11,16,10,16,5,12,13,7,11,12,9,11,10,10,10,10,10,7,8,13,9,12,14,11,12,12,16,13,9,13,20,10,15,11,3,16,16,9,16,11,14,9,11,11,13,6,1,1,1,15,15,15,15,S RLC,606,1,1,20,15,15,15,1,1,1,1,1,1,1,1,1,1125899906843140,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connor Wickham,£4.50m ,27.0,189.0,Forward - Centre-Forward,right,Crystal Palace,10.0,3.0,0.0,545.0,nan,nan,nan,nan,8.0,1.0,1.0,159.0,21.0,3.0,1.0,1135.0,nan,nan,nan,nan,Premier League,
19/6/2017,18.3.4.28,Alex Oxlade-Chamberlain,28046572,765,15-Aug-93,23,27,6,8,4,6350,7250,7250,160,150,77968089,181,72,AM RLC,4,1,3,4,1,1,2,2,2,2,1,13,13,16,12,13,10,7,12,4,7,13,9,7,16,9,12,12,12,13,14,12,15,17,7,13,8,13,14,17,14,14,8,11,15,16,20,13,13,13,6,13,12,16,16,17,14,13,15,14,15,3,1,14,15,20,20,18,15,AM RLC,506,1,1,10,14,18,20,1,1,1,8,15,14,14,10,14,2322168692080640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alex Oxlade-Chamberlain,£36.00m ,27.0,175.0,Midfielder - Central Midfield,right,Liverpool FC,45.0,6.0,11.0,2568.0,46.0,5.0,8.0,2410.0,4.0,0.0,0.0,105.0,43.0,8.0,2.0,2225.0,nan,nan,nan,nan,Premier League,
