GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,age,height,position,foot,current club,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
19/6/2017,18.3.4.28,Heurelho Gomes,310870,1651,15-Feb-81,36,11,0,15,0,5600,6500,7050,141,136,232186002,191,91,GK ,16,12,13,16,14,6,16,17,14,16,19,8,1,2,3,12,11,3,1,3,2,16,3,2,11,2,14,12,15,10,10,8,15,1,16,8,17,14,13,11,15,16,18,5,14,11,20,12,17,14,2,14,12,12,14,13,14,15,16,13,16,11,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36030996042219520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Heurelho Gomes,£900Th. ,39.0,191.0,Goalkeeper,right,Without Club,39.0,65.0,7.0,3387.0,26.0,43.0,7.0,2309.0,8.0,11.0,4.0,750.0,3.0,3.0,1.0,270.0,nan,nan,nan,nan,Premier League,
19/6/2017,18.3.4.28,Wayne Hennessey,5006568,801,24-Jan-87,30,68,0,6,0,5250,6850,6450,138,127,13396836,196,90,GK ,15,11,12,4,12,15,16,14,14,14,16,7,3,3,1,7,10,2,3,2,2,11,2,3,6,12,13,12,9,12,6,11,13,1,8,6,12,11,10,10,13,12,16,13,13,11,20,11,15,10,8,12,7,11,13,13,13,11,13,13,13,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36028797018963968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wayne Hennessey,£3.60m ,33.0,197.0,Goalkeeper,right,Crystal Palace,31.0,51.0,7.0,2790.0,29.0,47.0,7.0,2610.0,20.0,26.0,7.0,1755.0,5.0,9.0,1.0,450.0,1.0,0.0,1.0,90.0,Premier League,
19/6/2017,18.3.4.28,Lee Grant,5101667,765,27-Jan-83,34,0,0,4,0,4350,6200,6200,130,130,3879119,191,84,GK ,14,16,11,5,12,13,13,16,13,10,13,10,3,1,1,12,12,7,3,2,1,13,2,1,11,9,12,15,12,13,12,11,8,12,7,12,15,11,11,9,15,10,14,6,9,9,20,9,10,10,10,12,5,12,3,15,12,10,11,7,14,3,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17179869184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Lee Grant,£900Th. ,37.0,193.0,Goalkeeper,right,Manchester United,30.0,40.0,9.0,2700.0,5.0,9.0,1.0,450.0,1.0,1.0,0.0,20.0,3.0,2.0,2.0,270.0,0.0,0.0,0.0,0.0,Premier League,
19/6/2017,18.3.4.28,Ben Foster,5104413,765,03-Apr-83,34,8,0,0,0,6000,7050,7050,153,141,232186002,193,90,GK ,16,14,14,9,15,14,16,17,17,9,16,1,1,1,1,10,1,2,1,1,1,6,8,2,9,6,13,14,10,14,5,12,15,1,8,8,13,8,8,10,15,13,16,20,16,9,10,14,13,12,2,14,10,1,14,15,14,10,16,15,17,2,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17179869184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Foster,£2.70m ,37.0,193.0,Goalkeeper,left,Watford FC,38.0,51.0,6.0,3420.0,41.0,61.0,11.0,3690.0,38.0,59.0,7.0,3420.0,38.0,64.0,9.0,3420.0,7.0,3.0,4.0,630.0,Premier League,
19/6/2017,18.3.4.28,Boaz Myhill,5106486,801,09-Nov-82,34,19,0,0,0,4250,6100,6250,129,125,3194415,191,92,GK ,15,10,12,8,15,13,13,16,8,14,9,9,1,1,2,10,11,2,1,3,2,11,1,2,6,9,8,16,12,14,8,10,12,8,8,3,11,11,11,9,14,13,14,10,12,8,20,12,10,11,3,12,1,10,19,16,17,8,14,9,10,5,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1073741824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boaz Myhill,£900Th. ,37.0,191.0,Goalkeeper,right,Retired,5.0,8.0,0.0,480.0,3.0,5.0,0.0,270.0,4.0,6.0,1.0,360.0,nan,nan,nan,nan,nan,nan,nan,nan,Premier League,
19/6/2017,18.3.4.28,Tom Heaton,5112064,765,15-Apr-86,31,3,0,3,0,5900,7350,7500,155,150,232186002,188,86,GK ,15,13,18,6,16,12,16,16,14,5,14,10,3,2,2,8,12,8,1,2,2,12,2,2,8,7,13,14,9,17,11,14,14,1,18,1,14,18,6,8,13,10,14,8,13,9,20,10,13,18,10,16,4,13,12,10,17,11,17,15,15,2,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Heaton,£3.60m ,34.0,188.0,Goalkeeper,right,Aston Villa,36.0,49.0,10.0,3240.0,4.0,4.0,1.0,306.0,22.0,33.0,4.0,1980.0,20.0,35.0,4.0,1795.0,nan,nan,nan,nan,Premier League,
19/6/2017,18.3.4.28,Kasper Schmeichel,5114022,764,05-Nov-86,30,25,0,26,0,6100,7500,7250,145,145,232186002,185,77,GK ,12,14,15,16,12,17,12,16,16,16,16,5,2,1,1,8,10,13,1,1,1,8,3,1,10,17,11,16,9,11,13,13,16,2,16,3,14,11,15,15,14,8,12,12,15,15,20,12,10,14,1,12,4,12,16,14,16,12,17,13,6,13,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36030996042219520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kasper Schmeichel,£9.00m ,33.0,189.0,Goalkeeper,right,Leicester City,41.0,56.0,14.0,3657.0,35.0,49.0,9.0,3176.0,38.0,48.0,10.0,3420.0,44.0,48.0,14.0,3960.0,7.0,8.0,3.0,630.0,Premier League,
19/6/2017,18.3.4.28,Joe Hart,5119142,765,19-Apr-87,30,71,0,21,0,6500,7250,7000,163,137,23172207,196,81,GK ,15,12,14,14,15,10,16,17,14,17,13,6,3,3,2,9,10,8,1,1,2,8,13,2,7,10,11,14,10,10,8,11,16,4,14,2,13,15,15,13,15,11,17,10,13,7,20,14,14,12,4,14,7,12,14,13,11,11,13,7,15,5,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Hart,£9.00m ,33.0,196.0,Goalkeeper,right,Tottenham Hotspur,38.0,64.0,6.0,3450.0,23.0,42.0,6.0,2100.0,21.0,41.0,6.0,1920.0,3.0,7.0,0.0,270.0,3.0,3.0,1.0,270.0,Premier League,
19/6/2017,18.3.4.28,Asmir Begovic,5123112,759,20-Jun-87,30,57,0,0,0,6150,7750,7500,165,150,232186002,199,101,GK ,16,14,15,11,15,13,13,16,15,8,11,7,2,3,1,8,11,8,2,2,3,10,12,1,8,12,14,15,12,11,13,15,17,7,12,2,14,12,14,11,16,11,18,8,16,10,20,12,14,17,8,14,4,13,16,16,11,14,16,12,8,10,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asmir Begovic,£7.20m ,33.0,199.0,Goalkeeper,right,AFC Bournemouth,8.0,12.0,2.0,750.0,38.0,61.0,6.0,3420.0,24.0,47.0,5.0,2160.0,19.0,19.0,7.0,1658.0,7.0,4.0,3.0,630.0,Premier League,
19/6/2017,18.3.4.28,Fraser Forster,5128263,765,17-Mar-88,29,6,0,0,0,6000,7100,7200,150,136,40701287,201,99,GK ,19,11,14,4,15,12,16,18,13,3,12,7,2,3,1,8,10,2,3,1,1,9,5,7,5,7,12,14,16,16,9,15,17,2,9,1,15,6,12,3,10,13,20,7,11,3,20,9,17,15,5,16,6,1,13,19,8,13,20,18,15,3,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fraser Forster,£13.50m ,32.0,201.0,Goalkeeper,right,Southampton FC,48.0,55.0,19.0,4320.0,21.0,32.0,4.0,1890.0,4.0,7.0,0.0,360.0,39.0,28.0,17.0,3510.0,0.0,0.0,0.0,0.0,Premier League,
19/6/2017,18.3.4.28,Claudio Bravo,5251774,1652,13-Apr-83,34,115,0,0,0,6990,8239,7450,167,149,17412959,184,80,GK ,16,12,15,13,16,16,12,12,11,10,14,9,3,9,3,13,13,7,3,1,2,16,11,3,15,12,13,13,13,15,16,13,14,10,13,4,13,15,7,12,13,11,11,8,16,14,20,13,14,14,8,10,4,12,12,14,17,8,17,13,12,9,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Claudio Bravo,£3.15m ,37.0,184.0,Goalkeeper,right,Real Betis Balompié,33.0,36.0,11.0,2952.0,13.0,10.0,5.0,1185.0,1.0,0.0,1.0,90.0,17.0,16.0,5.0,1491.0,4.0,5.0,2.0,360.0,Premier League,
19/6/2017,18.3.4.28,Ederson,55057659,1651,17-Aug-93,23,0,0,1,0,7350,7500,7700,168,159,94394809,188,86,GK ,14,15,11,8,15,20,15,15,17,6,17,5,9,11,1,13,8,8,12,3,3,17,12,2,14,11,14,18,13,14,16,14,16,1,6,15,14,13,13,13,13,13,13,20,15,12,2,13,13,16,7,16,10,13,18,14,12,16,16,9,13,4,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ederson,£45.00m ,27.0,188.0,Goalkeeper,left,Manchester City,40.0,27.0,24.0,3552.0,45.0,36.0,21.0,4005.0,55.0,38.0,28.0,4980.0,44.0,37.0,20.0,3837.0,6.0,9.0,1.0,540.0,Premier League,
19/6/2017,18.3.4.28,Petr Cech,5640119,763,20-May-82,35,124,0,15,0,7750,8500,8050,182,161,232186002,196,90,GK ,18,15,14,3,18,17,14,17,11,7,13,4,2,2,2,11,9,1,2,1,2,12,3,1,11,5,17,14,17,16,9,14,14,8,12,7,16,14,12,5,15,15,19,20,17,5,8,14,13,15,3,17,9,1,19,14,14,17,20,13,19,1,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Petr Cech,£2.70m ,38.0,196.0,Goalkeeper,left,Retired,37.0,38.0,13.0,3308.0,38.0,52.0,12.0,3430.0,22.0,26.0,9.0,1935.0,nan,nan,nan,nan,nan,nan,nan,nan,Premier League,
