GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,age,height,position,foot,current club,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
19-06-17,18.3.4.28,Christian Eriksen,27010680,764,14-Feb-92,25,69,14,3,1,7000,8750,8250,170,165,219413774,182,76,M/AM LC,2,3,2,1,1,2,3,2,1,1,2,13,14,13,15,16,16,8,16,3,7,17,11,9,16,5,15,6,15,12,16,16,14,13,8,16,7,17,18,13,15,11,9,16,15,13,20,17,11,12,4,13,4,15,18,14,18,14,18,18,19,4,1,1,18,20,12,16,20,M/AM LC,524,1,1,8,20,16,12,1,1,1,10,18,13,12,1,1,1049744.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christian Eriksen,£72.00m ,28.0,182.0,Midfielder - Attacking Midfield,both,Inter Milan,48.0,12.0,23.0,4038.0,47.0,14.0,13.0,3979.0,51.0,10.0,17.0,4129.0,54.0,7.0,6.0,2666.0,5.0,0.0,0.0,232.0,Premier League,
19-06-17,18.3.4.28,Pierre-Emile Hďż˝jbjerg,27058392,764,05-Aug-95,21,21,1,8,4,5155,6006,6650,155,134,46176725,185,84,DM/M/AM C,2,1,3,3,4,1,3,3,2,3,2,12,13,11,12,16,13,8,9,10,10,16,12,11,16,17,11,14,16,9,15,9,16,11,13,14,10,12,17,11,10,16,12,10,16,12,20,14,14,12,13,14,6,17,14,18,9,15,13,7,10,14,13,12,20,17,12,11,20,DM/M/AM C,431,1,1,1,17,11,11,13,1,10,16,20,11,11,1,12,140737000000000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pierre-Emile Höjbjerg,£9.00m ,25.0,185.0,Midfielder - Defensive Midfield,right,Tottenham Hotspur,37.0,0.0,1.0,2247.0,32.0,1.0,0.0,2432.0,33.0,4.0,4.0,2944.0,38.0,0.0,1.0,3200.0,9.0,0.0,1.0,692.0,Premier League,
19-06-17,18.3.4.28,Tom Cleverley,28000906,765,12-Aug-89,27,13,0,16,0,5550,7000,7000,145,143,42711500,175,67,M/AM C,2,2,2,2,2,2,2,2,2,2,2,13,13,10,10,14,13,6,12,9,9,13,8,10,14,14,12,13,13,15,14,14,18,8,12,14,10,17,17,14,15,10,7,14,17,12,20,18,8,13,10,10,13,16,11,13,14,10,16,15,14,2,6,1,20,18,10,14,20,M/AM C,411,1,1,1,18,14,10,1,6,6,10,20,14,10,1,1,269485120.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19-06-17,18.3.4.28,Gylfi Sigurďż˝sson,28004396,774,08-Sep-89,27,50,15,14,6,6650,7500,7300,152,146,63448618,186,79,M/AM LC,3,2,2,4,2,1,2,1,3,4,2,14,16,13,14,14,18,5,16,3,7,15,18,8,15,15,12,12,13,13,16,12,16,16,11,14,12,15,17,10,11,13,11,16,18,12,20,17,12,14,8,14,4,8,16,15,12,17,17,14,13,5,1,1,18,20,11,18,20,M/AM LC,524,1,1,14,20,18,11,1,1,1,7,18,11,10,1,1,17867100000000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Gylfi Sigurdsson,£27.00m ,31.0,186.0,Midfielder - Attacking Midfield,right,Everton FC,40.0,10.0,13.0,3446.0,33.0,6.0,5.0,2745.0,41.0,14.0,7.0,3370.0,38.0,3.0,3.0,2730.0,9.0,1.0,3.0,497.0,Premier League,
19-06-17,18.3.4.28,Jonjo Shelvey,28011776,765,27-Feb-92,25,6,0,13,4,6000,6900,6900,145,138,38297950,185,83,M C,3,1,3,1,1,3,1,2,2,1,3,12,14,13,11,13,12,8,15,6,9,17,15,12,15,17,13,15,13,12,18,13,11,13,14,12,10,14,11,11,9,11,11,12,11,11,20,14,14,13,16,13,5,7,11,14,12,12,12,5,5,15,1,1,20,15,10,10,20,M C,401,1,1,10,15,5,5,1,1,1,14,20,10,10,1,1,140875000000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Jonjo Shelvey,£13.50m ,28.0,184.0,Midfielder - Central Midfield,right,Newcastle United,47.0,5.0,12.0,3817.0,33.0,2.0,3.0,2518.0,18.0,2.0,1.0,1039.0,29.0,6.0,2.0,2254.0,6.0,1.0,0.0,522.0,Premier League,
19-06-17,18.3.4.28,Aaron Mooy,28016318,1435,15-Sep-90,26,26,5,10,4,5500,7100,7100,150,142,47867442,179,69,M/AM C,2,1,2,3,1,2,1,1,3,1,1,12,12,14,11,15,14,7,14,4,10,16,12,13,16,13,14,12,16,14,16,15,12,13,8,13,13,16,13,10,11,12,9,14,14,10,20,13,11,18,3,16,13,10,15,15,7,7,12,12,12,3,1,1,20,17,12,7,20,M/AM C,411,1,1,9,17,7,12,1,1,1,13,20,7,12,1,1,17592200000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Aaron Mooy,£9.00m ,30.0,179.0,Midfielder - Central Midfield,right,Shanghai SIPG,51.0,4.0,10.0,4295.0,38.0,4.0,4.0,3207.0,30.0,3.0,1.0,2348.0,40.0,3.0,3.0,2779.0,nan,nan,nan,nan,Premier League,
19-06-17,18.3.4.28,Tom Ince,28027646,765,30-Jan-92,25,0,0,18,3,4500,6250,6400,144,125,22012794,178,66,AM RLC,3,1,3,2,2,2,2,2,1,2,1,11,14,16,15,12,12,5,15,2,6,14,11,8,14,7,12,8,14,11,10,9,14,14,8,14,9,5,9,14,15,13,9,20,15,13,11,14,9,10,3,9,3,11,8,14,15,9,15,13,7,5,1,1,14,20,20,20,16,AM RLC,506,1,1,5,16,20,20,1,1,1,1,1,14,14,1,1,2324920000000000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Tom Ince,£7.20m ,28.0,178.0,Forward - Right Winger,left,Stoke City,50.0,15.0,8.0,3934.0,37.0,3.0,0.0,2745.0,41.0,6.0,9.0,3314.0,40.0,3.0,2.0,2869.0,2.0,0.0,0.0,103.0,Premier League,
19-06-17,18.3.4.28,Tom Carroll,28028359,765,28-May-92,25,0,0,17,2,5650,6700,6700,146,134,31346687,177,63,M C,2,1,1,1,1,2,3,3,1,3,2,10,9,11,10,14,10,6,10,4,10,15,11,11,14,12,14,11,15,13,14,12,12,12,9,13,13,15,15,14,15,13,9,20,15,13,13,14,8,13,5,12,4,10,9,15,15,14,15,16,12,6,2,1,20,15,6,6,20,M C,401,1,1,1,15,1,1,1,2,1,14,20,6,6,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Carroll,£6.30m ,28.0,177.0,Midfielder - Central Midfield,left,Queens Park Rangers,22.0,1.0,2.0,1720.0,45.0,1.0,5.0,3251.0,15.0,0.0,0.0,793.0,12.0,1.0,1.0,689.0,7.0,0.0,0.0,412.0,Premier League,
19-06-17,18.3.4.28,Jeff Hendrick,28028494,789,31-Jan-92,25,33,1,12,2,4750,6900,6900,145,139,38520725,185,79,M C,2,3,2,4,1,1,1,3,2,3,2,11,11,14,13,15,8,13,14,6,8,15,10,11,14,8,13,12,15,14,13,10,14,12,11,14,14,16,15,13,15,16,15,10,14,13,20,14,15,13,7,14,7,11,18,17,14,13,15,15,18,3,1,1,20,15,1,1,20,M C,401,1,1,1,15,1,1,1,1,1,14,20,1,1,1,1,2147484672.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeff Hendrick,£9.00m ,28.0,185.0,Midfielder - Central Midfield,right,Newcastle United,38.0,2.0,1.0,2933.0,36.0,2.0,2.0,2519.0,41.0,3.0,2.0,2735.0,27.0,3.0,2.0,2140.0,6.0,1.0,1.0,522.0,Premier League,
19-06-17,18.3.4.28,Connor Wickham,28030306,765,31-Mar-93,24,0,0,17,6,5050,6500,6400,140,129,24912386,191,90,S RLC,1,2,2,1,3,1,1,2,1,1,3,3,11,14,15,12,11,16,10,16,5,12,13,7,11,12,9,11,10,10,10,10,10,7,8,13,9,12,14,11,12,12,16,13,9,13,20,10,15,11,3,16,16,9,16,11,14,9,11,11,13,6,1,1,1,15,15,15,15,S RLC,606,1,1,20,15,15,15,1,1,1,1,1,1,1,1,1,1125900000000000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connor Wickham,£4.50m ,27.0,189.0,Forward - Centre-Forward,right,Crystal Palace,10.0,3.0,0.0,545.0,nan,nan,nan,nan,8.0,1.0,1.0,159.0,21.0,3.0,1.0,1135.0,nan,nan,nan,nan,Premier League,
19-06-17,18.3.4.28,Saido Berahino,28044702,765,04-Aug-93,23,0,0,11,9,5700,6950,6600,165,132,21242685,180,83,AM/S RC,3,3,2,1,1,2,3,4,3,2,3,14,12,14,16,15,10,8,13,3,6,13,15,5,15,8,13,10,15,11,10,13,2,12,7,13,5,12,7,13,14,15,10,13,6,12,20,13,11,12,3,14,4,9,10,2,8,13,5,12,12,15,1,1,15,17,16,13,17,AM/S RC,623,1,1,20,17,13,16,1,1,1,1,1,12,15,1,1,4398050000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saido Berahino,£7.20m ,27.0,179.0,Forward - Centre-Forward,right,RSC Charleroi,22.0,3.0,0.0,1446.0,22.0,1.0,1.0,1042.0,26.0,5.0,1.0,1602.0,22.0,8.0,3.0,1760.0,9.0,3.0,1.0,575.0,Premier League,
19-06-17,18.3.4.28,Jesse Lingard,28047560,765,15-Dec-92,24,4,0,11,2,5850,7500,7600,156,148,89045882,175,62,M/AM RLC,2,3,2,1,3,3,3,1,2,2,1,10,13,14,14,14,8,6,11,4,6,13,11,6,14,15,12,13,13,12,13,12,16,16,5,16,9,16,18,15,15,13,5,10,16,15,20,17,9,11,4,15,3,9,20,14,17,15,18,9,12,7,1,1,17,20,18,18,20,M/AM RLC,526,1,1,12,20,18,18,1,1,1,1,14,17,15,1,1,549757000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jesse Lingard,£31.50m ,27.0,174.0,Midfielder - Attacking Midfield,right,Manchester United,42.0,5.0,3.0,2208.0,48.0,13.0,7.0,2652.0,36.0,5.0,4.0,2201.0,40.0,4.0,2.0,1888.0,2.0,0.0,0.0,99.0,Premier League,
19-06-17,18.3.4.28,Alex Pritchard,28049318,765,03-May-93,24,0,0,9,0,3700,6500,6650,140,133,31216778,171,62,AM RLC,2,1,3,4,2,1,3,2,2,3,3,14,14,14,11,15,16,7,14,5,7,15,11,9,14,11,12,5,13,11,14,14,13,14,7,15,11,12,13,13,15,13,6,10,14,13,20,13,10,13,9,12,10,12,10,14,10,11,11,8,14,11,1,1,13,20,20,15,17,AM RLC,506,1,1,1,17,15,20,1,1,1,1,11,10,13,1,1,2251900000000000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Alex Pritchard,£9.00m ,27.0,168.0,Midfielder - Attacking Midfield,right,Huddersfield Town,35.0,7.0,12.0,2194.0,24.0,2.0,4.0,1607.0,32.0,2.0,0.0,2179.0,18.0,0.0,1.0,964.0,4.0,0.0,0.0,360.0,Premier League,
