GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,age,height,position,foot,current club,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
19/6/2017,18.3.4.28,Wilfred Ndidi,18091791,38,16-Dec-96,20,8,0,3,0,5700,6900,7200,169,138,52156485,186,78,DM/M C,1,3,4,1,1,3,1,1,3,1,1,10,10,12,7,13,10,14,13,7,12,11,5,16,11,14,16,13,14,14,11,13,15,11,10,11,11,14,15,13,13,11,15,8,17,13,20,17,13,14,10,13,6,12,14,16,14,14,14,12,14,5,15,13,19,10,13,11,19,DM/M C,311,1,1,1,10,1,1,15,11,13,20,19,1,1,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wilfred Ndidi,£22.50m ,23.0,183.0,Midfielder - Defensive Midfield,right,Leicester City,57.0,6.0,1.0,5076.0,38.0,1.0,4.0,3295.0,40.0,2.0,1.0,3478.0,39.0,2.0,1.0,3096.0,2.0,0.0,0.0,180.0,Premier League,
19/6/2017,18.3.4.28,Christian Eriksen,27010680,764,14-Feb-92,25,69,14,3,1,7000,8750,8250,170,165,219413774,182,76,M/AM LC,2,3,2,1,1,2,3,2,1,1,2,13,14,13,15,16,16,8,16,3,7,17,11,9,16,5,15,6,15,12,16,16,14,13,8,16,7,17,18,13,15,11,9,16,15,13,20,17,11,12,4,13,4,15,18,14,18,14,18,18,19,4,1,1,18,20,12,16,20,M/AM LC,524,1,1,8,20,16,12,1,1,1,10,18,13,12,1,1,1049744,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christian Eriksen,£72.00m ,28.0,182.0,Midfielder - Attacking Midfield,both,Inter Milan,48.0,12.0,23.0,4038.0,47.0,14.0,13.0,3979.0,51.0,10.0,17.0,4129.0,54.0,7.0,6.0,2666.0,5.0,0.0,0.0,232.0,Premier League,
19/6/2017,18.3.4.28,Pierre-Emile Hřjbjerg,27058392,764,05-Aug-95,21,21,1,8,4,5155,6006,6650,155,134,46176725,185,84,DM/M/AM C,2,1,3,3,4,1,3,3,2,3,2,12,13,11,12,16,13,8,9,10,10,16,12,11,16,17,11,14,16,9,15,9,16,11,13,14,10,12,17,11,10,16,12,10,16,12,20,14,14,12,13,14,6,17,14,18,9,15,13,7,10,14,13,12,20,17,12,11,20,DM/M/AM C,431,1,1,1,17,11,11,13,1,10,16,20,11,11,1,12,140737492550016,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pierre-Emile Höjbjerg,£9.00m ,25.0,185.0,Midfielder - Defensive Midfield,right,Tottenham Hotspur,37.0,0.0,1.0,2247.0,32.0,1.0,0.0,2432.0,33.0,4.0,4.0,2944.0,38.0,0.0,1.0,3200.0,9.0,0.0,1.0,692.0,Premier League,
19/6/2017,18.3.4.28,Andreas Christensen,27066387,764,10-Apr-96,21,12,0,21,1,5600,6750,7400,171,150,95258166,187,81,D/DM/M C,2,2,2,2,2,3,1,1,3,2,2,5,10,10,9,12,5,15,8,12,14,13,9,14,13,12,17,10,18,13,10,16,11,9,14,10,16,15,12,12,11,12,14,10,14,17,20,13,11,15,6,15,4,15,16,15,10,14,13,16,18,5,20,10,16,1,14,1,20,D/DM/M C,121,1,1,1,1,1,1,20,1,14,16,16,1,1,1,10,279172874240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Andreas Christensen,£36.00m ,24.0,188.0,Defender - Centre-Back,right,Chelsea FC,43.0,4.0,0.0,3892.0,40.0,0.0,0.0,3096.0,29.0,0.0,1.0,2469.0,28.0,0.0,0.0,2342.0,4.0,0.0,0.0,315.0,Premier League,
19/6/2017,18.3.4.28,Tom Cleverley,28000906,765,12-Aug-89,27,13,0,16,0,5550,7000,7000,145,143,42711500,175,67,M/AM C,2,2,2,2,2,2,2,2,2,2,2,13,13,10,10,14,13,6,12,9,9,13,8,10,14,14,12,13,13,15,14,14,18,8,12,14,10,17,17,14,15,10,7,14,17,12,20,18,8,13,10,10,13,16,11,13,14,10,16,15,14,2,6,1,20,18,10,14,20,M/AM C,411,1,1,1,18,14,10,1,6,6,10,20,14,10,1,1,269485120,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19/6/2017,18.3.4.28,Matty James,28000909,765,22-Jul-91,25,0,0,0,0,4250,6250,6250,135,130,15005659,178,74,M C,1,1,3,2,1,1,1,3,1,3,1,13,13,11,10,12,10,10,12,6,11,15,9,13,12,13,15,12,13,15,12,13,16,9,14,14,14,16,15,11,12,14,10,10,12,11,20,15,12,15,7,9,14,10,13,15,14,14,17,16,18,2,10,1,20,12,10,1,20,M C,401,1,1,1,12,1,1,10,1,10,14,20,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matty James,£1.35m ,29.0,181.0,Midfielder - Central Midfield,right,Barnsley FC,26.0,1.0,2.0,2132.0,15.0,0.0,0.0,1085.0,3.0,0.0,1.0,252.0,6.0,0.0,0.0,455.0,1.0,0.0,0.0,67.0,Premier League,
19/6/2017,18.3.4.28,Gylfi Sigurđsson,28004396,774,08-Sep-89,27,50,15,14,6,6650,7500,7300,152,146,63448618,186,79,M/AM LC,3,2,2,4,2,1,2,1,3,4,2,14,16,13,14,14,18,5,16,3,7,15,18,8,15,15,12,12,13,13,16,12,16,16,11,14,12,15,17,10,11,13,11,16,18,12,20,17,12,14,8,14,4,8,16,15,12,17,17,14,13,5,1,1,18,20,11,18,20,M/AM LC,524,1,1,14,20,18,11,1,1,1,7,18,11,10,1,1,17867063953408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Gylfi Sigurdsson,£27.00m ,31.0,186.0,Midfielder - Attacking Midfield,right,Everton FC,40.0,10.0,13.0,3446.0,33.0,6.0,5.0,2745.0,41.0,14.0,7.0,3370.0,38.0,3.0,3.0,2730.0,9.0,1.0,3.0,497.0,Premier League,
19/6/2017,18.3.4.28,Jordan Henderson,28005568,765,17-Jun-90,27,32,0,27,4,6500,7750,7600,158,154,69910700,183,67,DM/M C,2,3,2,3,1,1,3,3,3,1,3,12,13,12,11,15,11,11,12,4,13,16,10,14,14,14,14,14,15,14,14,15,18,13,16,14,14,17,18,13,13,13,12,8,18,14,20,18,14,14,8,15,11,13,15,17,17,17,18,13,18,6,8,12,20,10,14,10,20,DM/M C,311,1,1,1,8,4,10,1,1,8,20,20,10,14,1,12,140737493074944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jordan Henderson,£22.50m ,30.0,187.0,Midfielder - Central Midfield,right,Liverpool FC,27.0,1.0,4.0,2355.0,41.0,1.0,2.0,3308.0,44.0,1.0,5.0,2811.0,40.0,4.0,5.0,3167.0,5.0,0.0,0.0,335.0,Premier League,
19/6/2017,18.3.4.28,Jake Livermore,28005828,765,14-Nov-89,27,3,0,0,0,5500,6900,6750,144,135,33056103,180,73,DM/M C,1,2,2,1,3,2,2,1,1,3,2,9,9,12,9,13,7,12,10,5,12,13,6,12,11,13,13,12,12,12,12,12,13,11,9,13,13,15,17,13,11,17,12,12,17,13,20,18,16,15,8,14,4,14,5,11,11,8,10,9,8,4,15,1,20,10,11,8,20,DM/M C,421,1,1,1,10,1,1,15,1,8,18,20,8,11,1,1,137439477760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jake Livermore,£8.10m ,30.0,180.0,Midfielder - Defensive Midfield,right,West Bromwich Albion,41.0,1.0,1.0,3326.0,37.0,2.0,2.0,2794.0,40.0,2.0,2.0,3236.0,45.0,3.0,5.0,3747.0,6.0,0.0,0.0,513.0,Premier League,
19/6/2017,18.3.4.28,Jonjo Shelvey,28011776,765,27-Feb-92,25,6,0,13,4,6000,6900,6900,145,138,38297950,185,83,M C,3,1,3,1,1,3,1,2,2,1,3,12,14,13,11,13,12,8,15,6,9,17,15,12,15,17,13,15,13,12,18,13,11,13,14,12,10,14,11,11,9,11,11,12,11,11,20,14,14,13,16,13,5,7,11,14,12,12,12,5,5,15,1,1,20,15,10,10,20,M C,401,1,1,10,15,5,5,1,1,1,14,20,10,10,1,1,140874931634432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Jonjo Shelvey,£13.50m ,28.0,184.0,Midfielder - Central Midfield,right,Newcastle United,47.0,5.0,12.0,3817.0,33.0,2.0,3.0,2518.0,18.0,2.0,1.0,1039.0,29.0,6.0,2.0,2254.0,6.0,1.0,0.0,522.0,Premier League,
19/6/2017,18.3.4.28,Aaron Mooy,28016318,1435,15-Sep-90,26,26,5,10,4,5500,7100,7100,150,142,47867442,179,69,M/AM C,2,1,2,3,1,2,1,1,3,1,1,12,12,14,11,15,14,7,14,4,10,16,12,13,16,13,14,12,16,14,16,15,12,13,8,13,13,16,13,10,11,12,9,14,14,10,20,13,11,18,3,16,13,10,15,15,7,7,12,12,12,3,1,1,20,17,12,7,20,M/AM C,411,1,1,9,17,7,12,1,1,1,13,20,7,12,1,1,17592190238720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Aaron Mooy,£9.00m ,30.0,179.0,Midfielder - Central Midfield,right,Shanghai SIPG,51.0,4.0,10.0,4295.0,38.0,4.0,4.0,3207.0,30.0,3.0,1.0,2348.0,40.0,3.0,3.0,2779.0,nan,nan,nan,nan,Premier League,
19/6/2017,18.3.4.28,Tom Carroll,28028359,765,28-May-92,25,0,0,17,2,5650,6700,6700,146,134,31346687,177,63,M C,2,1,1,1,1,2,3,3,1,3,2,10,9,11,10,14,10,6,10,4,10,15,11,11,14,12,14,11,15,13,14,12,12,12,9,13,13,15,15,14,15,13,9,20,15,13,13,14,8,13,5,12,4,10,9,15,15,14,15,16,12,6,2,1,20,15,6,6,20,M C,401,1,1,1,15,1,1,1,2,1,14,20,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Carroll,£6.30m ,28.0,177.0,Midfielder - Central Midfield,left,Queens Park Rangers,22.0,1.0,2.0,1720.0,45.0,1.0,5.0,3251.0,15.0,0.0,0.0,793.0,12.0,1.0,1.0,689.0,7.0,0.0,0.0,412.0,Premier League,
19/6/2017,18.3.4.28,Jeff Hendrick,28028494,789,31-Jan-92,25,33,1,12,2,4750,6900,6900,145,139,38520725,185,79,M C,2,3,2,4,1,1,1,3,2,3,2,11,11,14,13,15,8,13,14,6,8,15,10,11,14,8,13,12,15,14,13,10,14,12,11,14,14,16,15,13,15,16,15,10,14,13,20,14,15,13,7,14,7,11,18,17,14,13,15,15,18,3,1,1,20,15,1,1,20,M C,401,1,1,1,15,1,1,1,1,1,14,20,1,1,1,1,2147484672,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeff Hendrick,£9.00m ,28.0,185.0,Midfielder - Central Midfield,right,Newcastle United,38.0,2.0,1.0,2933.0,36.0,2.0,2.0,2519.0,41.0,3.0,2.0,2735.0,27.0,3.0,2.0,2140.0,6.0,1.0,1.0,522.0,Premier League,
