GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
15/7/2016,17.3.2.23,Adam Smith,28011401,765,29-Apr-91,25,0,0,11,0,4650,6450,6450,132,129,15192484,180,79,D R,3,2,3,1,3,2,1,2,2,2,1,6,13,14,7,13,6,8,11,3,12,14,2,13,13,10,13,12,13,12,13,13,14,9,10,12,14,14,16,14,12,12,7,8,15,16,20,15,13,14,10,14,5,12,12,14,8,11,15,13,11,2,20,13,10,7,20,13,1,D R,102,1,1,1,1,1,7,1,13,20,1,1,1,10,10,13,2251799813685508,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam Smith,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Steve Cook,28014634,765,19-Apr-91,25,0,0,0,0,4800,6300,6500,145,133,18920630,186,82,D RC,3,2,1,1,3,1,3,1,2,3,1,6,9,8,8,12,6,13,6,14,14,14,1,16,13,9,14,13,14,13,12,12,14,6,12,7,14,12,16,13,11,13,14,9,16,13,20,15,14,13,6,13,2,12,12,14,13,12,13,16,11,8,20,1,1,1,17,1,20,D RC,103,1,1,1,1,1,1,20,1,17,1,1,1,1,1,1,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Cook,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Kieran Trippier,28018613,765,19-Sep-90,25,0,0,2,0,5000,6700,6700,148,134,15899937,178,70,D R,1,1,2,3,1,2,3,1,3,2,1,4,15,12,6,15,13,9,10,10,11,14,5,14,12,12,12,13,11,12,10,13,13,8,11,12,14,14,15,14,14,13,10,6,13,15,20,17,13,13,8,10,7,13,11,10,11,13,12,12,13,4,20,15,15,1,20,1,1,D R,102,1,1,1,1,1,1,1,1,20,1,1,1,15,1,15,34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kieran Trippier,£9.00m ,Premier League,
15/7/2016,17.3.2.23,Carl Jenkinson,28019792,765,08-Feb-92,24,1,0,14,3,5500,6600,6600,145,134,13588088,186,77,D R,3,1,1,2,3,2,4,2,3,1,1,7,15,12,4,10,9,9,11,13,11,10,8,14,11,10,12,16,11,11,9,11,15,8,10,10,11,18,18,13,12,13,12,10,13,17,20,18,14,12,4,7,8,12,9,16,10,11,12,12,12,5,20,12,6,1,20,12,12,D R,102,1,1,1,1,1,1,12,12,20,6,6,1,1,1,12,2251799813685280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carl Jenkinson,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Nathaniel Clyne,28019851,765,05-Apr-91,25,13,0,8,0,6250,7350,7350,158,151,37134207,176,67,D/WB R,2,2,1,2,3,2,3,1,1,3,3,3,12,13,8,14,3,8,8,9,14,14,5,16,13,13,13,14,12,13,11,14,15,10,9,15,14,17,16,16,15,14,8,8,18,16,20,17,12,17,8,15,5,12,16,15,15,15,15,13,15,7,20,19,1,1,20,14,1,D/WB R,112,1,1,1,1,1,1,1,14,20,1,1,1,1,13,19,2252899459530786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nathaniel Clyne,£18.90m ,Premier League,
15/7/2016,17.3.2.23,Phil Jones,28027433,765,21-Feb-92,24,20,0,9,0,6100,7250,7250,154,145,44449556,185,72,D RC,1,2,1,2,3,1,2,2,3,1,3,5,13,9,6,13,6,16,4,8,15,13,8,17,13,15,14,19,11,13,6,12,19,8,13,6,14,14,16,14,11,14,12,11,14,14,20,17,16,13,13,18,15,15,8,18,8,15,18,15,16,8,20,1,10,1,15,1,20,D RC,103,1,1,1,1,1,1,20,1,15,13,10,1,1,1,1,137438953472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Phil Jones,£12.60m ,Premier League,
15/7/2016,17.3.2.23,Omar Elabdellaoui,28027676,786,05-Dec-91,24,22,0,13,1,4250,6500,6500,145,130,3369331,179,73,D/WB/M R,2,3,3,1,3,3,2,2,3,1,1,10,12,14,8,13,7,6,10,13,11,13,8,11,14,13,12,11,11,12,11,12,14,14,9,13,10,12,16,16,15,13,8,7,13,15,20,15,8,12,4,13,7,16,16,17,10,13,16,14,16,8,20,19,16,10,20,1,1,D/WB/M R,122,1,1,1,1,1,10,1,1,20,1,1,1,16,1,19,17179869216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Omar Elabdellaoui,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Jon Flanagan,28047454,765,01-Jan-93,23,1,0,3,0,4750,6500,6500,144,132,16598124,178,79,D RL,1,2,3,4,2,1,2,1,3,2,3,7,11,9,7,13,4,13,6,9,15,13,7,17,13,16,14,17,13,15,11,13,19,7,10,12,15,15,15,11,12,13,11,8,14,12,20,15,13,14,12,14,14,14,12,12,12,13,15,8,11,8,20,14,1,1,20,18,1,D RL,105,1,1,1,1,1,1,1,18,20,1,1,1,1,8,14,137438953472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jon Flanagan,£3.15m ,Premier League,
15/7/2016,17.3.2.23,Michael Keane,28047558,765,11-Jan-93,23,0,0,16,3,5250,7150,7150,155,143,35814915,186,83,D RC,2,1,1,3,3,2,2,1,3,3,3,5,8,8,8,12,5,15,5,12,14,13,5,14,13,13,14,15,15,13,10,12,17,8,11,10,14,14,14,16,13,11,14,12,14,16,20,13,14,14,8,14,12,10,10,15,12,14,16,16,14,5,20,1,13,1,17,1,20,D RC,103,1,1,1,1,1,1,20,1,17,1,13,1,10,1,1,279172874240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Michael Keane,£16.20m ,Premier League,
15/7/2016,17.3.2.23,Kevin Stewart,28060185,765,07-Sep-93,22,0,0,0,0,3350,6600,6600,143,132,28642269,183,73,D/DM RLC,3,3,3,1,3,3,1,2,3,3,1,6,9,10,8,13,7,12,12,5,13,13,8,14,11,14,12,14,12,13,9,12,14,9,11,11,13,15,14,13,12,13,11,13,13,13,20,17,13,14,11,14,9,15,12,11,16,12,16,12,15,7,16,1,15,1,15,16,15,D/DM RLC,326,1,1,1,1,1,1,13,16,15,20,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Stewart,£900Th. ,Premier League,
15/7/2016,17.3.2.23,John Stones,28060397,765,28-May-94,22,10,0,12,0,6500,7850,7850,172,146,124433565,189,77,D RC,3,4,3,3,3,3,2,2,3,2,3,5,11,12,8,13,5,15,5,8,15,14,15,16,12,10,12,15,17,12,12,13,13,10,12,11,14,12,14,13,12,16,14,12,19,15,20,13,14,12,9,12,5,10,11,20,15,16,14,13,16,5,20,1,1,1,16,1,20,D RC,103,1,1,1,1,1,1,20,1,16,1,1,1,1,1,1,2251804108652544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Stones,£31.50m ,Premier League,
15/7/2016,17.3.2.23,Héctor Bellerín,28066082,796,19-Mar-95,21,3,0,0,0,6500,7000,7500,165,152,89583731,177,72,D R,1,1,3,3,2,1,3,2,3,1,1,8,13,13,9,12,5,10,11,12,13,11,8,15,14,12,12,15,13,13,10,12,15,12,4,14,13,14,16,20,15,13,9,8,16,20,20,16,9,17,8,15,5,14,15,15,14,15,15,15,15,5,20,14,10,8,20,1,1,D R,102,1,1,1,1,1,8,1,1,20,1,1,1,10,1,14,134217760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Héctor Bellerín,£27.00m ,Premier League,
15/7/2016,17.3.2.23,Matthew Pennington,28066142,765,06-Oct-94,21,0,0,0,0,2750,5750,5750,122,115,4202239,186,77,D RC,1,3,1,3,1,2,1,3,3,2,2,5,9,10,7,11,6,13,5,11,13,12,6,12,12,10,12,14,13,12,8,13,15,5,10,10,12,13,15,12,12,11,12,8,13,12,20,12,14,12,5,10,5,10,16,11,13,14,16,14,15,2,20,10,1,1,17,1,20,D RC,103,1,1,1,1,1,1,20,1,17,1,1,1,1,1,10,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthew Pennington,£450Th. ,Premier League,
15/7/2016,17.3.2.23,Ola Aina,28090452,765,08-Oct-96,19,0,0,0,0,4250,5550,6000,126,120,9409869,182,81,D RLC,1,1,1,2,1,1,3,2,2,3,3,7,8,9,4,10,8,8,5,15,8,8,6,10,8,11,11,12,13,9,8,9,11,7,7,7,9,10,13,20,12,13,11,17,15,17,20,11,14,10,6,11,8,11,18,12,9,11,12,12,15,5,20,1,1,1,20,17,19,D RLC,106,1,1,1,1,1,1,19,17,20,1,1,1,1,1,1,134217728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ola Aina,£900Th. ,Premier League,
15/7/2016,17.3.2.23,Callam Jones,28096366,765,31-Jan-96,20,0,0,0,0,1750,3850,3850,95,77,165090,183,77,D/DM RC,3,3,2,2,3,1,1,1,2,1,2,7,9,8,6,9,6,8,7,7,12,8,5,11,9,7,10,9,10,11,10,8,5,7,8,8,10,12,12,11,10,9,8,9,12,11,20,11,10,11,8,9,5,13,16,11,12,11,12,13,15,3,20,1,14,1,18,12,20,D/DM RC,113,1,1,1,1,1,1,20,10,18,19,1,12,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15/7/2016,17.3.2.23,Marc Albrighton,29010506,765,18-Nov-89,26,0,0,8,1,5100,6900,6900,142,137,24485546,174,68,WB/M/AM RL,3,2,3,2,1,3,1,2,2,4,1,15,15,12,11,13,12,5,10,7,8,13,10,12,12,14,12,14,12,16,14,10,13,12,7,13,14,17,18,14,13,11,6,8,15,13,20,15,9,10,10,13,5,11,16,12,15,10,16,16,17,3,11,17,20,17,19,20,4,WB/M/AM RL,435,1,1,5,4,17,17,1,10,11,1,1,20,19,15,17,150633093005442,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Marc Albrighton,£5.40m ,Premier League,
15/7/2016,17.3.2.23,Molla Wagué,29023789,31,21-Feb-91,25,19,3,0,0,4100,6750,6350,132,128,3984197,191,87,D RC,3,2,1,1,2,3,1,2,1,2,1,3,6,6,8,8,6,16,6,5,14,7,6,15,9,13,13,15,14,13,6,12,13,6,8,10,13,14,14,13,10,16,16,5,13,13,20,14,16,13,13,13,10,8,14,14,13,13,15,12,13,6,20,1,1,1,15,1,20,D RC,103,1,1,5,1,1,1,20,1,15,1,1,1,1,1,1,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Molla Wagué,£1.35m ,Premier League,
15/7/2016,17.3.2.23,Tendayi Darikwa,29032618,765,13-Dec-91,24,0,0,0,0,3603,6000,6000,136,122,5792385,188,78,D/WB R,1,2,2,1,3,2,3,1,2,3,1,5,11,11,8,11,6,12,8,7,9,9,11,12,9,12,10,14,8,9,8,11,14,10,7,10,8,13,16,16,13,14,9,6,10,16,20,18,14,9,14,11,3,12,8,13,10,9,10,11,7,7,20,18,14,5,20,10,5,D/WB R,112,1,1,1,1,5,5,5,10,20,1,1,10,14,10,18,134217762,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tendayi Darikwa,£450Th. ,Premier League,
15/7/2016,17.3.2.23,Moses Odubajo,29059989,38,28-Jul-93,22,0,0,0,0,4600,6500,6500,145,127,20423342,177,72,D/WB/M/AM R,3,2,3,4,2,2,3,2,1,2,1,8,13,12,8,10,6,8,12,6,10,12,9,11,11,8,11,12,10,11,10,9,13,13,8,11,12,13,14,15,12,10,8,12,11,16,20,15,8,12,4,14,5,14,12,15,12,11,11,10,11,5,18,20,16,17,20,11,8,D/WB/M/AM R,242,1,1,1,1,10,17,8,8,18,1,1,7,16,11,20,70918499992322,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Moses Odubajo,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Calum Chambers,29076103,765,20-Jan-95,21,3,0,14,0,5650,6700,6700,155,134,13524085,183,73,D RC,2,2,2,3,3,2,2,3,2,3,3,8,11,11,8,13,8,15,8,14,14,13,8,15,13,11,13,13,12,12,12,10,15,10,9,9,13,15,15,14,13,15,15,10,14,14,20,15,14,12,7,11,7,16,15,11,14,12,13,13,13,8,20,14,14,1,20,8,18,D RC,103,1,1,1,1,1,1,18,8,20,14,14,1,10,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calum Chambers,£12.60m ,Premier League,
15/7/2016,17.3.2.23,Joe Gomez,29115800,765,23-May-97,19,0,0,3,0,4350,5800,6300,169,129,24575936,188,87,D RLC,2,3,4,1,4,3,2,4,3,2,2,8,11,13,8,14,6,14,8,12,14,12,5,14,14,12,13,12,14,10,9,11,5,9,9,8,14,13,15,13,13,13,13,9,16,15,20,16,13,13,4,12,12,14,12,16,13,10,11,9,11,7,20,1,8,1,16,15,20,D RLC,106,1,1,1,1,1,1,20,15,16,10,8,1,1,1,1,4294967300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Gomez,£3.60m ,Premier League,
