GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
15-07-16,17.3.2.23,Ben Foster,5104413,765,03-Apr-83,33,8,0,0,0,5800,7100,7200,153,143,232186002,193,90,GK ,17,14,14,9,16,14,16,16,15,9,16,1,1,1,1,10,1,2,1,1,1,6,8,2,9,6,13,14,10,14,5,12,15,1,8,8,13,8,8,10,15,13,16,20,16,9,10,14,13,12,2,14,10,1,11,15,14,10,16,15,17,2,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17179869184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Foster,£3.60m ,Premier League
15-07-16,17.3.2.23,Boaz Myhill,5106486,801,09-Nov-82,33,19,0,0,0,4000,6100,6250,129,125,1530301,191,92,GK ,15,10,12,8,15,13,13,16,8,14,9,6,2,2,1,6,8,1,2,2,1,11,1,2,4,9,8,16,12,14,8,10,12,8,8,3,11,11,11,9,14,13,14,10,12,8,20,12,10,11,3,12,1,11,19,16,17,8,14,9,10,5,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1073741824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boaz Myhill,£1.35m ,Premier League
15-07-16,17.3.2.23,Tom Heaton,5112064,765,15-Apr-86,30,1,0,3,0,5250,7100,7100,145,142,232186002,188,86,GK ,15,13,18,6,16,12,16,16,14,5,14,3,3,2,3,8,8,8,1,3,2,13,4,2,8,7,11,14,9,15,11,13,14,1,14,3,13,14,6,8,13,10,14,8,13,9,20,10,13,15,8,15,4,12,12,10,17,11,17,15,15,2,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Heaton,£3.60m ,Premier League
15-07-16,17.3.2.23,Kasper Schmeichel,5114022,764,05-Nov-86,29,22,0,26,0,6088,7238,7238,145,145,28494412,185,77,GK ,12,12,15,16,12,19,12,16,16,16,16,7,1,3,2,8,12,13,3,1,3,8,3,3,10,17,11,16,9,11,13,13,16,2,15,2,14,11,15,15,14,8,12,12,15,15,20,12,10,14,4,12,4,12,16,14,16,12,17,13,6,13,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.6031E+16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kasper Schmeichel,£9.00m ,Premier League
15-07-16,17.3.2.23,Asmir Begovic,5123112,759,20-Jun-87,29,50,0,0,0,6150,7750,7450,165,150,23628871,199,101,GK ,16,14,15,11,15,13,13,16,15,8,11,11,3,2,3,8,13,8,2,1,2,10,12,1,8,12,14,15,12,11,13,15,17,7,12,2,14,12,14,11,16,11,18,8,16,10,20,12,14,17,8,14,4,12,16,16,11,14,16,12,8,10,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asmir Begovic,£7.20m ,Premier League
15-07-16,17.3.2.23,Ron-Robert Zieler,5127684,771,12-Feb-89,27,6,0,0,0,6000,7450,6400,153,142,11788100,188,83,GK ,11,15,9,8,13,16,14,15,18,10,15,2,1,3,3,12,7,7,2,3,3,10,5,1,12,8,17,12,16,13,9,14,11,3,8,3,12,17,12,15,12,14,12,14,17,10,20,13,14,14,5,16,5,12,7,13,15,13,17,16,19,4,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ron-Robert Zieler,£6.30m ,Premier League
15-07-16,17.3.2.23,Fraser Forster,5128263,765,17-Mar-88,28,6,0,0,0,6000,7300,7200,154,148,30597314,201,99,GK ,19,16,14,4,16,12,16,18,13,3,12,9,1,2,3,10,12,3,2,3,2,9,7,7,6,7,14,14,16,16,10,15,17,2,9,1,15,6,12,3,13,15,20,8,11,4,20,9,17,15,5,16,6,1,13,19,8,13,20,18,15,3,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fraser Forster,£13.50m ,Premier League
15-07-16,17.3.2.23,David Marshall,5204716,793,05-Mar-85,31,23,0,10,0,6000,7000,6750,132,128,232186002,190,83,GK ,11,11,12,6,15,8,14,15,10,13,12,6,3,3,3,8,10,1,2,1,1,4,4,2,4,12,13,14,10,14,7,14,16,5,10,2,13,13,10,9,14,14,15,5,13,11,20,16,14,15,9,15,2,11,14,13,17,14,16,12,15,3,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.60288E+16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,David Marshall,£2.70m ,Premier League
15-07-16,17.3.2.23,Claudio Bravo,5251774,1652,13-Apr-83,33,106,0,0,0,7500,8250,8250,167,159,232186002,184,80,GK ,16,13,15,14,16,17,12,17,11,10,14,8,3,9,3,13,13,7,1,2,3,16,11,2,15,12,13,13,13,15,16,13,14,10,13,4,14,15,7,12,14,11,11,8,16,14,20,13,14,14,8,10,4,13,12,13,17,8,17,13,13,7,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Claudio Bravo,£7.20m ,Premier League
15-07-16,17.3.2.23,Mika,55024519,788,08-Mar-91,25,0,0,6,0,4650,6150,6150,132,123,6491015,188,78,GK ,13,11,12,4,14,10,10,15,7,12,11,4,3,3,3,11,6,8,1,3,1,13,2,3,10,11,11,13,10,12,13,10,14,1,10,2,13,12,12,16,17,11,13,20,8,14,4,7,11,12,11,12,8,11,10,14,15,13,14,17,14,3,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mika,£1.80m ,Premier League
15-07-16,17.3.2.23,Petr Cech,5640119,763,20-May-82,34,124,0,15,0,8250,8500,8500,182,170,232186002,196,90,GK ,18,15,14,3,18,17,14,17,11,7,13,8,2,2,2,11,13,1,3,2,1,12,5,2,11,5,17,15,17,18,9,15,14,8,12,7,16,14,14,7,15,15,19,20,17,7,8,14,13,18,3,17,9,1,19,14,14,17,20,13,19,1,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Petr Cech,£6.30m ,Premier League
15-07-16,17.3.2.23,Eldin Jakupovic,5723489,798,02-Oct-84,31,1,0,1,0,5000,5750,5500,125,125,523618,191,83,GK ,14,13,14,13,13,15,17,18,12,13,15,4,2,2,2,8,9,9,1,3,3,9,2,2,3,15,12,8,6,10,8,10,14,1,12,1,13,12,11,9,15,10,17,8,12,10,20,11,10,6,8,14,4,11,8,12,8,7,11,14,4,13,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eldin Jakupovic,£900Th. ,Premier League
15-07-16,17.3.2.23,Willy Caballero,6300460,1649,28-Sep-81,34,0,0,2,0,6100,6500,6950,151,138,822072,185,83,GK ,10,15,14,8,16,12,12,16,16,14,12,3,1,3,1,12,6,2,1,1,3,11,1,1,9,6,13,12,13,13,12,13,15,12,14,7,14,12,13,9,15,13,13,7,12,12,20,10,12,18,4,14,2,12,10,15,10,8,15,15,15,2,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Willy Caballero,£1.35m ,Premier League
15-07-16,17.3.2.23,Adrián,67006173,796,03-Jan-87,29,0,0,0,0,4500,7000,6750,139,132,11624725,190,80,GK ,15,13,15,17,12,14,15,16,8,17,15,10,1,3,2,10,12,2,1,3,1,7,4,1,4,12,15,14,12,12,12,14,17,2,12,1,14,12,12,6,15,13,17,5,14,6,20,12,13,16,7,10,9,12,18,14,13,15,16,8,12,8,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adrián,£7.20m ,Premier League
15-07-16,17.3.2.23,David De Gea,67030171,796,07-Nov-90,25,13,0,27,0,7900,8500,8750,184,178,85893589,193,76,GK ,15,15,14,10,18,16,15,19,12,6,10,5,2,2,2,14,10,2,1,3,2,12,6,2,13,7,17,15,16,17,8,15,17,5,8,10,16,10,9,13,17,11,13,12,10,13,20,12,14,18,5,15,5,14,17,14,15,16,16,15,19,7,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David de Gea,£36.00m ,Premier League
15-07-16,17.3.2.23,Joel Robles,67037306,796,17-Jun-90,26,0,0,2,0,5100,6250,6650,140,136,9797920,198,85,GK ,16,17,13,8,15,14,14,14,14,12,14,10,1,1,1,9,12,2,2,3,2,13,2,2,10,5,9,12,9,12,12,12,12,2,10,10,12,10,7,10,14,15,15,10,10,8,20,10,14,14,2,14,2,12,12,13,13,12,13,15,15,9,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joel Robles,£4.50m ,Premier League
15-07-16,17.3.2.23,Pau López,67178152,796,13-Dec-94,21,0,0,1,0,4500,6750,6750,160,135,11398815,188,74,GK ,13,14,13,7,14,12,11,14,13,9,14,8,3,2,2,11,12,2,1,1,3,5,5,2,12,11,13,13,14,14,10,13,14,3,11,2,14,13,11,10,13,13,10,9,13,9,20,12,11,16,9,13,6,12,9,17,12,10,14,10,17,2,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pau López,£1.35m ,Premier League
15-07-16,17.3.2.23,Artur Boruc,713854,787,20-Feb-80,36,63,0,0,0,5743,6743,6593,142,133,232186002,193,87,GK ,15,14,16,15,15,11,15,16,15,11,16,4,3,3,3,8,9,2,1,3,3,12,5,3,11,12,15,14,14,9,8,11,17,3,11,8,14,11,9,7,14,10,15,9,10,7,20,9,16,12,8,17,7,12,16,15,15,15,5,8,6,17,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Artur Boruc,£900Th. ,Premier League
15-07-16,17.3.2.23,Lukasz Fabianski,718272,787,18-Apr-85,31,34,0,9,0,6587,7187,7187,148,144,232186002,190,83,GK ,14,14,16,7,16,12,15,16,14,13,15,7,2,2,2,8,9,11,1,3,7,7,4,13,7,10,15,12,16,14,10,11,15,5,10,4,15,14,13,11,16,12,15,5,13,9,20,12,13,15,3,14,10,12,16,14,13,10,17,18,19,6,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lukasz Fabianski,£8.10m ,Premier League
15-07-16,17.3.2.23,Costel Pantilimon,7540617,790,01-Feb-87,29,22,0,12,0,5650,6550,6600,130,126,10530858,200,103,GK ,20,19,10,4,15,4,15,15,7,8,13,1,1,3,1,6,5,1,2,1,2,5,1,3,5,9,13,15,10,13,4,11,5,4,7,1,16,8,10,6,11,16,20,7,10,6,20,13,16,12,6,13,3,11,10,15,7,13,12,12,9,4,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Costel Pantilimon,£2.70m ,Premier League
15-07-16,17.3.2.23,Kristoffer Nordfeldt,8109020,797,23-Jun-89,27,5,0,16,0,5250,6250,6350,130,127,6756159,190,85,GK ,12,12,14,12,13,10,15,16,11,12,14,7,3,3,1,9,11,3,1,1,2,11,3,1,10,11,9,14,15,13,10,10,11,1,12,5,13,13,14,12,14,14,14,6,12,10,20,13,13,13,3,11,13,11,14,11,17,14,16,16,16,3,1,1,1,1,1,1,1,GK ,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kristoffer Nordfeldt,£1.35m ,Premier League
