GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
15/7/2016,17.3.2.23,Brad Smith,28058298,1435,09-Apr-94,22,9,0,0,0,3750,6100,6100,158,122,11443619,178,70,D/WB L,1,1,3,4,2,2,1,2,1,2,3,8,14,11,8,12,6,8,11,9,10,12,6,13,12,13,10,12,10,10,10,10,12,10,7,13,11,13,14,17,12,13,8,20,12,17,6,13,10,11,11,11,10,9,10,14,12,11,14,9,12,8,19,20,12,10,10,20,1,D/WB L,223,1,1,1,1,10,6,1,19,10,1,1,12,6,20,8,134217728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brad Smith,£1.80m ,Premier League,
15/7/2016,17.3.2.23,James Husband,28059579,765,03-Jan-94,22,0,0,0,0,2600,5900,5900,130,118,5410890,178,64,D L,2,1,2,3,1,3,2,2,1,3,4,8,13,11,7,12,9,12,9,6,11,12,9,14,12,13,13,14,12,13,11,11,16,12,8,12,12,13,14,15,14,11,10,20,15,14,4,13,12,12,7,10,6,13,14,15,16,13,15,15,12,5,20,15,13,13,1,20,1,D L,103,1,1,1,1,13,1,1,20,1,1,1,13,1,15,1,137573171232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,James Husband,£450Th. ,Premier League,
15/7/2016,17.3.2.23,Kevin Stewart,28060185,765,07-Sep-93,22,0,0,0,0,3350,6600,6600,143,132,28642269,183,73,D/DM RLC,3,3,3,1,3,3,1,2,3,3,1,6,9,10,8,13,7,12,12,5,13,13,8,14,11,14,12,14,12,13,9,12,14,9,11,11,13,15,14,13,12,13,11,13,13,13,20,17,13,14,11,14,9,15,12,11,16,12,16,12,15,7,16,1,15,1,15,16,15,D/DM RLC,326,1,1,1,1,1,1,13,16,15,20,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Stewart,£900Th. ,Premier League,
15/7/2016,17.3.2.23,Matthew Targett,28084863,765,18-Sep-95,20,0,0,11,0,4650,6150,6150,145,123,17647619,183,81,D/WB L,1,1,3,1,3,3,1,3,1,2,2,8,14,12,7,12,9,11,6,10,10,11,7,12,13,10,10,13,10,12,13,13,14,9,8,12,12,14,14,13,14,13,12,20,13,13,10,14,13,13,5,9,4,12,10,12,14,12,15,14,10,6,20,20,13,13,1,20,1,D/WB L,113,1,1,1,1,13,1,1,20,1,1,1,13,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matt Targett,£2.70m ,Premier League,
15/7/2016,17.3.2.23,Ola Aina,28090452,765,08-Oct-96,19,0,0,0,0,4250,5550,6000,126,120,9409869,182,81,D RLC,1,1,1,2,1,1,3,2,2,3,3,7,8,9,4,10,8,8,5,15,8,8,6,10,8,11,11,12,13,9,8,9,11,7,7,7,9,10,13,20,12,13,11,17,15,17,20,11,14,10,6,11,8,11,18,12,9,11,12,12,15,5,20,1,1,1,20,17,19,D RLC,106,1,1,1,1,1,1,19,17,20,1,1,1,1,1,1,134217728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ola Aina,£900Th. ,Premier League,
15/7/2016,17.3.2.23,Kieran Gibbs,29003721,765,26-Sep-89,26,10,0,15,3,6000,7000,7000,155,141,19536912,178,66,D L,3,3,3,1,2,3,1,3,1,1,2,10,13,14,7,12,6,9,8,12,14,12,6,14,14,11,15,14,13,14,11,13,14,11,6,13,13,15,16,17,16,13,10,20,15,15,8,15,9,13,8,14,11,12,15,14,17,14,15,14,17,6,20,14,12,12,1,20,1,D L,103,1,1,1,1,12,1,1,20,1,1,1,12,1,14,1,70368744177697,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Kieran Gibbs,£9.00m ,Premier League,
15/7/2016,17.3.2.23,Marc Albrighton,29010506,765,18-Nov-89,26,0,0,8,1,5100,6900,6900,142,137,24485546,174,68,WB/M/AM RL,3,2,3,2,1,3,1,2,2,4,1,15,15,12,11,13,12,5,10,7,8,13,10,12,12,14,12,14,12,16,14,10,13,12,7,13,14,17,18,14,13,11,6,8,15,13,20,15,9,10,10,13,5,11,16,12,15,10,16,16,17,3,11,17,20,17,19,20,4,WB/M/AM RL,435,1,1,5,4,17,17,1,10,11,1,1,20,19,15,17,150633093005442,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Marc Albrighton,£5.40m ,Premier League,
15/7/2016,17.3.2.23,Jeffrey Schlupp,29045055,21,23-Dec-92,23,12,1,0,0,5500,6500,6550,137,132,15646600,178,73,D/WB/M/AM/S L,1,2,4,1,3,2,3,2,1,1,1,9,11,11,10,11,8,10,10,12,11,12,9,11,10,10,13,12,12,9,12,8,15,14,7,11,11,12,15,16,12,12,6,20,15,17,4,14,13,7,8,10,9,10,14,13,14,10,13,12,15,3,16,17,20,16,1,20,1,D/WB/M/AM/S L,453,1,1,16,1,16,1,1,16,1,1,1,20,1,17,1,2251817664643072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeffrey Schlupp,£7.20m ,Premier League,
15/7/2016,17.3.2.23,Sam Clucas,29057738,765,25-Sep-90,25,0,0,0,0,4500,6300,6300,132,126,14853526,188,74,DM/M/AM L,3,1,1,1,2,1,3,1,2,3,1,13,14,13,13,11,13,12,13,11,8,13,9,12,12,8,10,8,12,10,11,11,13,13,7,13,12,14,17,12,14,11,12,20,15,12,8,15,7,15,4,13,3,15,10,11,9,9,9,10,10,3,12,15,20,18,14,20,14,DM/M/AM L,433,1,1,12,14,18,14,1,12,1,16,12,20,14,15,1,2251799814209536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sam Clucas,£2.25m ,Premier League,
15/7/2016,17.3.2.23,Tyrone Mings,29074544,765,13-Mar-93,23,0,0,0,0,4350,6100,6250,150,123,7553820,196,78,D L,2,2,3,1,3,3,3,2,2,3,2,9,13,13,6,10,6,13,9,12,11,9,2,15,13,11,12,12,9,10,11,12,14,13,9,9,10,12,15,16,11,13,15,20,12,17,7,13,13,10,9,11,4,9,11,14,11,14,14,12,16,6,20,12,1,1,6,20,6,D L,103,1,1,1,1,1,1,6,20,6,1,1,1,1,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tyrone Mings,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Luke Shaw,29076105,765,12-Jul-95,21,6,0,5,0,6000,7500,7100,168,147,49783832,186,75,D/WB L,2,2,1,1,2,1,2,1,2,3,1,11,11,14,8,13,8,12,5,10,14,13,7,14,14,8,14,13,9,14,12,13,15,14,7,14,14,14,15,17,15,15,13,20,16,17,6,15,14,13,6,13,13,15,10,17,12,15,13,13,12,6,20,17,12,12,1,20,1,D/WB L,113,1,1,1,1,12,1,1,20,1,1,1,12,1,17,1,17179869217,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Luke Shaw,£18.00m ,Premier League,
15/7/2016,17.3.2.23,Brendan Galloway,29103699,765,17-Mar-96,20,0,0,0,0,4439,5350,6250,147,125,19977768,188,87,D LC,1,1,2,1,3,4,1,3,3,2,3,5,10,12,6,13,6,12,6,10,14,13,3,15,12,10,13,12,11,13,10,12,15,10,8,11,13,13,14,14,12,12,14,20,14,14,8,14,12,12,8,11,4,14,13,14,10,15,14,12,12,3,20,1,1,1,10,18,20,D LC,104,1,1,1,1,1,1,20,18,10,15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brendan Galloway,£2.70m ,Premier League,
15/7/2016,17.3.2.23,Joe Gomez,29115800,765,23-May-97,19,0,0,3,0,4350,5800,6300,169,129,24575936,188,87,D RLC,2,3,4,1,4,3,2,4,3,2,2,8,11,13,8,14,6,14,8,12,14,12,5,14,14,12,13,12,14,10,9,11,5,9,9,8,14,13,15,13,13,13,13,9,16,15,20,16,13,13,4,12,12,14,12,16,13,10,11,9,11,7,20,1,8,1,16,15,20,D RLC,106,1,1,1,1,1,1,20,15,16,10,8,1,1,1,1,4294967300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Gomez,£3.60m ,Premier League,
15/7/2016,17.3.2.23,Kyle Walker-Peters,29126231,765,13-Apr-97,19,0,0,0,0,3600,5850,5850,160,110,6936416,168,63,D RL,3,1,3,2,2,2,1,1,3,1,3,10,13,14,11,13,6,9,8,5,9,6,8,12,12,12,12,11,12,9,10,10,18,12,8,9,12,12,12,17,15,13,5,14,15,15,20,11,10,13,5,5,11,13,14,10,10,11,11,13,13,5,20,14,10,12,20,20,1,D RL,105,1,1,11,1,12,1,1,20,20,1,1,10,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kyle Walker-Peters,£225Th. ,Premier League,
15/7/2016,17.3.2.23,José Holebas,35007230,772,27-Jun-84,32,38,1,0,0,5000,6750,6600,145,134,232186002,184,79,D/WB/M L,2,3,2,1,1,1,3,2,3,3,1,14,13,13,10,10,13,10,14,12,10,12,14,14,12,15,11,13,10,8,11,10,15,11,6,10,11,14,16,15,13,13,13,20,18,15,9,16,15,12,9,12,6,12,16,16,14,12,8,10,6,15,20,19,18,8,1,20,1,D/WB/M L,123,1,1,1,1,8,1,1,20,1,1,1,18,1,19,1,131361,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15/7/2016,17.3.2.23,Erik Pieters,37000517,784,07-Aug-88,27,18,0,19,1,5700,6650,6700,134,134,16996484,186,82,D/WB LC,2,2,3,2,1,4,3,1,2,3,2,8,9,12,7,12,6,13,5,10,14,13,8,15,12,10,14,14,14,14,12,14,16,6,13,14,14,14,15,12,13,13,12,20,16,12,10,15,12,15,10,15,15,12,13,15,16,12,14,7,7,14,20,16,1,1,1,20,16,D/WB LC,114,1,1,1,1,1,1,16,20,1,1,1,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Erik Pieters,£6.30m ,Premier League,
15/7/2016,17.3.2.23,Bruno Martins Indi,37001836,784,08-Feb-92,24,31,2,7,0,5646,6996,6746,140,138,8272167,184,80,D LC,4,1,2,3,2,3,2,2,3,4,1,8,10,10,6,11,8,12,6,10,15,12,8,15,12,11,12,15,14,11,11,12,13,7,12,11,14,15,14,13,13,15,14,20,13,13,11,14,16,13,11,12,6,12,11,12,12,9,13,15,12,5,20,1,1,1,1,17,20,D LC,104,1,1,1,1,1,1,20,17,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruno Martins Indi,£9.90m ,Premier League,
15/7/2016,17.3.2.23,Daley Blind,37005632,784,09-Mar-90,26,36,2,23,0,7000,7350,7500,152,148,55118459,180,72,D/WB/DM/M LC,3,3,3,2,2,3,2,1,2,2,4,11,11,8,6,15,8,12,8,10,14,16,9,14,14,12,16,14,16,15,14,16,17,10,13,11,14,17,16,9,11,13,11,20,17,11,8,17,12,17,12,15,4,20,16,14,16,18,18,16,15,8,18,17,18,1,14,18,18,D/WB/DM/M LC,344,1,14,1,1,1,1,18,18,13,20,18,12,1,17,14,17596485730304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daley Blind,£19.80m ,Premier League,
15/7/2016,17.3.2.23,Nathan Aké,37025551,784,18-Feb-95,21,0,0,13,2,5153,6104,6700,147,136,33958176,179,73,D/DM LC,3,2,2,3,1,3,1,2,2,1,2,2,10,12,8,14,6,13,10,10,14,13,2,13,15,12,14,13,13,12,11,12,14,6,13,5,14,12,15,15,13,12,14,20,12,13,10,14,14,12,10,12,8,16,16,14,10,8,15,11,8,12,20,10,10,1,1,20,20,D/DM LC,114,1,1,1,1,1,1,20,20,1,20,10,1,1,10,1,137438953476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nathan Aké,£7.20m ,Premier League,
15/7/2016,17.3.2.23,Ben Mee,4002177,765,21-Sep-89,26,0,0,2,0,4592,6742,6742,140,135,22201968,180,74,D LC,3,3,2,1,3,2,2,1,1,2,2,6,9,8,6,10,4,15,4,15,15,12,5,16,9,16,12,17,10,13,8,13,14,7,15,8,14,12,13,12,13,10,16,20,12,13,7,16,14,13,9,11,8,10,12,12,15,11,16,16,15,3,20,1,1,1,1,18,20,D LC,104,1,1,1,1,1,1,20,18,1,1,1,1,1,1,1,137438986240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ben Mee,£5.40m ,Premier League,
15/7/2016,17.3.2.23,Angelo Ogbonna,43006340,776,23-May-88,28,12,0,10,0,5000,7050,7050,152,141,26429165,189,86,D LC,1,3,2,2,1,1,3,1,1,1,1,4,5,11,5,12,5,14,5,11,14,14,7,13,12,16,14,15,11,12,10,13,12,10,11,9,16,12,14,12,12,16,15,20,12,14,10,16,16,12,10,12,9,10,14,16,8,10,14,16,16,6,20,1,1,1,10,17,20,D LC,104,1,1,1,1,1,1,20,17,10,1,1,1,1,1,1,2251799813685248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angelo Ogbonna,£8.10m ,Premier League,
