GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
15/7/2016,17.3.2.23,Christian Kabasele,18023431,757,24-Feb-91,25,0,0,1,0,6000,6350,6350,131,127,13042109,186,76,D C,2,2,3,2,3,2,3,1,2,1,1,8,8,10,13,10,8,13,12,10,11,12,12,9,12,12,12,14,12,13,10,14,11,8,6,11,12,12,14,13,9,15,16,10,12,14,20,12,17,14,8,12,9,10,11,15,10,14,14,12,11,14,20,12,11,12,12,1,20,D C,101,1,1,14,12,1,1,20,1,1,14,11,1,10,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christian Kabasele,£4.95m ,Premier League,
15/7/2016,17.3.2.23,Jason Denayer,18081611,757,28-Jun-95,21,8,0,2,1,5150,7000,6450,155,129,12251375,184,75,D RC,3,2,4,1,3,1,3,3,3,2,2,6,8,13,9,13,5,13,6,10,12,11,6,15,13,15,13,13,13,14,10,11,7,9,8,6,11,14,15,15,14,14,13,11,12,14,20,13,14,13,7,13,9,9,15,15,10,14,10,15,14,2,20,1,1,1,15,12,20,D RC,103,1,1,1,1,1,1,20,12,15,15,1,1,1,1,1,137438986240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jason Denayer,£3.60m ,Premier League,
15/7/2016,17.3.2.23,Wilfred Ndidi,18091791,38,16-Dec-96,19,3,0,3,0,5500,6750,7200,154,130,87157019,186,78,DM/M C,1,3,1,2,2,3,1,3,2,2,1,10,10,12,7,13,10,14,13,7,12,11,4,15,11,14,16,13,14,14,11,11,15,11,10,11,11,14,15,13,13,11,15,8,16,13,20,16,13,14,10,13,6,12,14,16,14,14,14,12,14,5,15,13,19,10,13,11,19,DM/M C,311,1,1,1,10,1,1,15,11,13,20,19,1,1,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wilfred Ndidi,£12.60m ,Premier League,
15/7/2016,17.3.2.23,Gabriel Paulista,19127830,1651,26-Nov-90,25,0,0,0,0,6250,6750,7250,155,145,35478086,185,72,D C,1,2,3,3,3,2,3,3,1,3,2,5,9,8,8,12,8,15,10,10,15,12,6,16,11,17,14,18,11,13,10,11,17,6,11,10,14,15,16,15,13,14,14,10,15,15,20,15,16,14,13,13,7,14,12,15,10,14,15,9,11,10,20,8,1,1,14,12,20,D C,101,1,10,1,1,1,1,20,12,14,1,1,1,1,8,8,98304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabriel Paulista,£11.70m ,Premier League,
15/7/2016,17.3.2.23,David Luiz,2114068,1651,22-Apr-87,29,56,3,0,0,7500,8100,7750,157,155,74800273,189,84,D/DM C,3,2,2,1,1,1,2,2,1,2,1,8,9,13,12,13,14,14,12,18,17,12,15,16,13,17,16,16,12,10,10,11,17,12,15,12,11,13,16,17,15,16,16,10,16,15,20,14,13,10,12,13,10,13,15,16,18,13,16,11,10,7,20,1,1,1,12,12,20,D/DM C,111,1,1,1,1,1,1,20,12,12,17,1,1,1,1,1,1134764719374624,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,David Luiz,£27.00m ,Premier League,
15/7/2016,17.3.2.23,Dejan Lovren,24000971,761,05-Jul-89,27,31,2,19,3,6200,8000,7300,158,151,39409946,190,84,D C,1,3,2,1,3,3,2,4,3,3,2,2,7,11,7,13,7,16,6,7,15,14,9,17,13,16,15,17,13,13,12,14,16,9,12,10,15,13,14,13,13,14,15,11,13,13,20,14,15,13,13,14,12,5,12,15,13,11,13,10,12,9,20,1,1,1,10,10,20,D C,101,1,1,1,1,1,1,20,10,10,1,1,1,1,1,1,4295098368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dejan Lovren,£15.30m ,Premier League,
15/7/2016,17.3.2.23,Craig Cathcart,28000905,785,06-Feb-89,27,32,2,15,0,4600,6550,6500,138,135,19141387,188,73,D RC,1,3,4,3,2,1,3,3,4,3,1,3,4,8,10,12,4,15,4,7,14,12,4,16,12,11,14,13,14,14,8,15,16,5,11,11,14,13,14,11,9,13,15,13,15,12,20,15,13,15,6,13,13,8,9,12,15,13,18,17,17,3,20,1,1,1,15,9,20,D RC,103,1,1,1,1,1,1,20,9,15,1,1,1,1,1,1,274877939712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Craig Cathcart,£3.60m ,Premier League,
15/7/2016,17.3.2.23,Jake Livermore,28005828,765,14-Nov-89,26,1,0,0,0,5500,6650,6650,144,130,22830924,180,73,DM/M C,4,2,1,3,1,1,2,2,3,3,2,9,9,12,10,13,7,10,10,5,10,14,6,12,11,13,13,12,10,12,11,11,13,11,9,15,13,15,17,11,11,17,12,12,17,11,20,18,17,15,8,12,4,14,5,11,11,8,10,9,8,4,15,1,20,10,11,8,20,DM/M C,421,1,1,1,10,1,1,15,1,8,18,20,8,11,1,1,137439477760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jake Livermore,£6.30m ,Premier League,
15/7/2016,17.3.2.23,Martin Kelly,28010835,765,27-Apr-90,26,1,0,8,3,4900,6500,6500,130,125,11053229,191,78,D RC,1,3,3,1,1,3,1,3,3,3,2,4,8,8,10,12,5,12,2,6,11,12,5,14,12,13,12,16,12,14,13,13,14,5,10,10,14,11,16,12,13,13,13,11,10,13,20,15,14,7,17,11,14,13,19,12,14,12,14,14,12,5,20,14,1,1,20,10,16,D RC,103,1,1,1,1,1,1,16,10,20,1,1,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martin Kelly,£2.70m ,Premier League,
15/7/2016,17.3.2.23,Steve Cook,28014634,765,19-Apr-91,25,0,0,0,0,4800,6300,6500,145,133,18920630,186,82,D RC,3,2,1,1,3,1,3,1,2,3,1,6,9,8,8,12,6,13,6,14,14,14,1,16,13,9,14,13,14,13,12,12,14,6,12,7,14,12,16,13,11,13,14,9,16,13,20,15,14,13,6,13,2,12,12,14,13,12,13,16,11,8,20,1,1,1,17,1,20,D RC,103,1,1,1,1,1,1,20,1,17,1,1,1,1,1,1,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Cook,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Daniel Ayala,28018268,796,07-Nov-90,25,0,0,1,0,4700,6600,6600,138,132,20039388,191,84,D C,2,1,2,4,3,1,2,3,1,2,2,3,5,5,7,10,5,16,6,11,15,10,3,15,11,18,13,18,11,13,5,13,14,3,12,10,14,14,12,10,8,16,16,10,14,13,20,16,16,13,15,12,3,9,13,13,8,14,10,7,10,8,20,1,1,1,1,10,20,D C,101,1,12,10,1,1,1,20,10,1,1,1,1,1,1,1,137438953472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Daniel Ayala,£1.80m ,Premier League,
15/7/2016,17.3.2.23,Phil Jones,28027433,765,21-Feb-92,24,20,0,9,0,6100,7250,7250,154,145,44449556,185,72,D RC,1,2,1,2,3,1,2,2,3,1,3,5,13,9,6,13,6,16,4,8,15,13,8,17,13,15,14,19,11,13,6,12,19,8,13,6,14,14,16,14,11,14,12,11,14,14,20,17,16,13,13,18,15,15,8,18,8,15,18,15,16,8,20,1,10,1,15,1,20,D RC,103,1,1,1,1,1,1,20,1,15,13,10,1,1,1,1,137438953472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Phil Jones,£12.60m ,Premier League,
15/7/2016,17.3.2.23,Ben Gibson,28043665,765,15-Jan-93,23,0,0,10,0,3520,6400,6400,139,128,15894068,186,78,D C,1,2,2,1,1,3,3,2,2,1,2,4,6,10,7,9,8,13,6,11,13,12,5,15,13,16,13,15,12,13,12,13,14,7,14,9,14,13,14,10,12,13,14,20,11,13,10,16,13,13,5,11,5,14,14,9,19,12,15,12,14,3,20,1,1,1,1,14,20,D C,101,1,1,1,1,1,1,20,14,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Gibson,£7.20m ,Premier League,
15/7/2016,17.3.2.23,Michael Keane,28047558,765,11-Jan-93,23,0,0,16,3,5250,7150,7150,155,143,35814915,186,83,D RC,2,1,1,3,3,2,2,1,3,3,3,5,8,8,8,12,5,15,5,12,14,13,5,14,13,13,14,15,15,13,10,12,17,8,11,10,14,14,14,16,13,11,14,12,14,16,20,13,14,14,8,14,12,10,10,15,12,14,16,16,14,5,20,1,13,1,17,1,20,D RC,103,1,1,1,1,1,1,20,1,17,1,13,1,10,1,1,279172874240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Michael Keane,£16.20m ,Premier League,
15/7/2016,17.3.2.23,Harry Maguire,28049740,765,05-Mar-93,23,0,0,1,0,4750,6300,6300,145,127,13367302,188,79,D C,2,2,3,1,1,3,2,2,2,1,2,4,7,12,7,10,6,16,8,9,15,15,6,15,13,13,14,15,13,10,8,11,14,11,13,11,14,11,14,10,10,13,15,7,13,11,20,13,16,13,8,12,4,8,12,15,13,12,13,11,8,5,20,1,9,1,12,1,20,D C,101,1,1,6,1,1,1,20,1,12,14,9,1,1,1,1,149671154548740,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Harry Maguire,£7.20m ,Premier League,
15/7/2016,17.3.2.23,Nathaniel Chalobah,28058513,765,12-Dec-94,21,0,0,30,0,5500,6250,6250,156,125,18714296,185,73,DM/M C,3,3,1,1,2,3,3,2,1,3,3,7,6,9,9,13,11,12,12,5,9,13,12,9,13,8,10,12,13,11,13,13,14,11,12,9,14,14,12,14,12,14,13,12,16,15,20,14,13,12,4,11,5,13,11,10,12,13,12,16,15,2,15,7,20,8,9,1,20,DM/M C,421,1,1,1,8,1,1,15,1,7,18,20,1,9,1,7,140737492549636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nathaniel Chalobah,£4.50m ,Premier League,
15/7/2016,17.3.2.23,John Stones,28060397,765,28-May-94,22,10,0,12,0,6500,7850,7850,172,146,124433565,189,77,D RC,3,4,3,3,3,3,2,2,3,2,3,5,11,12,8,13,5,15,5,8,15,14,15,16,12,10,12,15,17,12,12,13,13,10,12,11,14,12,14,13,12,16,14,12,19,15,20,13,14,12,9,12,5,10,11,20,15,16,14,13,16,5,20,1,1,1,16,1,20,D RC,103,1,1,1,1,1,1,20,1,16,1,1,1,1,1,1,2251804108652544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Stones,£31.50m ,Premier League,
15/7/2016,17.3.2.23,Matthew Pennington,28066142,765,06-Oct-94,21,0,0,0,0,2750,5750,5750,122,115,4202239,186,77,D RC,1,3,1,3,1,2,1,3,3,2,2,5,9,10,7,11,6,13,5,11,13,12,6,12,12,10,12,14,13,12,8,13,15,5,10,10,12,13,15,12,12,11,12,8,13,12,20,12,14,12,5,10,5,10,16,11,13,14,16,14,15,2,20,10,1,1,17,1,20,D RC,103,1,1,1,1,1,1,20,1,17,1,1,1,1,1,10,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthew Pennington,£450Th. ,Premier League,
15/7/2016,17.3.2.23,Paddy McNair,28068190,785,27-Apr-95,21,11,0,2,0,4050,6250,6750,137,120,16259304,186,72,D/DM C,3,2,1,2,1,3,3,2,3,2,3,5,7,9,10,14,9,13,11,8,11,14,7,12,15,11,14,9,13,12,11,11,15,12,5,8,11,14,12,12,10,12,13,14,6,13,20,14,12,14,11,11,11,11,12,11,10,11,10,11,18,6,18,1,14,11,11,1,18,D/DM C,321,1,1,1,5,1,11,18,1,11,20,14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paddy McNair,£3.60m ,Premier League,
15/7/2016,17.3.2.23,Ola Aina,28090452,765,08-Oct-96,19,0,0,0,0,4250,5550,6000,126,120,9409869,182,81,D RLC,1,1,1,2,1,1,3,2,2,3,3,7,8,9,4,10,8,8,5,15,8,8,6,10,8,11,11,12,13,9,8,9,11,7,7,7,9,10,13,20,12,13,11,17,15,17,20,11,14,10,6,11,8,11,18,12,9,11,12,12,15,5,20,1,1,1,20,17,19,D RLC,106,1,1,1,1,1,1,19,17,20,1,1,1,1,1,1,134217728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ola Aina,£900Th. ,Premier League,
15/7/2016,17.3.2.23,Callam Jones,28096366,765,31-Jan-96,20,0,0,0,0,1750,3850,3850,95,77,165090,183,77,D/DM RC,3,3,2,2,3,1,1,1,2,1,2,7,9,8,6,9,6,8,7,7,12,8,5,11,9,7,10,9,10,11,10,8,5,7,8,8,10,12,12,11,10,9,8,9,12,11,20,11,10,11,8,9,5,13,16,11,12,11,12,13,15,3,20,1,14,1,18,12,20,D/DM RC,113,1,1,1,1,1,1,20,10,18,19,1,12,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
