GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
15/7/2016,17.3.2.23,Adnan Januzaj,18054092,757,05-Feb-95,21,5,0,0,0,5350,6250,6800,155,136,19316225,180,75,M/AM RLC,2,3,2,3,2,3,1,4,2,2,1,12,13,16,12,15,13,5,12,3,4,16,12,6,17,11,11,8,14,9,14,10,10,17,5,10,4,9,9,16,15,15,9,20,12,13,11,11,7,8,5,11,6,15,18,15,10,12,10,7,17,11,1,1,20,20,20,18,19,M/AM RLC,416,1,1,14,19,18,20,1,1,1,1,12,18,20,1,1,288230393482575872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Adnan Januzaj,£6.30m ,Premier League,
15/7/2016,17.3.2.23,Charly Musonda,18055121,757,15-Oct-96,19,0,0,7,1,5000,6400,6400,159,130,34378142,173,58,DM/M/AM RLC,1,2,3,2,3,3,2,2,2,1,1,11,9,15,9,13,13,8,12,12,7,12,11,6,15,6,11,11,12,10,14,12,14,14,5,9,6,12,14,15,17,8,6,11,10,14,20,9,7,11,4,10,7,12,13,18,12,13,12,14,14,10,1,1,18,20,19,19,20,DM/M/AM RLC,536,1,1,1,20,19,19,1,1,1,16,18,1,1,1,1,2251834173423872,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Charly Musonda Jr.,£4.50m ,LaLiga,
15/7/2016,17.3.2.23,Philippe Coutinho,19046041,1651,12-Jun-92,24,17,4,7,3,7150,8400,8000,172,164,130624275,172,71,AM LC,4,3,3,3,2,2,1,1,2,3,1,11,13,18,13,16,12,5,15,3,8,15,10,11,18,11,14,12,17,13,17,14,15,18,6,15,13,15,15,15,17,15,6,12,13,13,20,14,11,14,8,14,9,11,14,16,12,13,17,13,15,4,1,1,14,20,12,20,18,AM LC,504,1,1,8,18,20,12,1,1,1,1,14,14,10,1,1,144132780262949120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Philippe Coutinho,£40.50m ,Premier League,
15/7/2016,17.3.2.23,Roberto Firmino,19068857,1651,02-Oct-91,24,11,4,0,0,7000,8000,8000,168,159,126890572,181,76,AM/S RLC,1,1,1,1,3,2,2,3,2,3,1,11,13,16,15,16,11,11,14,4,8,14,11,11,17,12,15,10,15,14,15,13,14,16,7,17,11,16,16,14,15,15,10,11,16,13,20,15,13,13,5,14,8,12,15,15,13,14,14,11,13,12,1,1,1,18,16,16,18,AM/S RLC,626,1,1,20,18,16,16,1,1,1,1,1,1,1,1,1,584383988752,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Roberto Firmino,£34.20m ,Premier League,
15/7/2016,17.3.2.23,Kenedy,19192323,1651,08-Feb-96,20,0,0,7,1,5500,6500,6500,140,130,35127164,182,80,AM/S RL,2,2,1,3,2,1,2,2,2,2,1,11,11,13,14,14,12,10,15,4,7,12,11,7,13,12,11,11,13,11,12,13,13,15,10,13,7,12,12,14,12,13,13,20,14,13,11,13,15,12,11,11,6,13,11,13,12,12,9,12,12,7,12,14,12,20,20,17,10,AM/S RL,515,1,1,17,10,17,20,1,11,12,1,1,10,12,13,14,768,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kenedy,£6.30m ,Premier League,
15/7/2016,17.3.2.23,Gabriel Jesus,19220266,1651,03-Apr-97,19,6,5,10,2,6000,8000,7500,190,149,146898458,178,73,AM/S RL,3,2,2,3,3,3,2,2,1,3,3,11,12,14,15,14,10,10,10,6,8,12,12,10,15,12,13,11,13,12,13,13,13,15,7,14,7,12,13,16,16,14,8,13,14,15,20,13,10,13,14,11,6,12,15,13,12,12,10,8,9,10,1,1,1,20,20,15,12,AM/S RL,515,1,1,20,12,15,20,1,1,1,1,1,1,1,1,1,18141943955456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Gabriel Jesus,£27.00m ,Premier League,
15/7/2016,17.3.2.23,Christian Eriksen,27010680,764,14-Feb-92,24,61,9,3,1,7000,8500,8100,162,157,130341924,177,71,M/AM LC,3,1,2,3,1,4,2,3,3,3,4,13,15,13,13,16,17,7,12,3,4,16,11,3,18,5,14,7,15,12,17,16,14,13,8,16,4,13,16,14,16,12,7,16,15,13,20,15,11,15,4,12,6,15,17,17,18,16,15,18,17,4,1,1,17,20,12,16,20,M/AM LC,524,1,1,8,20,16,12,1,1,1,12,17,15,10,1,1,5244048,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christian Eriksen,£36.00m ,Premier League,
15/7/2016,17.3.2.23,Viktor Fischer,27036061,764,09-Jun-94,22,10,2,7,2,6250,6750,6450,146,129,20256644,181,80,M/AM/S LC,1,1,1,2,3,1,2,1,1,1,3,11,9,15,12,15,10,11,7,4,5,12,12,5,14,15,14,9,11,8,13,9,14,16,11,14,5,8,14,13,15,11,12,15,11,14,20,12,9,7,13,11,9,18,17,17,8,14,15,5,7,6,1,1,16,20,14,20,19,M/AM/S LC,534,1,1,17,19,20,14,1,1,1,1,14,16,10,1,1,146366987889545216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Viktor Fischer,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Gylfi Sigurđsson,28004396,774,08-Sep-89,26,30,9,14,6,6595,7495,7245,151,145,49531407,186,79,M/AM LC,1,1,2,4,2,1,1,3,2,4,2,13,16,11,14,13,17,5,16,3,7,14,18,8,15,15,12,11,12,13,16,12,16,16,10,14,12,14,18,11,11,13,11,16,18,12,20,17,12,14,8,14,4,8,16,15,11,17,17,14,13,5,1,1,18,20,11,18,20,M/AM LC,524,1,1,14,20,18,11,1,1,1,7,18,11,10,1,1,17867063953536,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Gylfi Sigurdsson,£22.50m ,Premier League,
15/7/2016,17.3.2.23,Andros Townsend,28005834,765,16-Jul-91,25,11,3,3,0,5500,6800,6800,150,136,27147126,178,75,M/AM RL,1,1,1,3,1,1,2,1,1,2,3,11,12,16,9,11,11,7,15,5,5,10,6,6,13,8,8,10,7,12,10,11,13,16,10,11,9,11,13,16,13,13,8,20,12,16,16,15,11,9,4,10,7,9,12,10,13,12,13,10,14,6,1,1,18,20,20,19,10,M/AM RL,525,1,1,8,10,19,20,1,1,1,1,1,17,18,1,1,550426902784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Andros Townsend,£10.80m ,Premier League,
15/7/2016,17.3.2.23,Junior Stanislas,28006277,765,26-Nov-89,26,0,0,2,0,4500,6250,6250,136,130,8134871,183,77,M/AM RL,2,2,1,1,2,2,1,1,3,3,1,16,11,12,13,13,12,8,13,7,7,14,10,9,13,7,11,4,11,10,12,12,13,12,5,14,9,12,16,15,13,13,9,9,15,15,20,14,12,14,6,11,7,14,7,14,13,10,16,8,9,3,1,1,17,20,20,20,10,M/AM RL,525,1,1,1,10,20,20,1,1,1,1,1,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior Stanislas,£4.05m ,Premier League,
15/7/2016,17.3.2.23,Danny Welbeck,28010491,765,26-Nov-90,25,34,14,14,5,6650,7500,7500,165,154,60074050,185,73,AM/S RL,1,3,1,2,2,2,3,2,3,1,3,5,9,14,15,13,4,13,8,3,6,12,10,6,14,11,13,14,12,12,10,14,14,17,4,14,8,16,17,17,15,16,14,12,15,17,20,15,14,14,5,12,12,12,17,15,16,14,15,11,15,4,1,1,1,18,17,18,10,AM/S RL,625,1,1,20,10,18,17,1,1,1,1,1,1,1,1,1,34360795152,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Danny Welbeck,£13.50m ,Premier League,
15/7/2016,17.3.2.23,Ashley Barnes,28016057,765,30-Oct-89,26,0,0,0,0,4400,6550,6550,133,131,22706466,186,77,S L,2,2,2,4,1,1,2,3,2,1,1,6,8,8,12,13,7,15,9,5,8,12,13,9,12,18,13,17,13,15,8,12,16,5,10,12,11,15,16,13,12,10,14,13,15,13,20,16,16,13,15,15,7,14,7,9,12,9,12,5,5,12,1,1,1,15,14,15,12,S L,603,1,1,20,12,15,14,1,1,1,1,1,1,1,1,1,137439150080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ashley Barnes,£2.25m ,Premier League,
15/7/2016,17.3.2.23,Fabio Borini,28018401,776,29-Mar-91,25,1,0,18,6,5600,6800,6650,145,133,24454378,179,75,AM/S RL,2,2,3,3,1,3,3,2,3,3,3,12,12,12,13,13,11,9,13,10,5,12,16,9,13,11,12,11,14,11,11,9,15,12,7,14,11,12,17,14,14,10,9,12,14,13,20,16,10,10,4,16,5,13,14,17,12,16,15,6,11,4,1,1,1,19,15,19,13,AM/S RL,625,1,1,20,13,19,15,1,1,1,1,1,1,1,1,1,2748779069696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fabio Borini,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Robbie Brady,28019284,789,14-Jan-92,24,27,6,12,7,5000,6850,6850,143,137,28063931,176,65,D/WB/M/AM L,3,2,2,1,4,2,2,2,1,1,2,13,14,13,11,13,14,7,13,6,10,13,13,10,13,14,13,13,14,12,13,13,16,14,9,12,12,13,13,13,14,13,8,20,13,14,10,13,12,12,13,12,10,13,15,13,13,10,11,12,9,9,16,19,19,20,12,20,10,D/WB/M/AM L,543,1,1,1,10,20,12,1,16,1,1,10,19,8,19,10,2251937252639008,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Robbie Brady,£9.00m ,Premier League,
15/7/2016,17.3.2.23,Connor Wickham,28030306,765,31-Mar-93,23,0,0,17,6,5150,6500,6500,140,130,24610048,191,90,S RLC,1,1,3,3,1,2,1,1,1,2,1,3,11,14,15,12,11,16,10,16,5,12,13,7,11,12,9,11,10,10,10,10,10,7,8,13,9,12,14,11,12,12,16,13,9,13,20,10,17,11,3,16,16,9,14,11,14,9,11,11,13,6,1,1,1,15,15,15,15,S RLC,606,1,1,20,15,15,15,1,1,1,1,1,1,1,1,1,1125899906843140,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connor Wickham,£5.40m ,Premier League,
15/7/2016,17.3.2.23,Michail Antonio,28036815,765,28-Mar-90,26,0,0,0,0,5500,7100,7250,145,142,49034145,180,82,M/AM RL,2,3,1,1,4,1,2,2,3,1,1,10,13,14,11,11,7,17,10,16,9,11,10,9,12,11,11,12,11,9,10,11,10,13,9,12,10,14,16,15,13,14,18,10,18,16,20,15,16,11,5,12,8,12,14,13,12,13,15,16,16,6,9,14,20,20,20,19,10,M/AM RL,415,1,1,14,10,19,20,1,1,9,1,1,18,20,1,14,1126449662672896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Michail Antonio,£16.20m ,Premier League,
15/7/2016,17.3.2.23,Alex Oxlade-Chamberlain,28046572,765,15-Aug-93,22,24,5,8,4,6400,7250,7250,160,148,74691323,181,72,AM RL,3,1,1,3,3,3,2,3,3,3,2,10,12,16,11,13,8,7,12,4,5,13,9,7,16,8,12,13,12,13,14,12,15,17,7,13,8,13,14,17,14,13,7,13,15,16,20,13,12,13,6,13,13,16,9,17,14,16,15,14,15,3,1,1,14,20,20,17,12,AM RL,505,1,1,8,12,17,20,1,1,1,8,12,12,14,1,1,2322168692080640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alex Oxlade-Chamberlain,£19.80m ,Premier League,
15/7/2016,17.3.2.23,Luke Garbutt,28047409,765,21-May-93,23,0,0,11,0,3750,5900,5900,140,118,4446158,180,73,D/WB L,3,3,2,1,2,1,3,1,1,1,3,13,14,12,6,12,13,10,8,10,12,13,12,12,13,9,10,8,13,11,11,12,13,9,7,12,13,12,14,14,12,11,9,20,14,14,8,13,9,11,7,11,5,13,10,14,11,11,12,12,12,8,20,18,15,10,1,20,1,D/WB L,113,1,1,1,1,10,1,1,20,1,1,1,15,1,18,1,1099511627777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Luke Garbutt,£900Th. ,Premier League,
15/7/2016,17.3.2.23,Jesse Lingard,28047560,765,15-Dec-92,23,0,0,11,2,5850,7500,7750,150,143,86969118,168,65,M/AM RLC,1,3,2,4,2,4,2,4,3,2,3,11,13,13,13,14,8,6,10,4,6,14,11,6,14,15,13,13,10,12,12,11,14,16,5,16,9,16,17,15,15,13,5,10,16,15,20,16,9,12,4,7,3,9,10,14,11,15,18,7,12,7,1,1,17,20,18,20,18,M/AM RLC,526,1,1,12,18,20,18,1,1,1,1,14,17,15,1,1,549756862464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jesse Lingard,£10.80m ,Premier League,
