GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
15/7/2016,17.3.2.23,Eden Hazard,18004418,757,07-Jan-91,25,70,14,0,0,8750,9000,8750,185,175,212977903,173,76,M/AM RLC,3,2,4,4,3,1,2,3,3,1,2,13,12,20,13,17,13,7,13,5,3,15,19,4,18,8,12,17,15,13,16,13,16,18,6,14,7,11,13,17,20,16,8,16,16,16,20,17,9,15,8,15,3,8,15,18,14,15,14,17,14,9,1,1,16,20,16,20,19,M/AM RLC,526,1,1,10,19,20,16,1,1,1,1,16,15,15,1,1,2462940491415552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Eden Hazard,£67.50m ,Premier League,
15/7/2016,17.3.2.23,Kevin De Bruyne,18004457,757,28-Jun-91,25,45,12,2,0,8250,9101,8900,180,174,232086864,181,76,M/AM RLC,1,1,1,2,2,4,2,3,2,1,1,15,17,15,16,17,15,7,16,8,7,17,12,8,17,12,14,9,14,12,17,15,15,16,11,16,10,12,15,13,13,13,8,16,16,13,20,17,12,14,8,15,4,14,12,18,10,11,17,10,12,13,1,1,18,20,18,18,20,M/AM RLC,526,1,1,14,20,18,18,1,1,1,12,18,18,18,1,1,141287244171264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Kevin De Bruyne,£58.50m ,Premier League,
15/7/2016,17.3.2.23,Adnan Januzaj,18054092,757,05-Feb-95,21,5,0,0,0,5350,6250,6800,155,136,19316225,180,75,M/AM RLC,2,3,2,3,2,3,1,4,2,2,1,12,13,16,12,15,13,5,12,3,4,16,12,6,17,11,11,8,14,9,14,10,10,17,5,10,4,9,9,16,15,15,9,20,12,13,11,11,7,8,5,11,6,15,18,15,10,12,10,7,17,11,1,1,20,20,20,18,19,M/AM RLC,416,1,1,14,19,18,20,1,1,1,1,12,18,20,1,1,288230393482575872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Adnan Januzaj,£6.30m ,Premier League,
15/7/2016,17.3.2.23,Charly Musonda,18055121,757,15-Oct-96,19,0,0,7,1,5000,6400,6400,159,130,34378142,173,58,DM/M/AM RLC,1,2,3,2,3,3,2,2,2,1,1,11,9,15,9,13,13,8,12,12,7,12,11,6,15,6,11,11,12,10,14,12,14,14,5,9,6,12,14,15,17,8,6,11,10,14,20,9,7,11,4,10,7,12,13,18,12,13,12,14,14,10,1,1,18,20,19,19,20,DM/M/AM RLC,536,1,1,1,20,19,19,1,1,1,16,18,1,1,1,1,2251834173423872,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Charly Musonda Jr.,£4.50m ,LaLiga,
15/7/2016,17.3.2.23,Roberto Firmino,19068857,1651,02-Oct-91,24,11,4,0,0,7000,8000,8000,168,159,126890572,181,76,AM/S RLC,1,1,1,1,3,2,2,3,2,3,1,11,13,16,15,16,11,11,14,4,8,14,11,11,17,12,15,10,15,14,15,13,14,16,7,17,11,16,16,14,15,15,10,11,16,13,20,15,13,13,5,14,8,12,15,15,13,14,14,11,13,12,1,1,1,18,16,16,18,AM/S RLC,626,1,1,20,18,16,16,1,1,1,1,1,1,1,1,1,584383988752,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Roberto Firmino,£34.20m ,Premier League,
15/7/2016,17.3.2.23,Kenedy,19192323,1651,08-Feb-96,20,0,0,7,1,5500,6500,6500,140,130,35127164,182,80,AM/S RL,2,2,1,3,2,1,2,2,2,2,1,11,11,13,14,14,12,10,15,4,7,12,11,7,13,12,11,11,13,11,12,13,13,15,10,13,7,12,12,14,12,13,13,20,14,13,11,13,15,12,11,11,6,13,11,13,12,12,9,12,12,7,12,14,12,20,20,17,10,AM/S RL,515,1,1,17,10,17,20,1,11,12,1,1,10,12,13,14,768,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kenedy,£6.30m ,Premier League,
15/7/2016,17.3.2.23,Gabriel Jesus,19220266,1651,03-Apr-97,19,6,5,10,2,6000,8000,7500,190,149,146898458,178,73,AM/S RL,3,2,2,3,3,3,2,2,1,3,3,11,12,14,15,14,10,10,10,6,8,12,12,10,15,12,13,11,13,12,13,13,13,15,7,14,7,12,13,16,16,14,8,13,14,15,20,13,10,13,14,11,6,12,15,13,12,12,10,8,9,10,1,1,1,20,20,15,12,AM/S RL,515,1,1,20,12,15,20,1,1,1,1,1,1,1,1,1,18141943955456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Gabriel Jesus,£27.00m ,Premier League,
15/7/2016,17.3.2.23,Andros Townsend,28005834,765,16-Jul-91,25,11,3,3,0,5500,6800,6800,150,136,27147126,178,75,M/AM RL,1,1,1,3,1,1,2,1,1,2,3,11,12,16,9,11,11,7,15,5,5,10,6,6,13,8,8,10,7,12,10,11,13,16,10,11,9,11,13,16,13,13,8,20,12,16,16,15,11,9,4,10,7,9,12,10,13,12,13,10,14,6,1,1,18,20,20,19,10,M/AM RL,525,1,1,8,10,19,20,1,1,1,1,1,17,18,1,1,550426902784,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Andros Townsend,£10.80m ,Premier League,
15/7/2016,17.3.2.23,Junior Stanislas,28006277,765,26-Nov-89,26,0,0,2,0,4500,6250,6250,136,130,8134871,183,77,M/AM RL,2,2,1,1,2,2,1,1,3,3,1,16,11,12,13,13,12,8,13,7,7,14,10,9,13,7,11,4,11,10,12,12,13,12,5,14,9,12,16,15,13,13,9,9,15,15,20,14,12,14,6,11,7,14,7,14,13,10,16,8,9,3,1,1,17,20,20,20,10,M/AM RL,525,1,1,1,10,20,20,1,1,1,1,1,17,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior Stanislas,£4.05m ,Premier League,
15/7/2016,17.3.2.23,Danny Welbeck,28010491,765,26-Nov-90,25,34,14,14,5,6650,7500,7500,165,154,60074050,185,73,AM/S RL,1,3,1,2,2,2,3,2,3,1,3,5,9,14,15,13,4,13,8,3,6,12,10,6,14,11,13,14,12,12,10,14,14,17,4,14,8,16,17,17,15,16,14,12,15,17,20,15,14,14,5,12,12,12,17,15,16,14,15,11,15,4,1,1,1,18,17,18,10,AM/S RL,625,1,1,20,10,18,17,1,1,1,1,1,1,1,1,1,34360795152,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Danny Welbeck,£13.50m ,Premier League,
15/7/2016,17.3.2.23,Fabio Borini,28018401,776,29-Mar-91,25,1,0,18,6,5600,6800,6650,145,133,24454378,179,75,AM/S RL,2,2,3,3,1,3,3,2,3,3,3,12,12,12,13,13,11,9,13,10,5,12,16,9,13,11,12,11,14,11,11,9,15,12,7,14,11,12,17,14,14,10,9,12,14,13,20,16,10,10,4,16,5,13,14,17,12,16,15,6,11,4,1,1,1,19,15,19,13,AM/S RL,625,1,1,20,13,19,15,1,1,1,1,1,1,1,1,1,2748779069696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fabio Borini,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Kieran Trippier,28018613,765,19-Sep-90,25,0,0,2,0,5000,6700,6700,148,134,15899937,178,70,D R,1,1,2,3,1,2,3,1,3,2,1,4,15,12,6,15,13,9,10,10,11,14,5,14,12,12,12,13,11,12,10,13,13,8,11,12,14,14,15,14,14,13,10,6,13,15,20,17,13,13,8,10,7,13,11,10,11,13,12,12,13,4,20,15,15,1,20,1,1,D R,102,1,1,1,1,1,1,1,1,20,1,1,1,15,1,15,34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kieran Trippier,£9.00m ,Premier League,
15/7/2016,17.3.2.23,Adam Forshaw,28027622,765,08-Oct-91,24,0,0,0,0,4000,6400,6400,140,128,17763958,185,71,DM/M RC,2,2,3,3,3,2,1,3,1,4,2,14,13,12,9,12,13,10,9,8,10,13,11,11,12,11,13,12,14,13,12,13,12,12,13,13,13,14,14,12,11,11,11,11,14,12,20,15,11,15,6,14,4,12,10,12,13,12,12,11,14,5,1,1,20,15,19,12,20,DM/M RC,423,1,1,1,12,1,15,1,1,1,18,20,12,19,1,1,2251799813686336,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam Forshaw,£2.70m ,Premier League,
15/7/2016,17.3.2.23,Omar Elabdellaoui,28027676,786,05-Dec-91,24,22,0,13,1,4250,6500,6500,145,130,3369331,179,73,D/WB/M R,2,3,3,1,3,3,2,2,3,1,1,10,12,14,8,13,7,6,10,13,11,13,8,11,14,13,12,11,11,12,11,12,14,14,9,13,10,12,16,16,15,13,8,7,13,15,20,15,8,12,4,13,7,16,16,17,10,13,16,14,16,8,20,19,16,10,20,1,1,D/WB/M R,122,1,1,1,1,1,10,1,1,20,1,1,1,16,1,19,17179869216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Omar Elabdellaoui,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Connor Wickham,28030306,765,31-Mar-93,23,0,0,17,6,5150,6500,6500,140,130,24610048,191,90,S RLC,1,1,3,3,1,2,1,1,1,2,1,3,11,14,15,12,11,16,10,16,5,12,13,7,11,12,9,11,10,10,10,10,10,7,8,13,9,12,14,11,12,12,16,13,9,13,20,10,17,11,3,16,16,9,14,11,14,9,11,11,13,6,1,1,1,15,15,15,15,S RLC,606,1,1,20,15,15,15,1,1,1,1,1,1,1,1,1,1125899906843140,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connor Wickham,£5.40m ,Premier League,
15/7/2016,17.3.2.23,Michail Antonio,28036815,765,28-Mar-90,26,0,0,0,0,5500,7100,7250,145,142,49034145,180,82,M/AM RL,2,3,1,1,4,1,2,2,3,1,1,10,13,14,11,11,7,17,10,16,9,11,10,9,12,11,11,12,11,9,10,11,10,13,9,12,10,14,16,15,13,14,18,10,18,16,20,15,16,11,5,12,8,12,14,13,12,13,15,16,16,6,9,14,20,20,20,19,10,M/AM RL,415,1,1,14,10,19,20,1,1,9,1,1,18,20,1,14,1126449662672896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Michail Antonio,£16.20m ,Premier League,
15/7/2016,17.3.2.23,Saido Berahino,28044702,765,04-Aug-93,22,0,0,11,9,6000,7200,7300,165,145,53528809,180,83,AM/S RC,3,3,1,2,3,3,3,1,3,2,1,14,12,14,16,15,10,8,13,3,6,13,15,5,15,8,13,10,15,11,10,13,12,12,7,15,5,12,13,16,14,15,10,13,11,15,20,13,11,12,3,14,4,9,17,13,8,13,7,12,12,15,1,1,15,17,16,13,17,AM/S RC,623,1,1,20,17,13,16,1,1,1,1,1,12,15,1,1,4398046519312,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saido Berahino,£13.50m ,Premier League,
15/7/2016,17.3.2.23,Alex Oxlade-Chamberlain,28046572,765,15-Aug-93,22,24,5,8,4,6400,7250,7250,160,148,74691323,181,72,AM RL,3,1,1,3,3,3,2,3,3,3,2,10,12,16,11,13,8,7,12,4,5,13,9,7,16,8,12,13,12,13,14,12,15,17,7,13,8,13,14,17,14,13,7,13,15,16,20,13,12,13,6,13,13,16,9,17,14,16,15,14,15,3,1,1,14,20,20,17,12,AM RL,505,1,1,8,12,17,20,1,1,1,8,12,12,14,1,1,2322168692080640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Alex Oxlade-Chamberlain,£19.80m ,Premier League,
15/7/2016,17.3.2.23,Jesse Lingard,28047560,765,15-Dec-92,23,0,0,11,2,5850,7500,7750,150,143,86969118,168,65,M/AM RLC,1,3,2,4,2,4,2,4,3,2,3,11,13,13,13,14,8,6,10,4,6,14,11,6,14,15,13,13,10,12,12,11,14,16,5,16,9,16,17,15,15,13,5,10,16,15,20,16,9,12,4,7,3,9,10,14,11,15,18,7,12,7,1,1,17,20,18,20,18,M/AM RLC,526,1,1,12,18,20,18,1,1,1,1,14,17,15,1,1,549756862464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jesse Lingard,£10.80m ,Premier League,
15/7/2016,17.3.2.23,Wilfried Zaha,28051378,24,10-Nov-92,23,0,0,0,0,5650,6550,6750,139,137,26546141,181,67,AM RL,1,2,4,2,3,1,2,2,2,3,1,9,13,16,9,11,10,4,7,7,4,12,9,3,12,15,9,10,10,9,14,10,12,16,4,12,7,11,14,16,16,14,11,12,13,17,20,15,11,10,11,11,3,15,18,13,12,13,11,11,8,4,1,1,13,20,20,19,1,AM RL,505,1,1,13,1,19,20,1,1,1,1,1,12,13,1,1,2324951696670720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,Wilfried Zaha,£16.20m ,Premier League,
