GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
15/7/2016,17.3.2.23,Roberto Firmino,19068857,1651,02-Oct-91,24,11,4,0,0,7000,8000,8000,168,159,126890572,181,76,AM/S RLC,1,1,1,1,3,2,2,3,2,3,1,11,13,16,15,16,11,11,14,4,8,14,11,11,17,12,15,10,15,14,15,13,14,16,7,17,11,16,16,14,15,15,10,11,16,13,20,15,13,13,5,14,8,12,15,15,13,14,14,11,13,12,1,1,1,18,16,16,18,AM/S RLC,626,1,1,20,18,16,16,1,1,1,1,1,1,1,1,1,584383988752,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Roberto Firmino,£34.20m ,Premier League,
15/7/2016,17.3.2.23,Wilfried Bony,25007566,24,10-Dec-88,27,44,14,0,0,6250,7100,7000,150,136,21523486,182,86,AM/S C,2,1,1,4,3,2,1,3,4,2,2,4,5,11,16,14,7,14,10,4,5,11,12,4,13,13,12,13,15,13,14,12,13,14,5,16,4,11,12,12,12,18,12,12,18,12,20,14,18,13,8,18,7,5,15,16,13,18,17,14,6,8,1,1,1,16,5,5,16,AM/S C,621,1,1,20,16,5,5,1,1,1,1,1,1,1,1,1,786432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wilfried Bony,£16.20m ,Premier League,
15/7/2016,17.3.2.23,Christian Eriksen,27010680,764,14-Feb-92,24,61,9,3,1,7000,8500,8100,162,157,130341924,177,71,M/AM LC,3,1,2,3,1,4,2,3,3,3,4,13,15,13,13,16,17,7,12,3,4,16,11,3,18,5,14,7,15,12,17,16,14,13,8,16,4,13,16,14,16,12,7,16,15,13,20,15,11,15,4,12,6,15,17,17,18,16,15,18,17,4,1,1,17,20,12,16,20,M/AM LC,524,1,1,8,20,16,12,1,1,1,12,17,15,10,1,1,5244048,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christian Eriksen,£36.00m ,Premier League,
15/7/2016,17.3.2.23,Viktor Fischer,27036061,764,09-Jun-94,22,10,2,7,2,6250,6750,6450,146,129,20256644,181,80,M/AM/S LC,1,1,1,2,3,1,2,1,1,1,3,11,9,15,12,15,10,11,7,4,5,12,12,5,14,15,14,9,11,8,13,9,14,16,11,14,5,8,14,13,15,11,12,15,11,14,20,12,9,7,13,11,9,18,17,17,8,14,15,5,7,6,1,1,16,20,14,20,19,M/AM/S LC,534,1,1,17,19,20,14,1,1,1,1,14,16,10,1,1,146366987889545216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Viktor Fischer,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Pierre-Emile Hřjbjerg,27058392,764,05-Aug-95,20,17,1,8,4,5148,6898,6648,155,137,46354458,185,84,DM/M/AM C,1,3,1,1,1,3,3,2,1,3,1,12,13,11,12,16,13,8,15,10,10,15,12,11,16,17,11,14,16,9,15,9,16,11,13,14,10,12,17,11,10,16,12,10,16,13,20,14,15,12,13,14,6,17,14,18,9,15,13,7,10,14,13,12,20,17,12,11,20,DM/M/AM C,431,1,1,1,17,11,11,13,1,10,16,20,11,11,1,12,140737492550016,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pierre-Emile Höjbjerg,£7.20m ,Premier League,
15/7/2016,17.3.2.23,Gylfi Sigurđsson,28004396,774,08-Sep-89,26,30,9,14,6,6595,7495,7245,151,145,49531407,186,79,M/AM LC,1,1,2,4,2,1,1,3,2,4,2,13,16,11,14,13,17,5,16,3,7,14,18,8,15,15,12,11,12,13,16,12,16,16,10,14,12,14,18,11,11,13,11,16,18,12,20,17,12,14,8,14,4,8,16,15,11,17,17,14,13,5,1,1,18,20,11,18,20,M/AM LC,524,1,1,14,20,18,11,1,1,1,7,18,11,10,1,1,17867063953536,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Gylfi Sigurdsson,£22.50m ,Premier League,
15/7/2016,17.3.2.23,Ryan Mason,28010315,765,13-Jun-91,25,1,0,0,0,5700,6800,7000,145,132,28077742,175,71,M/AM C,3,1,2,2,1,3,3,1,2,3,1,11,10,12,12,12,12,6,12,6,12,13,12,14,14,14,13,14,13,15,14,13,15,12,13,13,13,14,14,13,13,12,8,12,10,12,20,11,12,13,10,14,18,12,9,10,12,12,14,14,14,7,1,1,20,18,12,1,20,M/AM C,411,1,1,14,18,1,12,1,1,1,15,20,1,10,1,1,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryan Mason,£7.65m ,Premier League,
15/7/2016,17.3.2.23,Benik Afobe,28018844,765,12-Feb-93,23,0,0,2,1,5100,6550,6750,146,134,26088233,183,79,AM/S C,3,2,2,2,2,2,1,3,3,3,1,5,9,14,14,14,6,13,10,9,5,13,10,6,14,11,12,9,13,13,11,12,17,14,8,13,6,10,10,17,13,13,13,9,12,15,20,13,15,11,8,12,10,6,14,13,17,15,14,15,15,4,1,1,1,17,10,10,17,AM/S C,621,1,1,20,17,10,10,1,1,1,1,1,1,1,1,1,17179869188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benik Afobe,£9.00m ,Premier League,
15/7/2016,17.3.2.23,Tom Carroll,28028359,765,28-May-92,24,0,0,17,2,4750,6400,6400,145,130,19872022,177,63,M C,3,2,2,1,2,1,3,4,2,3,2,10,10,12,10,14,10,6,10,4,10,15,11,10,14,12,14,11,15,12,14,12,12,12,7,13,12,15,15,14,14,13,9,20,15,13,12,14,8,12,5,12,4,10,9,15,15,14,15,16,12,6,2,1,20,15,6,6,20,M C,401,1,1,1,15,1,1,1,2,1,14,20,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Carroll,£5.40m ,Premier League,
15/7/2016,17.3.2.23,Jeff Hendrick,28028494,789,31-Jan-92,24,25,0,12,2,4750,6900,6900,145,138,27540961,185,79,M C,2,3,1,3,3,3,2,2,3,2,1,10,11,13,13,15,8,14,14,6,8,15,10,11,14,8,13,12,15,14,13,10,14,10,11,14,14,16,15,13,14,16,15,10,14,13,20,14,15,13,7,14,7,11,18,17,14,13,15,15,18,3,1,1,20,15,1,1,20,M C,401,1,1,1,15,1,1,1,1,1,14,20,1,1,1,1,2147484672,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeff Hendrick,£5.40m ,Premier League,
15/7/2016,17.3.2.23,Connor Wickham,28030306,765,31-Mar-93,23,0,0,17,6,5150,6500,6500,140,130,24610048,191,90,S RLC,1,1,3,3,1,2,1,1,1,2,1,3,11,14,15,12,11,16,10,16,5,12,13,7,11,12,9,11,10,10,10,10,10,7,8,13,9,12,14,11,12,12,16,13,9,13,20,10,17,11,3,16,16,9,14,11,14,9,11,11,13,6,1,1,1,15,15,15,15,S RLC,606,1,1,20,15,15,15,1,1,1,1,1,1,1,1,1,1125899906843140,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connor Wickham,£5.40m ,Premier League,
15/7/2016,17.3.2.23,Saido Berahino,28044702,765,04-Aug-93,22,0,0,11,9,6000,7200,7300,165,145,53528809,180,83,AM/S RC,3,3,1,2,3,3,3,1,3,2,1,14,12,14,16,15,10,8,13,3,6,13,15,5,15,8,13,10,15,11,10,13,12,12,7,15,5,12,13,16,14,15,10,13,11,15,20,13,11,12,3,14,4,9,17,13,8,13,7,12,12,15,1,1,15,17,16,13,17,AM/S RC,623,1,1,20,17,13,16,1,1,1,1,1,12,15,1,1,4398046519312,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saido Berahino,£13.50m ,Premier League,
15/7/2016,17.3.2.23,Jesse Lingard,28047560,765,15-Dec-92,23,0,0,11,2,5850,7500,7750,150,143,86969118,168,65,M/AM RLC,1,3,2,4,2,4,2,4,3,2,3,11,13,13,13,14,8,6,10,4,6,14,11,6,14,15,13,13,10,12,12,11,14,16,5,16,9,16,17,15,15,13,5,10,16,15,20,16,9,12,4,7,3,9,10,14,11,15,18,7,12,7,1,1,17,20,18,20,18,M/AM RLC,526,1,1,12,18,20,18,1,1,1,1,14,17,15,1,1,549756862464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jesse Lingard,£10.80m ,Premier League,
15/7/2016,17.3.2.23,Raheem Sterling,28054109,765,08-Dec-94,21,26,2,8,3,6750,7550,7550,162,147,104413926,171,69,M/AM RLC,2,2,1,1,1,4,1,1,2,2,2,10,11,15,12,13,10,5,9,9,9,12,7,9,13,13,13,13,11,10,12,10,13,15,4,13,10,14,13,17,16,13,4,9,15,16,20,14,10,13,4,11,5,18,11,16,7,8,15,10,14,8,10,12,16,20,20,20,18,M/AM RLC,526,1,1,15,18,20,20,1,1,10,1,1,16,14,1,12,2252349703716864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Raheem Sterling,£40.50m ,Premier League,
15/7/2016,17.3.2.23,Ross Barkley,28058224,765,05-Dec-93,22,22,2,5,1,5746,7246,7246,159,145,49604086,189,76,M/AM C,3,1,3,1,3,1,1,1,3,2,3,11,12,16,12,16,14,13,14,9,6,15,12,8,15,8,15,11,14,11,14,10,12,14,8,13,8,13,12,15,11,15,11,15,13,14,20,12,18,11,6,10,8,8,5,14,15,13,15,12,13,1,1,1,20,20,13,13,20,M/AM C,411,1,1,1,20,13,13,1,1,1,14,20,1,1,1,1,17596481012228,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Ross Barkley,£22.50m ,Premier League,
15/7/2016,17.3.2.23,Ruben Loftus-Cheek,28068727,765,23-Jan-96,20,0,0,13,4,5000,6000,6200,160,120,18839669,191,86,DM/M/AM C,1,3,1,1,1,3,1,3,2,3,3,7,7,12,9,14,5,10,5,8,9,13,9,10,14,10,12,9,15,11,12,12,14,10,8,6,10,11,12,16,11,17,14,12,14,12,20,11,16,10,9,9,7,11,7,12,13,12,11,11,11,2,6,1,20,16,1,1,20,DM/M/AM C,431,1,1,14,16,1,1,6,1,1,18,20,1,1,1,1,5368709124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruben Loftus-Cheek,£4.50m ,Premier League,
15/7/2016,17.3.2.23,Sheyi Ojo,28084779,765,19-Jun-97,19,0,0,0,0,3750,5700,5700,151,123,7248032,186,64,M/AM RLC,2,4,3,1,1,1,3,3,2,2,2,7,14,14,10,13,7,7,12,2,9,13,8,9,15,9,11,11,13,11,12,9,13,15,4,13,7,11,11,15,13,12,10,20,9,15,9,11,13,11,3,11,7,13,14,14,13,10,13,12,12,2,1,8,16,20,16,20,16,M/AM RLC,526,1,1,12,16,20,16,1,1,1,1,14,16,12,8,1,288230376151711746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sheyi Ojo,£1.80m ,Premier League,
15/7/2016,17.3.2.23,Alex Iwobi,28084930,38,03-May-96,20,4,0,0,0,6000,6750,6750,164,141,43627484,183,75,AM RLC,4,2,3,3,2,3,3,3,3,2,2,7,11,15,12,13,7,11,11,4,7,13,12,8,15,12,12,13,12,11,13,12,16,15,9,14,5,16,15,14,14,14,12,11,14,15,20,15,13,12,8,13,7,15,14,13,12,13,15,14,15,7,1,1,14,20,18,20,18,AM RLC,506,1,1,14,18,20,18,1,1,1,1,14,14,14,1,1,2252383929237504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Alex Iwobi,£9.00m ,Premier League,
15/7/2016,17.3.2.23,Julien Ngoy,28100977,757,02-Nov-97,18,0,0,0,0,2254,4508,4500,137,101,733693,185,64,AM/S RLC,3,2,1,2,3,4,1,2,1,1,1,9,10,11,11,9,9,5,11,5,4,5,7,3,11,5,8,8,10,8,5,9,13,10,12,9,4,10,10,17,14,5,12,4,17,17,20,10,10,9,4,10,10,10,14,16,11,10,14,9,19,2,1,1,1,16,16,16,16,AM/S RLC,626,1,1,20,16,16,16,1,1,1,1,1,1,1,1,1,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Julien Ngoy, ,Premier League,
15/7/2016,17.3.2.23,Aaron Ramsey,29000737,801,26-Dec-90,25,44,11,12,2,6750,8000,7750,164,155,71432176,178,67,M/AM RC,1,3,2,3,2,1,3,2,1,1,3,9,13,15,12,15,8,5,12,3,9,15,12,12,17,10,14,13,16,14,17,14,15,14,12,17,11,16,16,13,16,14,8,12,16,12,20,16,12,14,6,15,12,16,19,14,16,14,17,16,14,6,8,1,20,16,16,12,20,M/AM RC,413,1,1,1,15,12,16,1,1,8,12,20,10,12,1,1,6442451072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaron Ramsey,£31.50m ,Premier League,
