GameDate,FMRTEVersion,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
15-07-16,17.3.2.23,Álvaro Negredo,1501655,796,20-Aug-85,30,21,10,1,0,6500,7150,6900,162,140,6642126,186,86,S ,3,1,2,1,1,1,3,2,1,2,1,8,13,13,15,14,7,16,15,7,9,13,16,10,14,14,16,15,13,12,13,12,13,13,12,13,9,15,8,10,10,17,15,20,11,13,12,13,17,10,12,14,11,10,12,13,15,12,12,17,11,7,1,1,1,1,1,1,1,S ,600,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,17182229760,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Álvaro Negredo,£6.75m ,Premier League
15-07-16,17.3.2.23,Dieumerci Mbokani,18006326,53,22-Nov-85,30,31,16,0,0,6000,6250,6150,145,130,232186002,185,73,S ,2,3,1,3,1,2,3,3,2,2,1,4,9,14,13,15,7,14,11,5,5,12,12,3,12,14,11,17,14,13,13,11,12,13,7,15,8,10,12,15,14,15,15,6,15,14,20,13,16,12,12,13,7,5,9,18,10,10,6,12,13,16,1,1,1,10,1,10,1,S ,600,1,1,20,1,10,1,1,1,1,1,1,1,1,1,1,8208,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dieumerci Mbokani,£4.50m ,Premier League
15-07-16,17.3.2.23,Romelu Lukaku,18007344,757,13-May-93,23,50,14,5,1,6899,7749,8147,164,152,87622383,191,94,S ,1,3,3,2,3,2,3,3,2,1,2,4,11,13,17,13,12,14,14,6,6,11,16,6,13,10,14,14,15,14,11,12,16,12,12,14,9,14,10,14,10,18,16,20,17,16,11,13,19,14,6,14,7,6,11,18,14,18,18,15,12,8,1,1,1,12,12,10,1,S ,600,1,1,20,1,10,12,1,1,1,1,1,1,1,1,1,1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Romelu Lukaku,£45.00m ,Premier League
15-07-16,17.3.2.23,Christian Benteke,18009139,757,03-Dec-90,25,29,7,9,4,6100,7250,7300,160,146,53840178,191,86,S ,2,2,2,2,3,3,1,1,1,3,2,2,7,13,16,14,9,18,13,6,9,12,14,4,14,12,12,13,15,11,13,13,16,12,9,12,8,12,9,13,13,17,18,9,14,14,20,14,18,12,6,13,11,1,18,16,8,16,12,10,10,12,1,1,1,12,1,1,12,S ,600,1,1,20,12,1,1,1,1,1,1,1,1,1,1,1,8260,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christian Benteke,£25.20m ,Premier League
15-07-16,17.3.2.23,Divock Origi,18045347,757,18-Apr-95,21,21,3,2,0,6000,7000,7250,156,145,74362451,185,75,S L,1,1,2,3,1,3,1,1,1,1,1,4,11,16,14,16,7,12,14,4,4,11,14,7,16,11,13,11,14,12,11,12,15,15,5,14,9,13,13,15,16,14,11,13,13,16,20,12,14,12,5,12,9,10,14,15,15,13,14,12,14,5,1,1,1,15,14,15,12,S L,603,1,1,20,12,15,14,1,1,1,1,1,1,1,1,1,2.26998E+15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Divock Origi,£10.80m ,Premier League
15-07-16,17.3.2.23,Michy Batshuayi,18053710,757,02-Oct-93,22,7,3,13,7,5750,7250,6950,155,139,35394275,185,85,S ,2,3,2,1,2,1,1,3,1,2,1,11,11,14,14,15,12,11,13,5,4,12,12,3,14,12,12,14,14,12,11,12,12,14,4,15,8,12,11,15,15,14,13,9,12,16,20,13,15,14,11,15,8,10,11,15,14,12,5,8,9,11,1,1,1,1,1,1,1,S ,600,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michy Batshuayi,£22.50m ,Premier League
15-07-16,17.3.2.23,Roberto Firmino,19068857,1651,02-Oct-91,24,11,4,0,0,7000,8000,8000,168,159,126890572,181,76,AM/S RLC,1,1,1,1,3,2,2,3,2,3,1,11,13,16,15,16,11,11,14,4,8,14,11,11,17,12,15,10,15,14,15,13,14,16,7,17,11,16,16,14,15,15,10,11,16,13,20,15,13,13,5,14,8,12,15,15,13,14,14,11,13,12,1,1,1,18,16,16,18,AM/S RLC,626,1,1,20,18,16,16,1,1,1,1,1,1,1,1,1,5.84384E+11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Roberto Firmino,£34.20m ,Premier League
15-07-16,17.3.2.23,Kenedy,19192323,1651,08-Feb-96,20,0,0,7,1,5500,6500,6500,140,130,35127164,182,80,AM/S RL,2,2,1,3,2,1,2,2,2,2,1,11,11,13,14,14,12,10,15,4,7,12,11,7,13,12,11,11,13,11,12,13,13,15,10,13,7,12,12,14,12,13,13,20,14,13,11,13,15,12,11,11,6,13,11,13,12,12,9,12,12,7,12,14,12,20,20,17,10,AM/S RL,515,1,1,17,10,17,20,1,11,12,1,1,10,12,13,14,768,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kenedy,£6.30m ,Premier League
15-07-16,17.3.2.23,Gabriel Jesus,19220266,1651,03-Apr-97,19,6,5,10,2,6000,8000,7500,190,149,146898458,178,73,AM/S RL,3,2,2,3,3,3,2,2,1,3,3,11,12,14,15,14,10,10,10,6,8,12,12,10,15,12,13,11,13,12,13,13,13,15,7,14,7,12,13,16,16,14,8,13,14,15,20,13,10,13,14,11,6,12,15,13,12,12,10,8,9,10,1,1,1,20,20,15,12,AM/S RL,515,1,1,20,12,15,20,1,1,1,1,1,1,1,1,1,1.81419E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Gabriel Jesus,£27.00m ,Premier League
15-07-16,17.3.2.23,Wilfried Bony,25007566,24,10-Dec-88,27,44,14,0,0,6250,7100,7000,150,136,21523486,182,86,AM/S C,2,1,1,4,3,2,1,3,4,2,2,4,5,11,16,14,7,14,10,4,5,11,12,4,13,13,12,13,15,13,14,12,13,14,5,16,4,11,12,12,12,18,12,12,18,12,20,14,18,13,8,18,7,5,15,16,13,18,17,14,6,8,1,1,1,16,5,5,16,AM/S C,621,1,1,20,16,5,5,1,1,1,1,1,1,1,1,1,786432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wilfried Bony,£16.20m ,Premier League
15-07-16,17.3.2.23,Viktor Fischer,27036061,764,09-Jun-94,22,10,2,7,2,6250,6750,6450,146,129,20256644,181,80,M/AM/S LC,1,1,1,2,3,1,2,1,1,1,3,11,9,15,12,15,10,11,7,4,5,12,12,5,14,15,14,9,11,8,13,9,14,16,11,14,5,8,14,13,15,11,12,15,11,14,20,12,9,7,13,11,9,18,17,17,8,14,15,5,7,6,1,1,16,20,14,20,19,M/AM/S LC,534,1,1,17,19,20,14,1,1,1,1,14,16,10,1,1,1.46367E+17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Viktor Fischer,£4.50m ,Premier League
15-07-16,17.3.2.23,Danny Welbeck,28010491,765,26-Nov-90,25,34,14,14,5,6650,7500,7500,165,154,60074050,185,73,AM/S RL,1,3,1,2,2,2,3,2,3,1,3,5,9,14,15,13,4,13,8,3,6,12,10,6,14,11,13,14,12,12,10,14,14,17,4,14,8,16,17,17,15,16,14,12,15,17,20,15,14,14,5,12,12,12,17,15,16,14,15,11,15,4,1,1,1,18,17,18,10,AM/S RL,625,1,1,20,10,18,17,1,1,1,1,1,1,1,1,1,34360795152,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Danny Welbeck,£13.50m ,Premier League
15-07-16,17.3.2.23,Ashley Barnes,28016057,765,30-Oct-89,26,0,0,0,0,4400,6550,6550,133,131,22706466,186,77,S L,2,2,2,4,1,1,2,3,2,1,1,6,8,8,12,13,7,15,9,5,8,12,13,9,12,18,13,17,13,15,8,12,16,5,10,12,11,15,16,13,12,10,14,13,15,13,20,16,16,13,15,15,7,14,7,9,12,9,12,5,5,12,1,1,1,15,14,15,12,S L,603,1,1,20,12,15,14,1,1,1,1,1,1,1,1,1,1.37439E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ashley Barnes,£2.25m ,Premier League
15-07-16,17.3.2.23,Fabio Borini,28018401,776,29-Mar-91,25,1,0,18,6,5600,6800,6650,145,133,24454378,179,75,AM/S RL,2,2,3,3,1,3,3,2,3,3,3,12,12,12,13,13,11,9,13,10,5,12,16,9,13,11,12,11,14,11,11,9,15,12,7,14,11,12,17,14,14,10,9,12,14,13,20,16,10,10,4,16,5,13,14,17,12,16,15,6,11,4,1,1,1,19,15,19,13,AM/S RL,625,1,1,20,13,19,15,1,1,1,1,1,1,1,1,1,2.74878E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fabio Borini,£4.50m ,Premier League
15-07-16,17.3.2.23,Benik Afobe,28018844,765,12-Feb-93,23,0,0,2,1,5100,6550,6750,146,134,26088233,183,79,AM/S C,3,2,2,2,2,2,1,3,3,3,1,5,9,14,14,14,6,13,10,9,5,13,10,6,14,11,12,9,13,13,11,12,17,14,8,13,6,10,10,17,13,13,13,9,12,15,20,13,15,11,8,12,10,6,14,13,17,15,14,15,15,4,1,1,1,17,10,10,17,AM/S C,621,1,1,20,17,10,10,1,1,1,1,1,1,1,1,1,17179869188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benik Afobe,£9.00m ,Premier League
15-07-16,17.3.2.23,Callum Wilson,28030268,765,27-Feb-92,24,0,0,1,0,5350,7000,7150,150,143,42135193,181,67,S ,1,1,1,2,4,2,3,4,1,2,2,4,6,14,15,14,5,9,8,3,4,15,13,5,14,10,14,12,14,12,12,14,14,12,9,14,12,14,15,17,12,14,9,12,15,17,20,14,15,14,5,14,7,12,11,13,14,12,15,12,12,7,1,1,1,7,7,1,1,S ,600,1,1,20,1,1,7,1,1,1,1,1,1,1,1,1,34493960192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Callum Wilson,£9.00m ,Premier League
15-07-16,17.3.2.23,Connor Wickham,28030306,765,31-Mar-93,23,0,0,17,6,5150,6500,6500,140,130,24610048,191,90,S RLC,1,1,3,3,1,2,1,1,1,2,1,3,11,14,15,12,11,16,10,16,5,12,13,7,11,12,9,11,10,10,10,10,10,7,8,13,9,12,14,11,12,12,16,13,9,13,20,10,17,11,3,16,16,9,14,11,14,9,11,11,13,6,1,1,1,15,15,15,15,S RLC,606,1,1,20,15,15,15,1,1,1,1,1,1,1,1,1,1.1259E+15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Connor Wickham,£5.40m ,Premier League
15-07-16,17.3.2.23,Saido Berahino,28044702,765,04-Aug-93,22,0,0,11,9,6000,7200,7300,165,145,53528809,180,83,AM/S RC,3,3,1,2,3,3,3,1,3,2,1,14,12,14,16,15,10,8,13,3,6,13,15,5,15,8,13,10,15,11,10,13,12,12,7,15,5,12,13,16,14,15,10,13,11,15,20,13,11,12,3,14,4,9,17,13,8,13,7,12,12,15,1,1,15,17,16,13,17,AM/S RC,623,1,1,20,17,13,16,1,1,1,1,1,12,15,1,1,4.39805E+12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saido Berahino,£13.50m ,Premier League
15-07-16,17.3.2.23,Will Keane,28047559,765,11-Jan-93,23,0,0,3,0,4200,5600,5600,130,118,2987073,187,67,S ,3,3,1,1,3,3,2,1,2,1,3,5,6,11,15,14,7,14,8,2,4,13,16,4,14,4,13,9,13,11,11,11,16,14,4,14,8,15,14,13,13,12,10,13,10,12,20,11,9,12,3,8,11,12,10,12,11,15,16,17,17,2,1,1,10,12,12,10,12,S ,600,1,1,20,12,10,12,1,1,1,1,10,1,1,1,1,1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Will Keane,£1.35m ,Premier League
15-07-16,17.3.2.23,Harry Kane,28049320,765,28-Jul-93,22,16,5,14,8,6900,7950,7950,172,158,124268746,190,83,S ,2,1,4,1,2,1,2,2,3,2,3,6,11,12,16,13,10,16,15,6,8,12,14,5,14,9,14,15,15,17,13,14,16,8,12,15,10,15,16,14,12,14,15,15,16,13,20,16,14,15,8,13,5,9,18,9,18,12,16,12,12,5,1,1,10,13,1,10,13,S ,600,1,1,20,13,10,1,1,1,1,1,10,1,1,1,1,2.19902E+12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Harry Kane,£54.00m ,Premier League
15-07-16,17.3.2.23,Nathan Redmond,28053447,765,06-Mar-94,22,0,0,29,10,5400,7000,7000,155,140,47331869,173,75,M/AM RL,2,1,3,1,1,2,2,4,3,1,1,8,13,15,10,15,12,3,13,3,7,12,6,8,13,10,10,9,12,12,12,11,15,14,4,14,11,13,11,17,14,15,6,7,14,17,20,12,10,11,5,12,5,9,8,13,15,12,13,15,14,5,1,1,20,20,20,19,14,M/AM RL,415,1,1,15,14,19,20,1,1,1,1,1,18,20,1,1,1.44115E+17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Nathan Redmond,£13.50m ,Premier League
