GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,age,height,position,foot,current club,10/11 games,10/11 goals/conceded,10/11 assists/clean,10/11 minutes,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,current league,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes
19/6/2011,Roberto Trashorras,6701099,796,2/28/1981,30,0,0,0,0,4400,6400,6400,128,128,1154926,177,70,AM C,3,3,2,2,1,3,3,2,2,1,1,14,13,14,12,16,16,10,14,7,3,17,16,4,17,10,13,7,9,11,18,14,12,18,14,13,7,9,7,12,10,10,7,14,11,10,20,13,8,10,6,10,12,12,5,16,6,12,10,9,12,12,1,1,15,20,10,14,20,AM C,501,1,1,1,20,14,10,1,1,1,1,15,7,5,1,1,4194688.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roberto Trashorras,£1.62m ,39.0,177.0,Midfielder - Central Midfield,right,Retired,38.0,5.0,0.0,2619.0,30.0,2.0,2.0,1755.0,37.0,1.0,5.0,2859.0,38.0,1.0,8.0,3256.0,33.0,1.0,4.0,2887.0,39.0,2.0,9.0,3323.0,35.0,1.0,1.0,2781.0,7.0,0.0,0.0,458.0,nan,nan,nan,nan,LaLiga,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Roberto Firmino,19068857,1651,10/2/1991,19,0,0,0,0,4150,6050,6450,168,130,5809513,180,76,M/AM C,3,2,1,3,1,1,2,6,2,1,1,9,12,16,15,17,8,13,10,5,6,14,9,7,17,8,14,9,12,10,15,11,12,17,5,14,6,11,13,13,17,8,9,14,12,13,20,10,6,11,2,7,10,10,7,12,7,10,13,8,11,7,1,1,18,20,1,1,20,M/AM C,521,1,1,1,20,1,1,1,1,1,1,18,1,1,1,1,70400000000000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Roberto Firmino,£6.30m ,29.0,181.0,Forward - Centre-Forward,right,Liverpool FC,11.0,3.0,0.0,467.0,33.0,7.0,4.0,2490.0,36.0,7.0,4.0,2710.0,37.0,22.0,16.0,3297.0,36.0,10.0,12.0,3201.0,49.0,11.0,11.0,3326.0,41.0,12.0,11.0,3463.0,54.0,27.0,17.0,4188.0,48.0,16.0,8.0,3406.0,Bundesliga,52.0,12.0,13.0,3921.0,8.0,1.0,2.0,638.0,
19/6/2011,Rinaldo Cruzado,5290503,1656,9/21/1984,26,23,0,0,0,4500,6252,6252,155,132,513543,180,77,M/AM LC,2,1,3,3,1,3,2,1,1,3,3,16,13,12,8,15,16,13,16,15,14,17,17,13,17,13,12,12,12,13,15,14,9,11,12,13,13,15,14,12,14,15,14,20,13,12,6,13,15,14,8,14,7,10,12,12,10,9,12,10,13,8,1,1,20,20,1,18,20,M/AM LC,414,1,1,1,20,14,1,1,1,1,1,20,18,1,1,1,176000000000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Rinaldo Cruzado,£900Th. ,36.0,180.0,Midfielder - Defensive Midfield,left,Club Alianza Lima,13.0,4.0,1.0,1148.0,22.0,0.0,2.0,1244.0,22.0,3.0,3.0,1306.0,25.0,2.0,3.0,1298.0,41.0,6.0,10.0,3230.0,11.0,4.0,0.0,711.0,28.0,2.0,2.0,1955.0,45.0,6.0,4.0,3785.0,33.0,1.0,4.0,2140.0,Serie A,10.0,0.0,1.0,460.0,nan,nan,nan,nan,
19/6/2011,Richard,19074791,1651,3/20/1989,22,0,0,0,0,896,4769,4476,118,106,7361,177,68,AM C,1,1,2,3,1,2,2,1,2,2,1,12,13,12,13,13,11,7,14,6,8,11,12,11,12,12,13,14,12,11,11,11,13,13,10,14,10,10,13,12,13,11,10,20,12,13,5,11,12,11,8,12,10,12,13,14,12,13,13,11,11,8,10,12,15,20,1,14,20,AM C,501,1,1,5,20,10,1,1,10,1,10,15,14,1,12,1,2250000000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard,£900Th. ,31.0,177.0,Midfielder - Central Midfield,left,Without Club,37.0,6.0,0.0,2392.0,37.0,0.0,2.0,2842.0,30.0,13.0,0.0,2558.0,35.0,8.0,2.0,2941.0,44.0,3.0,1.0,3438.0,43.0,13.0,0.0,3325.0,31.0,7.0,1.0,2692.0,41.0,7.0,5.0,3054.0,27.0,5.0,2.0,1950.0,Liga NOS,36.0,3.0,0.0,2907.0,nan,nan,nan,nan,
19/6/2011,Riccardo Montolivo,7982726,776,1/18/1985,26,24,0,20,3,6650,7750,7350,156,147,1685854,181,74,DM/M C,1,1,1,1,1,1,1,1,1,1,1,12,14,15,9,18,10,5,13,13,7,18,15,8,18,12,15,11,15,16,15,13,14,15,11,13,9,16,15,13,16,11,11,10,15,13,20,15,11,15,10,12,7,12,11,14,13,14,14,15,15,5,1,1,20,15,1,8,20,DM/M C,421,1,1,1,15,8,1,1,1,1,17,20,8,1,1,1,17600000000000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Riccardo Montolivo,£11.70m ,35.0,181.0,Midfielder - Defensive Midfield,right,Retired,29.0,2.0,3.0,2528.0,33.0,4.0,3.0,2872.0,39.0,4.0,4.0,3362.0,37.0,3.0,7.0,3063.0,12.0,0.0,0.0,810.0,35.0,0.0,2.0,2936.0,10.0,0.0,0.0,847.0,26.0,3.0,2.0,1665.0,0.0,0.0,0.0,0.0,Serie A,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Ricardo Gardner,106005,377,9/25/1978,32,109,9,0,0,4850,6985,6250,142,127,362360,176,70,M/AM LC,2,2,2,1,3,3,3,7,1,2,1,9,11,15,11,11,9,8,9,8,9,12,5,13,13,9,11,13,12,8,13,9,15,13,10,15,12,12,15,15,15,8,9,20,11,15,8,14,10,13,6,11,14,14,13,12,15,13,16,17,18,7,1,7,20,16,1,20,16,M/AM LC,414,1,1,1,16,16,1,1,1,1,1,1,20,1,7,1,34376532001.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ricardo Gardner,£450Th. ,42.0,175.0,Defender - Left-Back,left,Retired,10.0,0.0,1.0,742.0,6.0,0.0,1.0,341.0,3.0,0.0,0.0,192.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Premier League,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Ricardo Alvarez,14009787,1649,4/12/1988,23,0,0,0,0,4100,5850,6400,160,128,4054265,188,73,M/AM LC,1,2,2,3,1,2,1,4,3,2,3,11,12,16,12,12,12,10,16,5,6,14,11,8,16,9,9,10,10,10,13,13,12,17,7,13,10,11,11,14,15,12,12,20,13,13,11,13,11,12,11,12,15,14,10,15,12,13,15,11,8,10,1,1,17,20,14,20,17,M/AM LC,524,1,1,7,15,20,14,1,1,1,1,17,10,9,1,1,563000000000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ricardo Álvarez,£10.35m ,32.0,188.0,Midfielder - Attacking Midfield,left,Club Atlético Vélez Sarsfield,38.0,5.0,7.0,1855.0,29.0,3.0,6.0,1532.0,30.0,7.0,3.0,1556.0,31.0,4.0,8.0,2230.0,17.0,1.0,0.0,725.0,13.0,1.0,1.0,809.0,23.0,3.0,1.0,1097.0,15.0,1.0,1.0,419.0,14.0,0.0,2.0,606.0,Serie A,7.0,2.0,1.0,309.0,nan,nan,nan,nan,
19/6/2011,Rene Mihelic,64000038,795,7/5/1988,22,3,0,23,8,3900,6000,6000,138,115,466135,177,70,M/AM LC,3,1,2,3,1,1,2,1,2,2,3,13,13,11,10,12,14,10,12,8,12,15,13,6,14,17,12,11,12,13,11,12,16,12,13,12,2,14,16,15,12,13,11,20,12,14,5,12,11,12,8,16,9,13,14,14,18,13,16,15,15,9,1,1,20,20,1,20,20,M/AM LC,414,1,1,7,20,20,1,1,1,1,1,20,17,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rene Mihelic,£720Th. ,32.0,177.0,Midfielder - Attacking Midfield,right,NK Maribor,18.0,1.0,3.0,995.0,25.0,0.0,5.0,1605.0,19.0,1.0,0.0,1052.0,22.0,4.0,5.0,1447.0,19.0,2.0,5.0,1040.0,36.0,4.0,5.0,2571.0,28.0,5.0,2.0,1990.0,14.0,2.0,4.0,673.0,27.0,1.0,3.0,2019.0,Liga NOS,3.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,
19/6/2011,Renato Augusto,320569,1651,2/8/1988,23,3,0,3,0,6750,7400,7400,163,153,2099197,186,91,AM RLC,3,3,1,1,1,2,1,9,2,2,1,10,12,17,11,17,11,6,13,5,8,14,12,9,17,13,14,9,11,9,16,10,10,16,10,12,8,9,14,16,15,8,12,15,8,16,20,13,12,11,3,12,15,15,16,13,13,14,14,12,15,8,1,1,15,20,18,15,20,AM RLC,506,1,1,12,20,15,18,1,1,1,1,14,14,15,1,1,1207959556.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Renato Augusto,£9.00m ,32.0,186.0,Midfielder - Central Midfield,right,Beijing Sinobo Guoan,35.0,8.0,11.0,2807.0,23.0,0.0,3.0,1666.0,32.0,2.0,2.0,1730.0,30.0,1.0,8.0,2093.0,40.0,5.0,9.0,3391.0,27.0,6.0,3.0,2136.0,30.0,4.0,6.0,2608.0,33.0,10.0,16.0,2996.0,38.0,16.0,13.0,3377.0,Bundesliga,13.0,2.0,4.0,724.0,nan,nan,nan,nan,
19/6/2011,Reginaldo,837915,1651,7/31/1983,27,0,0,0,0,3020,6074,6750,136,135,780327,175,72,AM RC,3,3,1,1,3,1,3,4,3,1,1,11,13,15,11,12,12,8,10,10,5,13,12,11,12,12,13,10,10,7,15,10,11,13,11,14,12,12,12,15,13,13,12,8,12,16,20,15,13,14,8,15,5,11,13,8,10,12,6,8,7,15,1,1,15,20,20,1,15,AM RC,503,1,1,1,15,1,20,1,1,1,1,1,1,15,1,1,134218256.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reginaldo,£495Th. ,37.0,175.0,Forward - Centre-Forward,right,Calcio Catania,32.0,8.0,6.0,1976.0,28.0,3.0,1.0,1395.0,28.0,4.0,1.0,1027.0,2.0,1.0,0.0,121.0,nan,nan,nan,nan,nan,nan,nan,nan,31.0,11.0,6.0,2633.0,43.0,7.0,3.0,2475.0,42.0,5.0,6.0,2524.0,Serie A,30.0,6.0,5.0,1598.0,3.0,0.0,0.0,149.0,
19/6/2011,Raffaele Palladino,831401,776,4/17/1984,27,3,0,15,4,5500,6600,6600,134,132,1013918,180,71,AM/S RLC,1,1,1,1,1,1,1,1,1,1,1,10,14,15,11,15,12,9,7,2,4,13,12,6,15,12,13,10,13,9,13,13,9,14,6,15,14,14,11,12,14,11,8,20,14,12,16,13,9,11,3,11,15,15,14,11,13,12,12,15,14,10,1,1,5,20,16,20,15,AM/S RLC,516,1,1,16,15,20,16,1,1,1,1,1,5,3,1,1,70400000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Raffaele Palladino,£900Th. ,36.0,182.0,Forward - Left Winger,right,Retired,19.0,3.0,0.0,1081.0,6.0,0.0,1.0,196.0,8.0,1.0,1.0,198.0,27.0,5.0,3.0,1088.0,23.0,4.0,0.0,1551.0,23.0,4.0,8.0,1364.0,32.0,2.0,2.0,2378.0,10.0,0.0,1.0,434.0,0.0,0.0,0.0,0.0,Serie A,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Raffael,5727066,1651,3/28/1985,26,0,0,0,0,5500,4500,7150,141,138,1671478,174,69,AM/S C,3,1,3,3,3,1,1,6,1,2,2,11,13,17,9,18,11,8,10,2,3,16,15,7,17,8,14,5,12,6,15,14,5,18,4,17,6,11,14,16,18,6,7,15,13,12,20,12,6,8,5,11,7,10,10,8,15,7,12,13,17,11,1,1,8,20,10,10,20,AM/S C,511,1,1,17,20,10,10,1,1,1,1,8,1,1,1,1,1092091908.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raffael,£6.75m ,35.0,174.0,Forward - Second Striker,right,Without Club,31.0,10.0,6.0,2418.0,34.0,7.0,9.0,2960.0,29.0,3.0,8.0,1398.0,35.0,14.0,8.0,3089.0,42.0,14.0,6.0,3132.0,39.0,15.0,13.0,3386.0,31.0,13.0,4.0,2212.0,29.0,10.0,3.0,2259.0,14.0,5.0,1.0,602.0,Bundesliga,11.0,0.0,0.0,122.0,nan,nan,nan,nan,
19/6/2011,Rafael van der Vaart,850015,784,2/11/1983,28,90,17,0,0,7500,8000,7950,163,160,8333794,176,74,M/AM RC,1,3,1,2,1,2,1,8,2,2,2,17,15,14,14,16,17,6,19,4,5,17,18,8,17,11,16,13,16,13,16,16,15,16,15,18,11,14,15,13,14,12,7,20,9,11,13,15,10,14,10,14,14,10,16,18,6,17,12,10,12,16,1,1,18,20,15,12,20,M/AM RC,523,1,1,9,20,12,15,1,1,1,1,18,7,15,1,1,569000000000.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Rafael van der Vaart,£22.05m ,37.0,176.0,Midfielder - Attacking Midfield,left,Retired,36.0,15.0,10.0,2719.0,39.0,13.0,8.0,2787.0,29.0,5.0,10.0,2374.0,32.0,8.0,10.0,2572.0,27.0,5.0,3.0,1906.0,9.0,0.0,1.0,298.0,18.0,2.0,2.0,826.0,8.0,3.0,3.0,501.0,6.0,1.0,0.0,235.0,Premier League,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Rafaël Dias,34007437,788,1/29/1991,20,0,0,0,0,2350,4769,4750,145,106,220686,174,69,M/AM C,3,2,3,3,2,3,3,6,1,2,1,14,12,11,7,13,14,7,13,5,3,11,14,6,13,9,12,11,13,13,13,11,13,13,7,9,8,12,12,15,14,12,7,5,14,13,20,15,9,13,9,10,8,10,7,13,14,13,14,15,15,6,1,1,18,20,12,1,20,M/AM C,521,1,1,10,20,1,12,1,1,1,14,18,1,12,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rafaël Dias,£270Th. ,29.0,180.0,Midfielder - Central Midfield,right,FC Besançon,4.0,0.0,0.0,23.0,4.0,0.0,0.0,51.0,17.0,1.0,3.0,884.0,23.0,2.0,2.0,1378.0,12.0,1.0,0.0,635.0,25.0,3.0,0.0,1738.0,nan,nan,nan,nan,27.0,2.0,2.0,1784.0,nan,nan,nan,nan,Ligue 1,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Radja Nainggolan,8169332,757,5/4/1988,23,1,0,10,1,5000,6461,7250,166,143,2516699,175,65,DM/M/AM C,2,2,3,2,2,2,3,2,1,2,3,8,10,12,12,12,11,9,14,10,13,14,10,16,14,18,15,18,13,15,11,14,20,11,14,13,13,16,15,13,14,15,7,9,15,13,20,17,16,16,15,15,9,20,16,14,16,16,17,15,12,14,1,1,20,18,14,14,20,DM/M/AM C,431,1,1,1,18,13,13,1,1,1,16,20,14,14,1,1,279000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Radja Nainggolan,£11.70m ,32.0,176.0,Midfielder - Attacking Midfield,right,Inter Milan,38.0,2.0,2.0,2981.0,39.0,1.0,2.0,3364.0,35.0,2.0,2.0,3064.0,38.0,4.0,3.0,3282.0,46.0,5.0,6.0,3714.0,42.0,6.0,2.0,3525.0,53.0,14.0,6.0,4229.0,42.0,6.0,11.0,3580.0,36.0,7.0,3.0,2443.0,Serie A,29.0,6.0,7.0,2279.0,2.0,0.0,0.0,26.0,
19/6/2011,Raúl García,1502117,796,7/11/1986,24,0,0,1,0,4750,6750,6750,149,137,572181,183,81,M C,2,3,2,1,1,2,1,3,2,1,3,15,12,11,12,15,13,13,15,10,12,13,13,12,13,14,13,15,13,13,12,14,14,13,12,11,13,14,14,11,12,14,12,12,16,13,20,14,14,13,14,12,11,13,15,16,15,10,14,15,13,9,1,1,20,15,1,1,20,M C,401,1,1,4,15,1,1,1,1,1,15,20,1,1,1,1,2147484160.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raúl García,£4.50m ,34.0,184.0,Forward - Centre-Forward,right,Athletic Bilbao,41.0,1.0,6.0,2214.0,37.0,11.0,7.0,2643.0,47.0,9.0,4.0,2360.0,53.0,17.0,6.0,3111.0,47.0,10.0,3.0,2763.0,42.0,11.0,9.0,3211.0,46.0,14.0,9.0,3738.0,48.0,14.0,8.0,3564.0,34.0,9.0,4.0,2466.0,LaLiga,42.0,15.0,2.0,3494.0,6.0,0.0,0.0,523.0,
19/6/2011,Raúl Baena,1510564,796,3/2/1989,22,0,0,0,0,4400,6900,6900,145,140,822582,180,73,DM/M/AM C,3,1,2,3,2,3,1,7,1,1,3,9,9,11,8,14,10,10,12,6,12,14,11,13,13,9,13,14,14,15,12,14,11,10,11,12,14,15,16,14,13,12,10,12,11,13,20,14,12,13,7,10,12,12,12,7,5,12,9,5,8,18,1,1,19,16,1,1,19,DM/M/AM C,321,1,1,1,16,1,1,1,1,1,20,19,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raúl Baena,£2.16m ,31.0,181.0,Midfielder - Defensive Midfield,right,Without Club,18.0,0.0,0.0,1373.0,35.0,1.0,2.0,2325.0,20.0,1.0,1.0,1090.0,23.0,0.0,0.0,1475.0,30.0,2.0,0.0,2525.0,26.0,1.0,1.0,2023.0,19.0,1.0,0.0,1139.0,23.0,0.0,1.0,1284.0,24.0,1.0,1.0,1627.0,LaLiga,19.0,0.0,0.0,1100.0,nan,nan,nan,nan,
19/6/2011,Raúl,11952,796,6/27/1977,33,102,44,9,8,6750,6704,7450,185,149,430219,180,73,AM/S C,3,2,2,2,3,3,1,3,1,2,3,9,12,14,17,19,11,15,11,4,5,15,16,8,18,9,19,15,20,18,14,20,20,14,20,19,10,17,15,8,10,16,10,20,14,8,13,14,10,16,5,17,5,13,13,17,20,19,20,18,17,7,1,1,10,17,7,13,17,AM/S C,621,1,1,20,17,13,7,1,1,1,1,10,6,4,1,1,2624528.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raúl,£4.50m ,43.0,178.0,Forward - Second Striker,both,Retired,51.0,19.0,10.0,4451.0,47.0,21.0,11.0,4139.0,22.0,9.0,0.0,1980.0,22.0,2.0,0.0,1812.0,32.0,9.0,3.0,2621.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Bundesliga,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Rémy Cabella,34008670,769,3/8/1990,21,0,0,5,1,1350,2750,2750,154,110,38337,171,62,M/AM LC,1,1,3,3,3,1,3,8,1,3,3,10,10,14,8,14,10,6,11,7,1,11,8,2,16,5,10,7,14,14,13,13,14,13,6,13,5,9,12,16,15,8,5,20,8,15,5,12,5,14,5,16,13,8,12,14,14,13,12,15,15,5,1,1,18,20,10,16,20,M/AM LC,524,1,1,10,20,16,10,1,1,1,1,18,16,10,1,1,2250000000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rémy Cabella,£2.70m ,30.0,171.0,Midfielder - Attacking Midfield,right,FK Krasnodar,18.0,3.0,0.0,790.0,34.0,6.0,2.0,1758.0,41.0,8.0,8.0,3133.0,41.0,14.0,8.0,3535.0,34.0,1.0,2.0,2173.0,45.0,6.0,3.0,3194.0,32.0,6.0,5.0,1853.0,31.0,8.0,7.0,2415.0,37.0,10.0,5.0,3239.0,Ligue 1,12.0,2.0,1.0,556.0,10.0,6.0,2.0,714.0,
19/6/2011,Piti,1502176,796,5/26/1981,30,0,0,0,0,3500,5800,5800,125,122,265675,179,78,AM/S C,1,3,1,2,2,2,1,6,2,1,3,9,12,13,13,12,8,10,11,6,6,13,12,8,14,11,12,9,11,11,13,11,7,13,7,14,8,11,12,16,13,11,11,20,12,14,6,13,12,12,8,11,9,9,6,13,16,9,13,13,11,19,1,1,1,17,13,14,17,AM/S C,621,1,1,20,17,14,13,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Piti,£2.25m ,39.0,177.0,Midfielder - Attacking Midfield,left,Club Atlético Pinto,34.0,8.0,0.0,2233.0,36.0,3.0,6.0,2474.0,35.0,18.0,2.0,2821.0,28.0,5.0,1.0,1990.0,33.0,1.0,3.0,2315.0,16.0,2.0,2.0,749.0,25.0,5.0,3.0,1383.0,30.0,7.0,3.0,2260.0,30.0,2.0,1.0,1569.0,LaLiga,6.0,1.0,2.0,419.0,nan,nan,nan,nan,
19/6/2011,Pierre de Wit,8728369,771,9/26/1987,23,0,0,0,0,2360,6150,6150,137,123,508237,172,72,DM/M/AM C,1,1,3,2,1,3,1,2,3,1,2,13,14,12,11,14,12,6,12,4,4,15,12,7,15,11,14,13,9,12,13,12,14,13,9,12,4,12,12,13,13,8,7,16,12,13,20,12,9,12,6,11,15,14,11,15,12,12,15,13,11,8,1,1,20,17,13,13,20,DM/M/AM C,431,1,1,1,17,13,13,1,1,1,18,20,13,13,1,1,3072.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pierre De Wit,£1.35m ,33.0,171.0,Midfielder - Central Midfield,both,Retired,17.0,0.0,2.0,952.0,28.0,3.0,1.0,1981.0,8.0,0.0,0.0,587.0,39.0,4.0,11.0,3364.0,14.0,0.0,0.0,714.0,2.0,0.0,0.0,92.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Bundesliga,nan,nan,nan,nan,nan,nan,nan,nan,
