GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch,Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking,Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership,Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength,Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft,Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,age,height,position,foot,current club,10/11 games,10/11 goals/conceded,10/11 assists/clean,10/11 minutes,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,current league,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes
19/6/2011,Yazalde,55008237,788,9/21/1988,22,0,0,0,0,2250,5450,5450,133,107,83332,183,79,S ,3,3,2,3,2,2,3,2,3,2,1,10,10,11,12,12,9,10,12,8,6,10,11,7,12,10,11,11,13,11,10,11,13,13,9,12,7,11,10,12,12,14,11,8,16,12,20,12,15,11,6,10,6,12,12,13,15,13,13,14,14,6,1,1,1,13,13,10,10,S ,600,1,1,20,10,10,13,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yazalde,£2.52m ,32.0,183.0,Forward - Centre-Forward,right,Without Club,34.0,10.0,5.0,2496.0,29.0,8.0,3.0,2187.0,31.0,3.0,1.0,2518.0,34.0,8.0,2.0,2181.0,29.0,1.0,0.0,1520.0,35.0,3.0,5.0,1974.0,19.0,1.0,0.0,900.0,9.0,1.0,1.0,364.0,25.0,6.0,1.0,765.0,Liga NOS,37.0,6.0,5.0,2186.0,nan,nan,nan,nan,
19/6/2011,Yaya Diané,85030794,22,1/16/1989,22,0,0,0,0,1101,4785,2878,132,106,19880,185,83,S ,3,2,3,1,3,2,1,1,3,2,2,5,7,10,13,10,8,15,12,5,6,7,14,4,10,11,13,12,12,12,8,11,7,11,7,14,5,8,10,14,10,16,12,5,12,11,20,6,16,14,13,10,17,5,5,6,7,3,8,5,12,14,1,1,1,1,1,1,1,S ,600,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19/6/2011,Yannis Tafer,34011690,769,2/11/1991,20,0,0,0,0,4180,5264,5238,140,117,288754,180,67,S ,1,1,3,3,3,2,3,1,3,2,1,5,8,12,12,13,8,8,11,5,3,9,15,2,13,7,12,9,14,12,8,11,13,14,6,13,7,11,13,16,14,13,9,20,15,15,5,16,9,12,7,15,6,6,13,14,15,14,16,14,14,6,1,1,1,10,1,10,1,S ,600,1,1,20,1,10,1,1,1,1,1,1,1,1,1,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yannis Tafer,£270Th. ,29.0,181.0,Midfielder - Right Midfield,left,Without Club,17.0,0.0,1.0,570.0,0.0,0.0,0.0,0.0,29.0,5.0,5.0,1520.0,37.0,9.0,7.0,2897.0,34.0,10.0,9.0,2582.0,19.0,8.0,1.0,1307.0,38.0,8.0,3.0,1967.0,23.0,2.0,0.0,982.0,27.0,0.0,4.0,1300.0,Ligue 1,9.0,0.0,1.0,339.0,nan,nan,nan,nan,
19/6/2011,Yannick Sagbo,34001056,24,4/12/1988,23,0,0,5,2,4050,5700,5100,140,114,326476,183,78,S R,2,3,1,2,2,3,1,6,1,1,1,5,9,12,11,13,7,11,12,6,4,11,12,2,13,7,12,11,12,12,9,10,15,12,7,14,7,9,12,15,11,14,10,5,14,14,20,10,14,12,7,14,10,8,6,13,13,12,14,14,14,5,1,1,10,15,15,1,1,S R,602,1,1,20,1,1,15,1,1,1,1,1,1,10,1,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yannick Sagbo,£2.25m ,32.0,183.0,Forward - Centre-Forward,right,Without Club,34.0,10.0,5.0,2505.0,35.0,12.0,5.0,2778.0,41.0,8.0,6.0,2795.0,34.0,4.0,2.0,2034.0,13.0,0.0,0.0,520.0,13.0,11.0,0.0,1156.0,19.0,13.0,2.0,1698.0,20.0,10.0,1.0,1711.0,21.0,9.0,0.0,1890.0,Ligue 1,10.0,4.0,1.0,900.0,3.0,0.0,0.0,233.0,
19/6/2011,Yannick Djaló,744161,788,5/5/1986,25,1,0,14,1,4750,6600,6600,149,132,965309,171,68,AM/S RL,3,2,3,3,1,1,2,6,1,1,1,11,12,14,11,12,9,6,11,7,7,10,10,7,14,10,10,11,7,9,9,8,14,16,10,15,8,9,12,16,14,10,7,10,16,15,20,12,11,10,6,13,6,12,13,16,15,14,13,14,14,6,1,1,1,20,20,17,10,AM/S RL,515,1,1,16,10,17,20,1,1,1,1,1,1,1,1,1,34360270860,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yannick Djaló,£4.05m ,34.0,171.0,Forward - Left Winger,right,Retired,33.0,9.0,2.0,2276.0,10.0,0.0,1.0,470.0,20.0,1.0,0.0,1033.0,18.0,3.0,1.0,1134.0,10.0,1.0,0.0,771.0,34.0,16.0,7.0,2378.0,nan,nan,nan,nan,19.0,4.0,0.0,955.0,nan,nan,nan,nan,Liga NOS,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Yakubu,5410059,38,11/22/1982,28,57,21,0,0,5750,7000,6500,154,138,827273,183,83,S ,1,2,2,3,1,3,3,4,2,3,3,6,10,10,16,10,8,13,13,4,4,13,17,7,15,14,12,11,17,12,14,12,12,14,11,13,7,13,7,13,11,17,11,14,14,12,20,12,16,10,11,14,9,7,15,15,5,17,10,13,13,8,1,1,1,1,1,1,1,S ,600,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,549890032640,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
19/6/2011,Yacine Qasmi,85057309,34,1/3/1991,20,0,0,0,0,1250,2550,2550,129,102,88733,184,75,S ,2,2,3,1,1,3,2,1,2,2,3,10,7,10,12,13,10,14,8,5,3,8,12,3,12,7,13,11,9,10,9,11,15,11,8,10,5,15,13,13,11,14,12,20,14,12,8,13,13,13,11,10,10,10,10,13,16,15,14,13,13,8,1,1,10,14,1,14,1,S ,600,1,1,20,1,14,1,1,1,1,1,1,10,1,1,1,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yacine Brahimi,£2.70m ,30.0,175.0,Forward - Left Winger,right,Al-Rayyan SC,26.0,6.0,3.0,1509.0,28.0,3.0,2.0,1130.0,28.0,0.0,2.0,1916.0,36.0,3.0,3.0,2858.0,42.0,13.0,10.0,2835.0,44.0,9.0,10.0,3245.0,31.0,7.0,4.0,1927.0,49.0,12.0,10.0,3914.0,49.0,13.0,9.0,3429.0,Ligue 1,23.0,15.0,5.0,2040.0,3.0,1.0,1.0,270.0,
19/6/2011,Xavier Pentecôte,8438858,769,8/13/1986,24,0,0,0,0,1748,5519,5519,140,122,379447,180,77,S ,1,1,1,3,1,2,3,3,3,1,2,6,8,12,14,12,7,11,12,5,2,9,13,2,12,7,13,11,14,14,9,12,14,12,7,14,5,7,11,16,12,13,10,8,13,14,20,13,13,14,7,14,7,5,9,13,15,14,14,14,14,6,1,1,1,1,1,1,1,S ,600,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,528,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xavier Pentecôte,£900Th. ,34.0,180.0,Forward - Centre-Forward,right,Retired,6.0,2.0,0.0,182.0,14.0,2.0,0.0,706.0,2.0,0.0,0.0,53.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ligue 1,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,William,5666400,1651,7/27/1982,28,0,0,0,0,3000,5084,5500,120,113,90124,185,80,S ,3,3,1,3,3,2,1,1,2,2,3,9,9,9,15,11,9,14,11,7,7,9,12,6,10,7,12,12,15,12,10,13,14,10,9,16,7,10,10,11,11,14,14,10,12,10,20,11,13,13,7,11,10,7,15,15,12,13,14,14,14,5,1,1,1,1,1,1,1,S ,600,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,William,£1.13m ,38.0,186.0,Forward - Centre-Forward,nan,Retired,16.0,2.0,2.0,586.0,13.0,3.0,1.0,749.0,9.0,2.0,0.0,402.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Liga NOS,nan,nan,nan,nan,nan,nan,nan,nan,
19/6/2011,Wellington Silva,19086339,1651,1/6/1993,18,0,0,0,0,2750,5600,5600,159,108,1628835,171,68,AM/S LC,1,3,3,1,3,1,2,3,2,1,2,8,11,15,11,14,9,7,9,2,4,11,9,4,15,11,9,9,10,11,12,10,12,16,4,12,5,9,14,14,16,5,5,10,13,13,20,10,5,10,6,9,10,13,8,18,6,12,5,7,8,13,1,1,1,18,13,18,15,AM/S LC,624,1,1,20,15,18,13,1,1,1,1,1,1,1,1,1,34360262672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Wellington Silva,£450Th. ,27.0,170.0,Forward - Right Winger,right,Fluminense Football Club,2.0,0.0,0.0,37.0,16.0,3.0,0.0,858.0,23.0,4.0,0.0,624.0,39.0,3.0,5.0,1808.0,35.0,0.0,7.0,2235.0,45.0,4.0,5.0,3002.0,23.0,2.0,2.0,1322.0,10.0,1.0,2.0,262.0,25.0,1.0,1.0,989.0,LaLiga,16.0,2.0,1.0,792.0,nan,nan,nan,nan,
