GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK.AerialAbility,GK.CommandOfArea,GK.Communication,GK.Eccentricity,GK.Handling,GK.Kicking,GK.OneOnOnes,GK.Reflexes,GK.RushingOut,GK.TendencyToPunch,GK.Throwing,Tech.Corners,Tech.Crossing,Tech.Dribbling,Tech.Finishing,Tech.FirstTouch, Tech.Freekicks,Tech.Heading,Tech.LongShots,Tech.Longthrows,Tech.Marking,Tech.Passing,Tech.PenaltyTaking, Tech.Tackling,Tech.Technique,Mental.Aggression,Mental.Anticipation,Mental.Bravery,Mental.Composure,Mental.Concentration,Mental.Vision,Mental.Decisions,Mental.Determination,Mental.Flair,Mental.Leadership, Mental.OffTheBall,Mental.Positioning,Mental.Teamwork,Mental.Workrate,Phy.Acceleration,Phy.Agility,Phy.Balance,Phy.Jumping,Phy.LeftFoot,Phy.NaturalFitness,Phy.Pace,Phy.RightFoot,Phy.Stamina,Phy.Strength, Hidden.Consistency,Hidden.Dirtiness,Hidden.ImportantMatches,Hidden.InjuryProness,Hidden.Versatility,Personality.Adaptability,Personality.Ambition,Personality.Loyalty,Personality.Pressure,Personality.Professional,Personality.Sportsmanship,Personality.Temperament,Personality.Controversy,Positions.Defender,Positions.WingBack,Positions.Midfielder,Positions.AttackingMidfielder,Positions.Right,Positions.Left,Positions.Centre,Positions.PositionsDesc,Positions.PositionsDescVal,Positions.Goalkeeper,Positions.Sweeper,Positions.Striker,Positions.AttackingMidCentral,Positions.AttackingMidLeft,Positions.AttackingMidRight,Positions.DefenderCentral,Positions.DefenderLeft, Positions.DefenderRight,Positions.DefensiveMidfielder,Positions.MidfielderCentral,Positions.MidfielderLeft,Positions.MidfielderRight,Positions.WingBackLeft,Positions.WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,age,height,position,foot,current club,10/11 games,10/11 goals/conceded,10/11 assists/clean,10/11 minutes,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,current league,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes
13/6/2011,Phillipp Steinhart,35017459,771,7/7/1992,18,0,0,0,0,2750,4600,4600,127,92,1623968,182,69,D/WB L,1,3,1,3,3,3,3,1,1,1,1,7,9,10,2,12,3,6,7,6,7,11,1,13,13,6,10,8,13,10,11,13,9,10,8,9,11,11,13,13,11,9,10,20,10,11,8,11,4,10,12,10,10,10,13,12,17,9,2,14,14,8,20,18,15,1,9,20,10,D/WB L,113,1,1,1,1,1,1,10,20,9,1,1,15,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/6/2011,Nico Schulz,92027397,771,4/1/1993,18,0,0,0,0,500,5000,4500,139,95,3052921,180,78,D L,1,2,2,1,2,3,3,5,3,1,2,8,11,9,9,10,7,8,10,5,14,10,6,10,9,12,10,13,9,8,11,10,16,8,5,11,9,12,13,13,10,11,8,20,13,15,10,9,13,10,5,10,17,9,14,11,15,12,14,11,13,11,20,5,10,15,10,20,1,D L,103,1,1,1,1,15,8,1,20,10,1,1,10,8,5,1,1.75922E+13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Nico Schulz,£450Th. ,27,180,Defender - Left-Back,left,Borussia Dortmund,31,0,5,1274,24,1,3,2104,21,1,4,1459,25,0,1,1641,29,1,1,2077,4,0,1,95,18,1,2,705,34,2,4,2344,37,2,9,3139,Bundesliga,18,1,0,1164,2,0,0,29
13/6/2011,Moritz Leitner,16020473,771,12/8/1992,18,0,0,0,0,3150,6000,6000,145,120,114999996,174,65,M/AM RLC,2,3,3,1,3,2,3,3,3,1,1,9,13,14,7,13,13,5,13,2,5,14,6,5,14,9,10,14,11,11,13,11,12,13,4,13,4,13,14,14,16,8,7,15,12,13,20,10,7,8,3,10,4,17,8,14,11,9,13,12,13,9,1,1,19,20,18,18,20,M/AM RLC,526,1,1,1,20,16,16,1,1,1,12,19,18,18,1,1,268435456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moritz Leitner,£3.60m ,27,174,Midfielder - Central Midfield,right,Norwich City,27,0,5,1318,25,0,3,998,31,0,3,1222,24,1,2,1751,21,1,2,1208,21,3,6,1087,8,0,0,248,12,0,0,863,31,2,2,1802,Bundesliga,10,0,0,805,1,0,0,45
13/6/2011,Michael Vitzthum,92037893,771,6/20/1992,18,0,0,0,0,2650,4600,4600,122,92,448704,185,70,D/WB L,3,1,2,2,3,2,3,1,2,2,2,8,10,13,2,14,10,14,10,6,9,10,7,13,13,7,6,9,12,10,11,10,10,4,10,6,7,12,13,14,14,14,12,20,12,14,8,9,4,10,11,10,7,10,5,13,4,5,13,14,6,13,20,18,15,1,12,20,12,D/WB L,113,1,1,1,1,1,1,12,20,12,15,1,15,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/6/2011,Markus Mendler,91100204,771,1/7/1993,18,0,0,0,0,4500,5900,6000,135,118,13223477,173,67,M/AM RLC,2,2,3,2,3,3,3,4,1,2,1,11,12,13,7,12,8,5,10,5,9,11,3,11,12,10,10,9,14,13,11,14,8,12,5,10,10,14,13,13,12,12,6,20,16,13,12,13,9,10,17,3,5,10,2,14,19,15,8,6,9,13,1,1,18,20,20,18,18,M/AM RLC,526,1,1,1,16,18,20,1,1,1,1,18,14,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Markus Mendler,£720Th. ,27,173,Forward - Left Winger,left,1.FC Saarbrücken,25,5,1,1740,17,2,1,1002,11,4,0,855,11,0,0,711,20,3,0,876,30,4,1,1611,23,4,5,1184,32,12,18,2233,34,9,11,2196,Bundesliga,28,9,5,1679,4,2,0,114
13/6/2011,Luke Williams,28048007,765,6/11/1993,18,0,0,0,0,2200,4500,4750,134,90,2873850,174,70,AM/S RLC,1,1,3,2,3,3,1,6,3,1,3,9,8,13,8,7,6,6,10,5,4,11,8,6,10,11,9,14,11,7,11,8,15,12,6,10,8,14,15,14,18,5,5,12,12,10,20,7,5,8,6,10,5,10,6,12,18,12,15,16,12,3,1,1,12,16,16,15,15,AM/S RLC,626,1,1,20,15,15,16,1,1,1,1,1,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Williamson,£3.15m ,36,194,Defender - Centre-Back,right,Gateshead FC,32,0,3,2771,26,0,1,2165,28,0,0,2472,35,0,0,3121,33,1,1,2596,7,1,1,630,9,0,0,715,17,0,0,1449,32,0,0,2830,Premier League,nan,nan,nan,nan,nan,nan,nan,nan
13/6/2011,Kostas Fortounis,36042095,772,10/16/1992,18,0,0,8,0,2000,5174,5750,160,115,10470223,182,69,AM RLC,2,2,2,3,1,2,2,7,1,2,1,12,11,13,8,14,12,9,12,7,8,13,10,8,14,11,13,11,10,12,13,13,14,12,7,14,8,9,12,13,14,11,11,8,13,13,20,10,10,10,6,8,11,10,5,17,9,14,14,9,9,6,1,1,14,20,18,17,20,AM RLC,506,1,1,5,20,17,18,1,1,1,1,14,10,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konstantinos Fortounis,£2.25m ,28,183,Midfielder - Attacking Midfield,both,Olympiacos Piraeus,26,1,2,783,30,0,5,1907,26,3,4,1665,21,0,1,697,37,10,5,1653,39,21,17,2761,40,8,8,3044,37,11,14,2475,43,17,16,3300,Bundesliga,21,3,4,1093,6,1,2,228
13/6/2011,Kevin Volland,91014650,771,7/30/1992,18,0,0,0,0,4500,6050,6050,145,121,2475485,179,75,AM/S RL,1,3,3,1,3,1,3,3,2,1,3,6,11,12,13,14,5,13,6,3,4,11,9,5,15,10,10,11,12,10,9,11,16,12,6,14,6,11,8,15,14,12,10,20,11,14,8,13,11,13,8,6,3,15,4,15,12,17,14,5,11,3,1,1,14,18,15,18,11,AM/S RL,625,1,1,20,11,18,15,1,1,1,1,1,14,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/6/2011,Kelvin,19144895,1651,6/1/1993,18,0,0,0,0,1500,5500,5500,146,108,3999999,175,71,AM/S LC,3,2,2,3,2,3,1,7,1,1,3,12,14,16,12,16,11,4,12,4,4,13,13,5,15,6,13,10,13,11,11,9,11,16,6,13,5,6,11,15,14,5,5,20,13,14,3,7,5,10,6,10,9,12,12,12,9,13,9,5,11,7,1,1,1,18,10,17,18,AM/S LC,624,1,1,20,18,17,10,1,1,1,1,1,1,1,1,1,2.25183E+15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kelvin,£1.80m ,27,175,Forward - Right Winger,left,Botafogo de Futebol e Regatas,4,1,0,324,27,2,2,1449,24,5,1,1382,23,1,2,1196,24,2,8,1464,35,2,3,2415,6,0,1,302,22,1,4,902,10,1,0,401,Liga NOS,6,0,0,346,nan,nan,nan,nan
13/6/2011,Jules Schwadorf,91014710,771,10/19/1992,18,0,0,0,0,2000,4600,4600,104,92,567407,177,71,WB/M L,2,3,3,2,3,2,2,1,1,3,1,9,13,12,4,14,7,7,11,3,7,10,8,12,9,11,12,6,9,11,9,6,10,11,7,5,8,8,12,14,14,14,8,20,16,14,8,10,6,10,13,5,14,10,10,15,14,12,12,11,16,6,15,16,20,12,1,20,1,WB/M L,423,1,1,1,1,12,1,1,15,1,1,1,20,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/6/2011,Joel Campbell,80010074,366,6/26/1992,18,19,4,0,0,5500,5250,5250,125,107,7540707,178,70,AM/S RL,3,1,2,2,3,1,1,1,3,3,3,10,13,8,10,13,9,9,11,6,4,6,9,7,13,17,8,7,13,9,8,9,12,11,12,12,5,7,10,13,13,13,7,20,12,13,10,6,3,9,6,9,11,9,11,12,11,10,13,13,10,10,1,1,9,20,20,20,1,AM/S RL,515,1,1,20,1,20,20,1,1,1,1,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joel Campbell,£1.35m ,28,178,Forward - Right Winger,left,Club León FC,8,0,0,416,27,4,3,1252,33,2,3,1889,43,11,11,3185,33,1,1,1832,31,4,6,1696,29,3,4,1246,9,2,1,232,38,4,4,2399,Ligue 1,23,1,3,1210,14,0,0,525
13/6/2011,Jeffrey Schlupp,29045055,771,12/23/1992,18,0,0,0,0,1600,2000,4800,131,96,2232442,173,70,AM/S L,2,1,1,3,2,1,1,1,2,2,3,4,8,10,10,8,4,6,7,3,3,7,9,6,8,7,7,5,8,7,7,8,10,9,5,10,6,8,12,14,11,7,5,20,10,16,10,8,9,10,5,10,6,7,14,10,10,10,10,10,10,3,7,7,14,17,1,17,1,AM/S L,623,1,1,20,1,17,1,1,7,1,1,1,14,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/6/2011,Jean-Christophe Bahebeck,85057300,769,5/1/1993,18,0,0,0,0,4000,5000,5000,134,111,4730963,182,76,AM RL,1,2,1,2,3,3,3,1,2,2,2,9,9,12,11,10,11,12,13,5,3,8,10,2,13,6,12,10,11,9,7,9,14,14,6,12,4,8,9,14,13,13,11,12,13,16,20,10,13,13,6,14,10,12,7,14,15,13,15,13,13,6,1,1,10,20,15,20,1,AM RL,505,1,1,12,1,20,15,1,1,1,1,1,10,10,1,1,5.49756E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jean-Christophe Bahebeck,£1.35m ,27,182,Forward - Centre-Forward,right,FK Partizan Belgrade,13,1,1,281,15,2,1,402,33,6,3,1728,21,2,1,1259,24,3,5,868,24,3,0,1183,15,4,1,822,7,3,1,372,15,5,6,814,Ligue 1,19,5,1,767,1,0,0,37
13/6/2011,Iker Muniain,67037570,796,12/19/1992,18,0,0,0,0,4650,6750,6750,164,139,24000000,169,63,AM/S LC,1,3,2,2,1,3,2,5,3,2,3,6,12,16,14,13,7,8,10,3,3,12,10,6,17,13,14,14,12,13,13,14,14,17,11,14,3,10,13,17,15,14,5,9,12,14,20,11,11,12,7,11,6,11,13,17,13,12,11,7,9,13,1,1,11,18,11,18,15,AM/S LC,624,1,1,20,15,18,11,1,1,1,1,1,11,1,1,1,7.04031E+13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Iker Muniain,£18.00m ,27,169,Forward - Left Winger,right,Athletic Bilbao,38,5,3,2629,58,9,8,4717,43,2,3,2868,39,9,4,3021,41,2,4,3245,28,2,1,1364,46,7,5,3150,20,5,4,1298,37,7,5,2543,LaLiga,37,6,2,2868,6,0,0,409
