GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK/AerialAbility,GK/CommandOfArea,GK/Communication,GK/Eccentricity,GK/Handling,GK/Kicking,GK/OneOnOnes,GK/Reflexes,GK/RushingOut,GK/TendencyToPunch,GK/Throwing,Tech/Corners,Tech/Crossing,Tech/Dribbling,Tech/Finishing,Tech/FirstTouch,Tech/Freekicks,Tech/Heading,Tech/LongShots,Tech/Longthrows,Tech/Marking,Tech/Passing,Tech/PenaltyTaking,Tech/Tackling,Tech/Technique,Mental/Aggression,Mental/Anticipation,Mental/Bravery,Mental/Composure,Mental/Concentration,Mental/Vision,Mental/Decisions,Mental/Determination,Mental/Flair,Mental/Leadership,Mental/OffTheBall,Mental/Positioning,Mental/Teamwork,Mental/Workrate,Phy/Acceleration,Phy/Agility,Phy/Balance,Phy/Jumping,Phy/LeftFoot,Phy/NaturalFitness,Phy/Pace,Phy/RightFoot,Phy/Stamina,Phy/Strength,Hidden/Consistency,Hidden/Dirtiness,Hidden/ImportantMatches,Hidden/InjuryProness,Hidden/Versatility,Personality/Adaptability,Personality/Ambition,Personality/Loyalty,Personality/Pressure,Personality/Professional,Personality/Sportsmanship,Personality/Temperament,Personality/Controversy,Positions/PositionsDesc,Positions/PositionsDescVal,Positions/Striker,Positions/AttackingMidfielder,Positions/Centre,Positions/Defender,Positions/DefensiveMidfielder,Positions/Goalkeeper,Positions/Left,Positions/Midfielder,Positions/Right,Positions/Sweeper,Positions/WingBack,Positions/AttackingMidCentral,Positions/AttackingMidLeft,Positions/AttackingMidRight,Positions/DefenderCentral,Positions/DefenderLeft,Positions/DefenderRight,Positions/MidfielderCentral,Positions/MidfielderLeft,Positions/MidfielderRight,Positions/WingBackLeft,Positions/WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
29/6/2010,Harry Novillo,85031831,769,2/11/1992,18,0,0,0,0,1350,4994,2750,149,111,6847797,182,80,M/AM R,2,2,1,1,3,3,2,1,2,2,1,6,7,13,8,13,8,10,10,6,4,8,10,2,13,7,9,10,12,10,8,9,14,12,5,12,5,9,12,17,13,14,11,5,14,15,20,12,14,13,7,15,7,8,5,14,17,14,14,14,14,7,M/AM R,412,14,20,14,1,1,1,10,20,20,1,1,1,10,20,1,1,1,1,10,15,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harry Novillo,Â£225Th. ,Ligue 1
29/6/2010,Adrien Régattin,85044861,769,8/22/1991,18,0,0,0,0,2916,4859,4850,152,108,5627014,166,67,M/AM RL,2,2,1,1,2,2,2,4,1,2,3,10,12,14,6,14,8,5,9,5,1,11,8,2,16,12,8,8,12,12,13,11,8,15,5,14,3,6,9,16,16,8,3,8,14,12,20,12,8,13,7,10,7,10,12,14,14,5,10,15,6,14,M/AM RL,415,1,20,10,1,1,1,17,20,20,1,1,10,17,20,1,1,1,10,17,15,1,1,2.2518E+15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adrien Regattin, ,Ligue 1
29/6/2010,Adem Ljajic,62012544,802,9/13/1991,18,0,0,10,1,4250,6300,5950,167,132,26496936,181,73,M/AM RLC,2,2,2,2,2,1,2,2,3,1,2,8,14,15,12,14,10,12,12,10,7,14,11,5,15,14,10,12,11,10,13,11,13,15,5,12,12,12,12,15,14,11,12,10,13,14,20,11,10,12,4,11,8,10,14,15,13,14,13,13,11,8,M/AM RLC,416,1,20,18,1,1,1,15,20,20,1,1,18,15,20,1,1,1,15,15,15,1,1,1056,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adem Ljajic,Â£7.65m ,Serie A
29/6/2010,Yohan Mollo,34001050,769,7/18/1990,19,0,0,5,0,4290,5894,5850,160,131,10470376,175,74,M/AM RL,2,1,2,3,3,2,2,6,3,2,2,13,11,15,6,15,11,8,11,5,3,12,10,3,17,12,11,12,11,11,13,8,15,16,7,13,6,11,10,17,15,12,7,10,13,14,20,14,12,12,12,14,9,8,14,17,8,11,11,12,12,15,M/AM RL,415,1,20,10,1,1,1,20,20,17,1,1,10,20,17,1,1,1,1,15,15,1,1,2.25183E+15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yohan Mollo,Â£1.62m ,Ligue 1
29/6/2010,Wissam Ben Yedder,85071175,769,8/12/1990,19,0,0,0,0,1350,2700,2700,124,108,2284366,170,68,M/AM RL,1,3,1,1,2,3,2,8,2,1,2,6,8,14,9,14,10,8,11,5,1,11,8,2,16,7,11,6,13,12,11,10,14,13,4,11,4,8,10,16,14,10,6,5,13,14,20,12,7,13,7,15,8,10,17,14,12,13,14,16,16,7,M/AM RL,415,1,20,10,1,1,1,15,20,20,1,1,10,15,20,1,1,1,1,15,15,1,1,2.2518E+15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wissam Ben Yedder,Â£180Th. ,Ligue 1
29/6/2010,Wilson Eduardo,55009688,788,7/8/1990,19,0,0,0,0,1250,4750,4750,127,95,1694741,176,72,AM/S RC,2,1,1,3,2,3,2,3,2,1,2,8,11,10,13,13,9,11,7,3,7,9,13,8,13,11,14,5,10,8,6,12,10,14,8,13,5,12,12,14,13,9,6,9,6,13,20,7,4,9,8,10,13,10,6,11,14,9,11,10,13,11,AM/S RC,623,20,17,20,1,1,1,12,12,17,1,1,10,12,17,1,1,1,1,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wilson Eduardo,Â£720Th. ,Liga NOS
29/6/2010,Victor Moses,5007466,765,12/12/1990,19,0,0,0,0,3600,6150,6150,139,126,6268216,178,75,AM/S RLC,1,3,2,1,2,2,3,4,3,3,3,7,10,15,11,12,8,8,9,15,3,11,8,4,13,7,8,8,13,5,10,6,8,17,6,11,7,8,10,14,12,11,8,13,10,14,20,9,12,5,10,10,12,13,11,14,12,11,11,8,12,7,AM/S RLC,626,20,17,20,1,1,1,17,12,17,1,1,17,17,17,1,1,1,1,12,12,1,1,8.79953E+13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Victor Moses,Â£2.25m ,Premier League
29/6/2010,Steven Monrose,34011766,769,7/20/1990,19,0,0,0,0,1000,5219,5200,150,116,5076931,180,73,M/AM RC,3,1,3,2,2,3,3,2,3,1,3,11,11,13,9,11,8,12,8,6,3,10,8,3,13,9,12,9,11,11,11,10,12,12,5,13,6,8,12,16,14,12,10,5,14,15,20,13,12,13,7,5,6,10,5,14,15,10,15,15,15,6,M/AM RC,413,15,20,15,1,1,1,1,20,20,1,1,1,1,20,1,1,1,1,1,12,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven Joseph-Monrose,Â£360Th. ,Ligue 1
29/6/2010,Peniel Mlapa,91012819,771,2/20/1991,19,0,0,0,0,2450,6350,6350,145,127,5463882,193,85,AM/S RC,1,3,2,3,2,3,1,1,3,1,1,5,8,10,14,14,9,8,12,4,4,9,10,8,12,6,10,14,12,10,10,9,10,8,5,11,7,13,15,14,13,15,15,10,13,16,20,12,16,11,16,3,10,10,17,13,10,6,9,9,11,5,AM/S RC,623,20,16,20,1,1,1,14,12,16,1,1,1,14,16,1,1,1,1,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peniel Mlapa,Â£2.70m ,Bundesliga
29/6/2010,Nicolai Jørgensen,27013510,764,1/14/1991,19,0,0,0,0,3000,6100,5900,158,118,1579508,190,83,M/AM RLC,3,2,1,3,2,3,3,4,1,3,2,11,9,15,10,13,12,10,14,6,3,10,12,4,14,12,11,8,9,11,9,8,15,15,7,13,7,8,12,15,11,12,15,9,11,13,20,13,11,12,4,6,5,11,10,14,13,9,12,13,13,8,M/AM RLC,416,15,20,15,1,1,1,20,20,18,1,1,14,20,18,1,1,1,1,16,12,1,1,2.2518E+15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolai JÃ¶rgensen,Â£1.35m ,Bundesliga
29/6/2010,Michael Gardawski,35014356,787,9/25/1990,19,0,0,0,0,1500,4139,4050,128,92,3474422,177,73,M/AM RC,1,1,2,1,2,1,1,1,2,1,3,10,10,13,9,10,10,7,8,4,7,11,6,7,12,14,8,11,8,9,12,8,12,12,6,9,6,7,14,13,14,11,7,5,5,13,20,9,10,9,6,10,12,10,15,12,11,7,11,7,7,5,M/AM RC,413,15,20,15,1,1,1,5,20,20,1,3,12,5,20,1,1,1,3,3,12,1,3,7.03687E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
29/6/2010,Mario Balotelli,43001238,776,8/12/1990,19,0,0,14,6,6162,8250,7350,178,157,56189963,189,88,AM/S RLC,1,1,1,1,1,1,1,1,1,1,1,16,16,16,15,12,17,11,16,6,7,14,18,7,16,12,10,15,16,7,15,11,10,16,8,15,6,5,6,15,15,11,13,12,14,16,20,13,15,14,17,14,8,15,12,17,3,14,3,3,3,19,AM/S RLC,626,20,16,20,1,1,1,15,12,16,1,1,11,15,16,1,1,1,1,12,12,1,1,34359935232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mario Balotelli,Â£23.40m ,Premier League
29/6/2010,Marcel Büchel,43043994,755,3/18/1991,19,0,0,0,0,50,100,150,75,48,5045,184,83,M R,1,2,1,1,2,1,2,5,2,3,3,10,12,13,6,8,8,7,3,3,8,8,6,9,7,10,7,5,5,4,7,4,6,9,10,3,3,16,9,12,9,11,13,7,13,9,20,7,4,9,5,10,8,10,12,10,6,13,9,14,13,11,M R,402,1,12,1,1,1,1,1,20,20,1,1,1,1,12,1,1,1,1,1,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcel BÃ¼chel,Â£45Th. ,Serie A
29/6/2010,Lewis Holtby,91000734,771,9/18/1990,19,0,0,2,0,3000,6600,6600,169,132,12137148,174,66,M/AM RLC,3,2,2,1,3,1,1,4,1,3,2,12,15,14,10,16,11,5,12,6,7,16,10,5,15,12,11,8,9,8,17,12,13,15,6,14,5,8,13,14,17,9,6,20,11,13,15,12,6,9,7,11,4,9,14,15,11,7,15,12,14,6,M/AM RLC,416,10,20,19,1,8,1,20,20,15,1,1,19,20,15,1,1,1,15,15,15,1,1,1.41287E+14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Lewis Holtby,Â£5.40m ,Bundesliga
29/6/2010,James McCarthy,61002273,789,11/12/1990,19,1,0,5,0,3906,6000,6350,156,125,13534989,181,63,DM/M/AM RC,1,3,2,1,3,1,1,3,3,1,2,10,11,13,14,12,5,10,13,4,7,15,8,11,17,10,11,11,11,7,12,11,10,12,5,15,11,13,14,14,12,10,8,10,14,13,20,15,5,11,8,14,5,10,12,5,18,14,15,10,10,17,DM/M/AM RC,433,1,20,20,1,17,1,10,20,15,1,1,20,10,13,1,1,1,20,10,15,1,1,51539609760,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,James McCarthy,Â£2.70m ,Premier League
29/6/2010,Henri Saivet,8443233,769,10/26/1990,19,0,0,0,0,3364,5219,5200,155,116,12118556,173,70,M/AM RL,2,2,2,2,3,2,2,2,2,1,3,6,8,14,11,14,12,9,14,5,2,8,12,2,15,8,11,7,11,10,11,8,14,16,5,13,5,7,10,17,13,11,7,12,9,13,20,11,11,12,7,14,13,10,3,15,14,14,15,15,15,6,M/AM RL,415,14,20,14,1,1,1,16,20,20,1,1,1,16,20,1,1,1,1,15,15,1,1,2.25235E+15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Henri Saivet,Â£900Th. ,Ligue 1
29/6/2010,Franco Zuculini,14006042,1649,9/5/1990,19,1,0,9,0,3600,6750,6250,164,125,9200000,176,70,DM/M RC,2,3,1,3,1,3,1,1,2,1,1,6,10,12,6,15,6,8,7,12,18,14,8,11,14,19,7,19,8,9,10,8,18,9,11,13,7,15,19,17,15,16,7,8,12,13,20,18,12,9,14,12,6,10,2,9,12,13,8,9,7,14,DM/M RC,423,1,1,20,1,18,1,14,20,17,1,1,1,1,1,1,1,1,20,14,17,1,1,1.37439E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Franco Zuculini,Â£2.70m ,Serie A
29/6/2010,Fernando,67093062,796,10/13/1990,19,0,0,0,0,1406,3250,3250,115,75,632278,174,69,M/AM/S RLC,3,1,2,2,2,1,3,3,2,1,2,5,10,7,9,9,8,7,8,2,6,12,7,8,12,16,9,9,6,7,7,6,10,8,5,7,7,9,11,12,12,12,5,9,7,12,20,7,2,10,11,10,12,10,13,8,16,6,14,13,5,13,M/AM/S RLC,536,20,20,20,1,1,1,17,18,20,1,1,1,17,20,1,1,1,1,15,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fernando,Â£1.80m ,LaLiga
29/6/2010,Caetano,55013009,788,4/20/1991,19,0,0,0,0,1000,5250,5250,127,105,1311289,165,57,AM/S RC,1,3,2,1,3,2,3,1,3,1,3,11,12,13,13,12,7,6,10,8,7,10,12,7,13,15,13,14,11,12,11,11,15,13,8,14,8,16,17,12,13,6,6,12,12,14,20,7,6,11,6,10,8,12,11,13,15,15,15,15,15,6,AM/S RC,623,20,17,20,1,1,1,13,12,17,1,1,1,13,17,1,1,1,1,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caetano,Â£810Th. ,Liga NOS
29/6/2010,André Schürrle,91002405,771,11/6/1990,19,0,0,3,1,3000,6500,6500,176,139,11513000,183,74,M/AM/S RLC,1,3,2,1,1,3,2,6,1,3,1,11,12,13,16,9,11,10,14,5,8,12,11,9,10,16,13,9,10,10,13,11,12,5,7,10,12,15,18,17,16,7,9,10,13,15,20,15,7,6,2,11,5,17,12,15,14,13,16,15,10,11,M/AM/S RLC,426,16,20,16,1,1,1,20,20,15,1,1,14,20,15,1,1,1,8,12,12,1,1,5.49756E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AndrÃ© SchÃ¼rrle,Â£11.25m ,Bundesliga
29/6/2010,Alexandre Lacazette,34011687,769,5/28/1991,19,0,0,0,0,1250,5174,5150,160,115,14809625,174,69,S RC,2,2,1,2,3,3,2,4,1,1,1,6,8,14,11,12,8,6,10,5,2,9,12,2,14,7,10,7,13,13,11,11,14,14,6,13,5,6,8,18,15,12,7,5,15,16,20,11,9,14,7,10,8,6,8,16,17,16,14,14,14,5,S RC,603,20,15,20,1,1,1,1,12,15,1,1,1,1,15,1,1,1,1,1,12,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alexandre Lacazette,Â£1.35m ,Ligue 1
