GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK/AerialAbility,GK/CommandOfArea,GK/Communication,GK/Eccentricity,GK/Handling,GK/Kicking,GK/OneOnOnes,GK/Reflexes,GK/RushingOut,GK/TendencyToPunch,GK/Throwing,Tech/Corners,Tech/Crossing,Tech/Dribbling,Tech/Finishing,Tech/FirstTouch,Tech/Freekicks,Tech/Heading,Tech/LongShots,Tech/Longthrows,Tech/Marking,Tech/Passing,Tech/PenaltyTaking,Tech/Tackling,Tech/Technique,Mental/Aggression,Mental/Anticipation,Mental/Bravery,Mental/Composure,Mental/Concentration,Mental/Vision,Mental/Decisions,Mental/Determination,Mental/Flair,Mental/Leadership,Mental/OffTheBall,Mental/Positioning,Mental/Teamwork,Mental/Workrate,Phy/Acceleration,Phy/Agility,Phy/Balance,Phy/Jumping,Phy/LeftFoot,Phy/NaturalFitness,Phy/Pace,Phy/RightFoot,Phy/Stamina,Phy/Strength,Hidden/Consistency,Hidden/Dirtiness,Hidden/ImportantMatches,Hidden/InjuryProness,Hidden/Versatility,Personality/Adaptability,Personality/Ambition,Personality/Loyalty,Personality/Pressure,Personality/Professional,Personality/Sportsmanship,Personality/Temperament,Personality/Controversy,Positions/PositionsDesc,Positions/PositionsDescVal,Positions/Striker,Positions/AttackingMidfielder,Positions/Centre,Positions/Defender,Positions/DefensiveMidfielder,Positions/Goalkeeper,Positions/Left,Positions/Midfielder,Positions/Right,Positions/Sweeper,Positions/WingBack,Positions/AttackingMidCentral,Positions/AttackingMidLeft,Positions/AttackingMidRight,Positions/DefenderCentral,Positions/DefenderLeft,Positions/DefenderRight,Positions/MidfielderCentral,Positions/MidfielderLeft,Positions/MidfielderRight,Positions/WingBackLeft,Positions/WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
29/6/2010,Tripy Makonda,85030344,769,1/24/1990,20,0,0,0,0,2916,4859,4850,135,108,3777294,180,70,D/WB L,3,1,2,3,3,3,3,5,2,2,1,11,12,9,6,12,11,11,10,13,9,9,5,12,12,10,11,12,11,10,11,10,14,11,4,10,10,14,13,15,12,13,10,20,15,14,5,14,11,12,12,13,7,10,19,14,8,14,17,8,14,19,D/WB L,113,1,10,1,20,1,1,20,15,1,1,17,1,10,1,1,20,1,1,15,1,17,1,1.09951E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tripy Makonda,Â£450Th. ,Ligue 1
29/6/2010,Tamás Kádár,38001846,773,3/14/1990,20,0,0,1,0,3000,4949,5600,150,110,8221322,188,72,D LC,1,3,3,2,3,1,1,2,2,3,2,5,8,10,5,13,5,11,8,10,12,8,8,14,11,16,10,16,11,10,8,12,13,10,7,8,13,10,11,14,14,11,12,20,10,12,7,13,13,12,12,10,12,9,12,16,10,12,12,8,13,5,D LC,104,1,1,20,20,1,1,19,1,1,1,10,1,1,1,20,19,1,1,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
29/6/2010,Stephan Salger,35014360,771,1/30/1990,20,0,0,0,0,2000,5550,5550,140,113,5754699,184,73,D L,2,2,2,2,2,1,1,2,3,1,2,8,10,8,7,9,7,12,8,12,12,10,4,13,11,13,11,14,12,13,11,11,13,8,9,8,13,13,14,14,13,12,11,20,11,11,8,12,12,11,12,10,7,17,8,11,16,11,12,10,10,5,D L,103,1,1,14,20,14,1,20,6,14,5,10,1,1,1,12,20,14,6,4,4,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stephan Salger,Â£360Th. ,Bundesliga
29/6/2010,Sergio Escudero,67065536,796,9/2/1989,20,0,0,0,0,2250,4500,4500,139,108,29173491,176,65,D/M L,3,1,3,2,1,3,1,2,2,3,3,10,10,11,10,11,9,7,10,10,10,12,10,12,13,8,12,10,13,11,10,14,10,10,5,12,12,11,13,13,12,11,8,20,10,14,6,11,10,12,8,10,12,12,7,20,13,13,13,8,5,1,D/M L,113,1,12,1,20,1,1,20,18,1,1,12,1,12,1,1,20,1,1,18,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sergio Escudero,Â£1.58m ,Bundesliga
29/6/2010,Ruben Lima,55009690,788,10/3/1989,20,0,0,14,0,1000,3500,3500,123,90,1492113,176,72,D L,2,2,2,2,1,1,2,1,2,2,2,11,12,11,4,12,12,6,11,8,11,11,5,13,12,12,11,9,7,12,9,9,10,12,10,12,12,11,13,14,10,7,5,20,14,13,5,8,3,11,11,10,11,10,19,16,13,6,7,11,8,7,D L,103,1,10,1,20,1,1,20,14,1,1,10,1,10,1,1,20,13,1,14,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RÃºben Lima,Â£810Th. ,Liga NOS
29/6/2010,Pape Souaré,85032332,41,6/6/1990,20,0,0,0,0,1400,5600,2800,145,112,6583628,178,68,D/WB L,1,3,1,2,3,2,2,2,3,1,2,5,8,8,10,11,5,14,7,7,10,8,8,11,11,11,15,14,13,13,7,12,17,7,9,8,13,14,13,15,12,13,9,8,15,13,20,14,9,14,11,12,7,10,13,15,13,13,14,17,17,5,D/WB L,113,1,1,14,20,1,1,20,1,10,1,16,1,1,1,14,20,10,1,1,1,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pape SouarÃ©,Â£225Th. ,Ligue 1
29/6/2010,Nicolas Mélet,85045418,769,4/29/1990,20,0,0,0,0,50,2350,2350,130,95,3803602,193,90,D LC,1,1,1,3,1,2,2,7,2,1,3,9,11,8,3,11,7,12,4,7,12,14,8,12,12,15,15,14,12,13,11,12,9,5,8,7,10,17,14,14,9,10,16,20,14,11,5,11,6,10,5,5,13,10,15,11,8,12,7,8,13,5,D LC,104,1,1,20,20,1,1,18,1,1,1,15,1,1,1,20,18,1,1,1,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolas Melet, ,Ligue 1
29/6/2010,Manu,67010271,796,8/14/1989,20,0,0,0,0,3422,5500,5500,145,117,2121864,186,76,D/WB/M L,2,1,2,2,3,3,2,5,1,1,2,11,11,11,5,11,7,9,11,12,14,11,3,14,11,9,13,12,11,12,11,12,10,12,13,11,11,11,15,12,12,14,11,20,11,11,11,15,15,12,11,3,4,12,17,5,5,10,13,7,12,15,D/WB/M L,123,1,14,1,20,1,1,20,16,1,1,18,1,14,1,1,20,1,1,16,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kanu,Â£1.80m ,Liga NOS
29/6/2010,Mamadou Sakho,34000070,769,2/13/1990,20,0,0,17,1,4556,6074,6050,168,135,25472539,187,83,D LC,2,3,3,3,2,1,1,1,3,3,1,5,7,9,6,11,6,16,8,10,15,8,7,14,11,13,14,16,15,11,9,12,16,11,16,8,14,14,15,12,11,17,14,20,15,11,8,15,17,13,13,14,8,7,12,17,14,17,15,13,13,7,D LC,104,1,1,20,20,1,1,15,1,1,1,1,1,1,1,20,15,1,1,1,1,1,1,4295000064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mamadou Sakho,Â£14.40m ,Ligue 1
29/6/2010,Konstantin Rausch,35013627,771,3/15/1990,20,0,0,0,0,1750,6150,6150,154,118,3890859,178,76,D/WB L,2,1,1,2,1,1,3,5,1,3,1,8,8,8,5,10,7,10,9,11,14,11,9,15,11,12,14,15,13,14,6,13,10,6,9,7,14,14,9,12,13,14,11,20,14,13,9,16,13,12,8,9,7,8,18,6,12,11,7,8,12,14,D/WB L,113,1,13,1,20,1,1,20,14,1,1,19,1,13,1,1,20,5,1,14,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konstantin Rausch,Â£3.60m ,Bundesliga
29/6/2010,Kieran Gibbs,29003721,765,9/26/1989,20,0,0,14,3,3844,6650,6650,160,124,-1,178,66,D/M/AM L,1,2,2,3,2,2,2,2,2,1,2,9,12,13,8,12,8,8,10,7,9,12,7,12,13,10,10,12,12,10,10,11,15,12,8,11,9,14,14,16,14,14,9,20,15,16,10,14,8,12,8,12,7,10,11,14,16,12,15,14,17,6,D/M/AM L,433,1,17,14,19,1,1,20,20,10,1,15,1,17,1,1,19,1,14,20,10,15,10,7.04031E+13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Kieran Gibbs,Â£3.15m ,Premier League
29/6/2010,José Ángel,67064652,796,9/5/1989,20,0,0,0,0,4160,5804,5000,167,129,2734309,174,72,D/WB/M L,1,2,3,3,2,3,2,1,1,3,2,10,13,12,10,11,15,10,13,15,12,12,8,14,11,10,13,13,10,13,14,13,11,10,6,13,14,16,16,16,12,10,9,20,15,16,1,12,12,14,5,11,10,12,16,11,12,7,9,11,8,12,D/WB/M L,123,1,5,1,20,1,1,20,18,5,1,20,1,5,1,1,20,5,1,18,1,20,5,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
29/6/2010,Joe Mattock,4001471,765,5/15/1990,20,0,0,5,0,3364,5500,5500,135,116,2446127,181,78,D L,3,1,2,1,1,2,2,1,1,1,2,6,12,10,8,12,6,13,7,8,11,10,5,13,11,14,11,13,9,10,11,10,13,10,7,12,13,13,14,11,12,10,12,20,14,12,10,13,15,8,10,12,6,10,7,13,10,7,9,8,7,15,D L,103,1,1,5,20,1,1,20,7,1,1,15,1,1,1,5,20,1,1,7,1,15,1,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Mattock,Â£900Th. ,Premier League
29/6/2010,Jean-Armel Kana-Biyik,34011545,769,7/3/1989,20,0,0,5,1,3450,5309,5300,160,118,3999999,183,86,D LC,3,2,2,1,2,2,3,6,1,2,2,5,10,9,6,11,7,13,8,8,13,7,6,15,11,11,12,13,12,12,6,11,15,8,8,7,12,13,13,15,9,15,11,5,15,14,20,14,15,14,11,16,5,10,9,16,13,15,13,14,14,7,D LC,104,1,1,20,20,1,1,15,1,10,1,15,1,1,1,20,15,10,1,1,1,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jean-Armel Kana-Biyik,Â£4.05m ,Ligue 1
29/6/2010,Ismaily,19108573,1651,1/11/1990,20,0,0,0,0,250,4050,4050,128,106,88139,176,78,D/WB L,2,2,3,3,1,1,3,1,2,2,1,11,12,11,9,12,12,8,11,11,11,10,11,13,12,11,12,12,13,12,10,10,13,10,8,13,11,11,12,13,13,9,9,20,12,13,3,12,10,10,9,10,9,10,12,14,8,11,12,13,13,6,D/WB L,113,1,1,1,20,1,1,20,10,1,1,18,1,1,1,1,20,7,1,10,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ismaily,Â£270Th. ,Liga NOS
29/6/2010,Gareth Bale,5132312,801,7/16/1989,20,24,2,4,0,5625,8000,7650,175,150,37606851,185,81,D/M/AM L,1,3,2,3,2,3,2,5,3,3,1,15,15,14,11,13,16,15,7,12,11,13,11,13,14,5,13,14,15,13,13,12,16,9,6,14,9,15,15,17,12,14,12,20,15,14,13,16,13,12,4,15,11,14,11,15,13,14,14,13,15,2,D/M/AM L,433,1,16,1,17,1,1,20,20,1,1,15,1,16,1,1,17,1,1,20,1,15,1,3.52531E+13,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Gareth Bale,Â£22.50m ,Premier League
29/6/2010,David Addy,27020695,21,2/21/1990,20,5,0,8,0,2970,5000,5500,140,109,1999999,171,63,D/WB L,1,3,3,1,2,1,1,4,1,1,3,11,14,15,9,14,13,11,12,8,6,13,9,11,14,13,15,10,8,7,10,8,6,15,5,7,6,10,15,18,17,12,7,20,13,15,5,15,6,8,6,13,9,14,12,15,12,9,12,16,13,5,D/WB L,113,1,10,1,20,1,1,20,12,1,1,18,1,10,1,1,20,10,1,12,1,18,1,1.37439E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,David Addy,Â£450Th. ,Liga NOS
29/6/2010,Armand Traoré,8442421,769,10/8/1989,20,0,0,3,0,3750,6250,6250,145,125,-1,185,70,WB/M/AM L,2,2,2,2,2,1,3,5,1,1,1,6,14,12,10,10,11,9,14,7,8,13,5,11,12,10,12,12,10,9,8,11,9,10,6,12,9,13,14,18,11,14,10,20,16,19,4,13,8,12,6,11,4,12,12,11,12,13,10,11,15,4,WB/M/AM L,433,1,16,1,14,1,1,20,20,1,1,17,1,16,1,1,14,1,1,20,1,17,1,1.10018E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Armand TraorÃ©,Â£1.35m ,Serie A
29/6/2010,Alan Stulin,91002790,787,6/5/1990,20,0,0,2,0,150,5500,5500,154,112,1265393,170,69,D/WB/M/AM L,1,1,2,2,1,2,1,1,3,1,3,11,11,10,10,10,7,7,9,9,11,12,6,10,12,7,11,10,10,12,11,12,10,11,7,11,12,12,12,12,13,9,8,20,13,12,11,12,9,12,7,11,7,13,11,12,12,10,12,11,7,7,D/WB/M/AM L,133,1,20,1,20,1,1,20,20,1,1,20,1,20,1,1,20,1,1,18,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alan Stulin,Â£135Th. ,Bundesliga
29/6/2010,Abdel El Kaoutari,34008676,769,3/17/1990,20,0,0,0,0,1300,5579,5550,160,124,8396710,180,73,D/WB LC,3,3,3,1,3,1,2,3,2,3,1,7,12,8,6,11,11,13,11,10,14,9,7,13,11,12,13,14,10,13,9,11,16,8,11,7,14,13,14,14,12,13,10,20,15,13,5,15,13,13,12,16,6,8,7,14,15,15,13,13,13,6,D/WB LC,114,1,1,20,20,1,5,17,1,1,1,17,1,1,1,20,17,1,1,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Abdelhamid El Kaoutari,Â£1.71m ,Ligue 1
29/6/2010,Yoann Andreu,85016145,769,5/3/1989,21,0,0,0,0,1000,5174,5150,137,115,1487012,175,64,D RL,1,1,3,1,3,3,3,1,1,2,1,8,12,9,6,12,6,13,11,10,10,9,9,11,12,10,13,11,12,12,11,11,14,8,8,9,13,13,13,14,13,12,7,10,12,13,20,16,7,14,10,10,8,10,14,17,15,1,13,10,15,8,D RL,105,1,1,10,20,10,1,15,9,20,1,15,1,1,1,1,15,20,1,7,9,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yoann Andreu,Â£720Th. ,Ligue 1
29/6/2010,Santiago García,14018077,1649,7/8/1988,21,0,0,0,0,2000,4949,4800,135,110,3371588,189,76,D/WB L,2,3,1,1,2,2,3,5,1,2,1,10,13,12,8,9,8,12,11,15,14,12,7,13,12,8,7,11,10,11,11,8,13,11,10,12,11,14,13,15,12,12,14,20,13,13,5,15,12,11,7,9,4,7,1,8,12,14,15,14,11,7,D/WB L,113,1,1,5,20,1,1,20,1,1,1,20,1,1,1,5,20,1,1,1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santiago GarcÃ­a,Â£1.08m ,Serie A
