GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK/AerialAbility,GK/CommandOfArea,GK/Communication,GK/Eccentricity,GK/Handling,GK/Kicking,GK/OneOnOnes,GK/Reflexes,GK/RushingOut,GK/TendencyToPunch,GK/Throwing,Tech/Corners,Tech/Crossing,Tech/Dribbling,Tech/Finishing,Tech/FirstTouch,Tech/Freekicks,Tech/Heading,Tech/LongShots,Tech/Longthrows,Tech/Marking,Tech/Passing,Tech/PenaltyTaking,Tech/Tackling,Tech/Technique,Mental/Aggression,Mental/Anticipation,Mental/Bravery,Mental/Composure,Mental/Concentration,Mental/Vision,Mental/Decisions,Mental/Determination,Mental/Flair,Mental/Leadership,Mental/OffTheBall,Mental/Positioning,Mental/Teamwork,Mental/Workrate,Phy/Acceleration,Phy/Agility,Phy/Balance,Phy/Jumping,Phy/LeftFoot,Phy/NaturalFitness,Phy/Pace,Phy/RightFoot,Phy/Stamina,Phy/Strength,Hidden/Consistency,Hidden/Dirtiness,Hidden/ImportantMatches,Hidden/InjuryProness,Hidden/Versatility,Personality/Adaptability,Personality/Ambition,Personality/Loyalty,Personality/Pressure,Personality/Professional,Personality/Sportsmanship,Personality/Temperament,Personality/Controversy,Positions/PositionsDesc,Positions/PositionsDescVal,Positions/Striker,Positions/AttackingMidfielder,Positions/Centre,Positions/Defender,Positions/DefensiveMidfielder,Positions/Goalkeeper,Positions/Left,Positions/Midfielder,Positions/Right,Positions/Sweeper,Positions/WingBack,Positions/AttackingMidCentral,Positions/AttackingMidLeft,Positions/AttackingMidRight,Positions/DefenderCentral,Positions/DefenderLeft,Positions/DefenderRight,Positions/MidfielderCentral,Positions/MidfielderLeft,Positions/MidfielderRight,Positions/WingBackLeft,Positions/WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
29/6/2010,Nampalys Mendy,85010871,769,6/23/1992,18,0,0,0,0,50,5219,2900,164,116,1725005,168,68,DM C,1,1,3,1,1,1,1,5,1,2,1,8,8,8,5,12,7,7,7,6,9,11,10,12,12,11,14,13,13,13,12,14,14,8,8,7,13,14,17,15,14,10,5,8,15,12,20,16,10,13,11,10,7,10,13,14,10,16,14,14,14,6,DM C,301,1,1,20,1,20,1,1,15,1,1,1,1,1,1,1,1,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nampalys Mendy,Â£1.35m ,Ligue 1,
29/6/2010,Mario Götze,35017438,771,6/3/1992,18,0,0,0,0,2000,6500,6500,152,122,9665808,171,64,M/AM RLC,2,2,3,3,2,2,2,5,2,1,1,13,14,18,8,17,13,12,11,3,4,13,8,6,15,9,13,9,11,11,15,12,14,16,7,14,6,10,13,14,16,9,5,12,7,9,20,12,6,9,6,14,13,14,11,13,10,8,13,12,13,8,M/AM RLC,416,14,20,20,1,5,1,18,20,17,1,1,20,18,17,1,1,1,15,15,15,1,1,1048704.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mario GÃ¶tze,Â£16.20m ,Bundesliga,
29/6/2010,Kevin,67059115,796,2/13/1992,18,0,0,0,0,2000,4904,3500,165,109,2136734,178,69,M/AM RC,1,1,1,2,1,1,1,1,2,2,1,12,11,13,9,15,8,5,10,5,4,16,9,7,16,10,10,11,13,9,15,11,12,16,6,13,7,12,11,13,15,9,7,6,12,13,20,12,6,13,8,10,5,12,11,13,15,12,13,13,13,3,M/AM RC,413,4,18,20,1,9,1,10,20,15,1,1,18,8,13,1,1,1,20,10,15,1,1,17592200000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
29/6/2010,Joël Matip,91018389,11,8/8/1991,18,5,0,0,0,3250,6750,6750,153,125,18995757,193,88,D/DM C,2,3,2,1,1,1,3,4,3,1,3,4,9,9,6,12,5,15,6,13,15,9,7,16,13,10,14,15,9,11,12,8,10,7,6,7,16,17,13,12,8,12,18,12,14,15,20,14,13,13,6,11,5,16,6,7,6,13,14,11,9,14,D/DM C,321,1,1,20,18,20,1,10,15,8,1,1,1,1,1,18,8,8,15,10,1,1,1,1048576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joel Matip,Â£2.70m ,Bundesliga,
29/6/2010,João Pedro,19069586,1651,3/9/1992,18,0,0,0,0,1750,5550,5550,148,111,5138415,184,73,DM/M/AM/S C,3,2,1,2,1,3,3,4,1,2,2,13,9,12,12,12,10,10,11,6,9,12,11,10,12,11,12,13,11,13,13,11,13,12,8,12,11,11,11,12,10,12,12,10,12,12,20,13,11,10,12,7,9,15,7,14,10,12,9,10,11,7,DM/M/AM/S C,441,17,20,20,1,18,1,1,20,1,1,1,20,1,1,1,1,1,18,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JoÃ£o Pedro,Â£1.53m ,Serie A,
29/6/2010,João Amorim,55013138,788,2/11/1992,18,0,0,0,0,750,1500,1500,140,70,2924,182,73,M/AM C,1,3,3,2,3,3,3,2,1,2,2,10,9,9,8,9,8,6,6,5,7,10,9,5,10,11,12,10,10,12,11,11,10,12,14,10,10,11,10,11,10,10,7,9,12,10,20,9,9,15,9,5,11,11,10,14,14,5,11,11,13,4,M/AM C,411,1,20,20,1,1,1,7,20,7,1,1,20,7,7,1,1,1,15,7,7,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JoÃ£o Amorim, ,Liga NOS,
29/6/2010,James Rodríguez,76002390,1653,7/12/1991,18,0,0,11,3,2000,6350,4000,169,134,25142501,178,74,M/AM LC,1,2,3,2,1,1,2,5,1,1,3,13,14,16,12,15,14,5,15,6,8,14,13,7,16,9,10,11,11,11,12,12,16,15,9,14,9,11,10,15,17,13,7,20,13,15,8,9,9,8,5,10,8,15,15,16,12,14,15,15,17,10,M/AM LC,414,1,20,17,1,10,1,20,20,14,1,1,17,20,14,1,1,1,15,16,10,1,1,34359738624.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,James RodrÃ­guez,Â£6.30m ,Liga NOS,
29/6/2010,Jack Wilshere,29024338,765,1/1/1992,18,0,0,5,0,4556,7250,7250,165,135,-1,172,65,M/AM RLC,1,2,2,1,3,1,3,6,2,1,2,12,12,15,11,14,11,3,11,5,5,15,14,10,16,15,13,15,14,11,14,11,16,16,7,14,9,13,14,14,15,15,5,20,13,13,8,11,11,12,12,14,5,15,8,15,11,15,15,10,8,5,M/AM RLC,416,1,20,20,1,1,1,17,20,18,1,1,20,17,18,1,1,1,17,15,15,1,1,709208000000.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,Jack Wilshere,Â£9.00m ,Premier League,
29/6/2010,Edu Ramos,67044770,796,2/17/1992,18,0,0,0,0,2756,4750,4750,155,105,2812157,177,65,DM/M C,2,2,1,2,1,3,2,3,2,1,3,14,11,12,7,11,14,12,12,8,11,11,10,9,15,10,12,10,11,14,12,12,10,12,3,11,11,10,12,9,11,12,9,11,12,10,20,12,12,10,6,10,15,9,7,7,5,10,15,9,10,4,DM/M C,311,1,1,20,1,20,1,1,20,1,1,1,1,1,1,1,1,1,20,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Edu Ramos,- ,LaLiga,
29/6/2010,David Alaba,16010162,755,6/24/1992,18,1,0,0,0,2000,6250,6500,167,119,41388913,178,72,M LC,1,1,1,3,3,2,1,2,2,1,1,10,10,11,11,13,14,7,11,7,10,14,10,11,12,7,13,8,14,10,13,14,19,14,15,9,9,12,12,13,13,15,9,20,18,13,9,13,10,12,8,16,6,16,15,17,6,16,16,16,16,6,M LC,404,1,14,20,12,14,1,18,20,1,1,14,14,14,1,1,12,1,20,18,1,14,1,4194304.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David Alaba,Â£4.50m ,Bundesliga,
29/6/2010,Daniel Kofi Agyei,43026881,21,1/1/1992,18,0,0,0,0,1000,5500,4850,165,115,10336499,181,75,DM C,1,3,3,2,3,2,3,3,3,3,3,7,6,9,7,14,6,9,11,14,14,16,5,13,14,12,15,11,12,12,11,10,18,6,8,12,10,10,14,13,12,12,9,5,15,14,20,13,12,12,8,14,5,8,18,16,17,14,16,18,14,4,DM C,301,1,1,20,1,20,1,1,15,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1077936384.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Kofi Agyei,Â£225Th. ,Serie A,
29/6/2010,Coutinho,19046041,1651,6/12/1992,18,0,0,7,3,3660,6350,6350,170,121,35372690,172,64,M/AM C,1,2,3,2,3,1,2,2,2,3,1,12,12,16,11,15,9,6,12,3,6,13,10,5,16,11,12,11,11,13,13,13,13,16,5,13,6,13,13,14,16,9,6,7,14,15,20,13,9,12,7,11,7,12,16,16,6,13,18,14,16,8,M/AM C,411,15,20,20,1,1,1,13,20,1,1,1,20,13,1,1,1,1,18,10,1,1,1,1048576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Arnaud Souquet,85014379,769,2/12/1992,18,0,0,0,0,3364,5219,5200,150,116,4569351,180,69,DM/M C,2,1,3,2,3,3,2,6,1,3,1,6,10,9,7,11,6,10,11,5,8,12,10,11,12,12,13,13,14,14,13,13,16,8,11,7,11,14,16,15,12,13,10,5,15,14,20,16,10,14,12,14,7,10,13,15,14,15,15,15,15,6,DM/M C,421,5,1,20,10,16,1,8,20,14,1,10,1,1,1,1,1,10,20,8,14,1,10,8796090000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Arnaud Souquet,Â£225Th. ,Ligue 1,
29/6/2010,Adem Ljajic,62012544,802,9/13/1991,18,0,0,10,1,4250,6300,5950,167,132,26496936,181,73,M/AM RLC,2,2,2,2,2,1,2,2,3,1,2,8,14,15,12,14,10,12,12,10,7,14,11,5,15,14,10,12,11,10,13,11,13,15,5,12,12,12,12,15,14,11,12,10,13,14,20,11,10,12,4,11,8,10,14,15,13,14,13,13,11,8,M/AM RLC,416,1,20,18,1,1,1,15,20,20,1,1,18,15,20,1,1,1,15,15,15,1,1,1056.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adem Ljajic,Â£7.65m ,Serie A,
29/6/2010,Zvonko Pamic,24004366,761,2/4/1991,19,0,0,1,0,2750,5600,5750,154,117,1023867,185,75,M/AM C,3,1,3,3,1,3,1,5,1,2,3,15,15,12,11,12,14,12,10,3,8,15,15,10,13,11,12,14,10,9,14,10,15,12,8,12,9,13,16,12,12,10,14,9,14,12,20,16,12,12,7,13,7,10,12,15,14,13,14,13,13,4,M/AM C,411,1,20,20,1,13,1,1,20,1,1,1,20,1,1,1,1,1,19,1,1,1,1,2147483648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zvonko Pamic,Â£675Th. ,Bundesliga,
29/6/2010,Zsolt Pölöskei,28029448,773,2/19/1991,19,0,0,0,0,992,2750,2750,107,63,130410,180,81,M C,1,2,1,3,3,3,1,1,2,3,3,3,6,5,7,8,8,9,8,3,10,12,8,8,10,4,10,10,9,6,7,8,10,6,9,8,6,16,13,13,10,13,12,1,8,10,20,13,8,10,8,6,20,9,15,7,17,10,10,4,11,14,M C,401,1,1,20,1,1,1,1,20,1,1,1,1,1,1,1,1,1,20,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Yannis Salibur,8434934,769,1/24/1991,19,0,0,0,0,1300,2600,2600,148,105,2578959,176,74,M/AM LC,2,1,3,3,3,2,1,8,2,1,2,12,12,13,7,13,10,8,8,6,4,9,8,4,15,7,10,11,11,11,11,8,11,14,6,13,5,7,12,17,12,12,8,20,13,13,5,13,12,11,7,14,9,8,12,14,12,7,10,13,13,9,M/AM LC,414,10,20,17,1,1,1,20,20,1,1,1,17,20,1,1,1,1,15,15,1,1,1,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Tiago Dutra,19039555,1651,9/17/1990,19,0,0,10,0,1750,5300,4000,159,106,48415,175,76,DM/M C,3,2,1,3,2,1,1,1,2,3,1,10,9,8,7,11,10,8,9,5,11,12,11,13,12,16,11,16,11,11,11,11,16,12,8,11,11,13,13,13,12,11,6,20,15,14,9,12,11,11,12,9,11,12,9,14,8,10,10,12,12,9,DM/M C,311,1,1,20,1,20,1,12,16,1,1,10,1,1,1,1,1,1,16,12,1,10,1,32768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Thiago,67022040,796,4/11/1991,19,0,0,0,0,3721,6250,6250,158,122,3676403,170,65,M/AM C,3,3,2,3,1,1,2,4,1,3,2,13,13,15,9,14,9,7,11,4,8,14,12,7,17,7,14,8,12,9,15,14,13,18,8,14,7,8,10,13,14,8,7,12,11,12,20,13,8,13,8,12,7,11,15,15,8,11,14,8,12,7,M/AM C,411,1,20,20,1,10,1,10,20,10,1,1,20,10,10,1,1,1,18,10,10,1,1,34359738368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Thiago,Â£4.50m ,LaLiga,
29/6/2010,Sergio Canales,67053076,796,2/16/1991,19,0,0,0,0,5184,7000,7000,179,144,28983635,176,65,M/AM C,1,2,2,2,3,1,2,4,2,3,1,15,14,16,12,18,14,6,13,7,4,17,13,7,18,7,13,10,17,12,19,13,14,19,9,14,7,13,11,13,16,10,8,20,11,12,11,12,6,10,6,15,6,10,12,16,9,13,13,15,13,7,M/AM C,411,8,20,20,1,5,1,12,20,10,1,1,20,12,10,1,1,1,15,9,7,1,1,17592200000000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sergio Canales,Â£5.40m ,LaLiga,
29/6/2010,Sebastian Rode,35023651,771,10/11/1990,19,0,0,0,0,1500,5250,5250,123,105,806249,179,70,M C,1,1,2,2,1,1,3,1,3,3,3,9,10,12,7,12,9,8,8,8,9,13,7,9,11,8,12,10,9,11,14,12,9,7,8,14,13,14,13,14,12,11,7,6,15,15,20,10,11,9,7,9,4,10,12,17,6,14,15,15,9,8,M C,401,1,10,20,1,12,1,1,20,1,1,1,10,1,1,1,1,1,20,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sebastian Rode,Â£900Th. ,Bundesliga,
