GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK/AerialAbility,GK/CommandOfArea,GK/Communication,GK/Eccentricity,GK/Handling,GK/Kicking,GK/OneOnOnes,GK/Reflexes,GK/RushingOut,GK/TendencyToPunch,GK/Throwing,Tech/Corners,Tech/Crossing,Tech/Dribbling,Tech/Finishing,Tech/FirstTouch,Tech/Freekicks,Tech/Heading,Tech/LongShots,Tech/Longthrows,Tech/Marking,Tech/Passing,Tech/PenaltyTaking,Tech/Tackling,Tech/Technique,Mental/Aggression,Mental/Anticipation,Mental/Bravery,Mental/Composure,Mental/Concentration,Mental/Vision,Mental/Decisions,Mental/Determination,Mental/Flair,Mental/Leadership,Mental/OffTheBall,Mental/Positioning,Mental/Teamwork,Mental/Workrate,Phy/Acceleration,Phy/Agility,Phy/Balance,Phy/Jumping,Phy/LeftFoot,Phy/NaturalFitness,Phy/Pace,Phy/RightFoot,Phy/Stamina,Phy/Strength,Hidden/Consistency,Hidden/Dirtiness,Hidden/ImportantMatches,Hidden/InjuryProness,Hidden/Versatility,Personality/Adaptability,Personality/Ambition,Personality/Loyalty,Personality/Pressure,Personality/Professional,Personality/Sportsmanship,Personality/Temperament,Personality/Controversy,Positions/PositionsDesc,Positions/PositionsDescVal,Positions/Striker,Positions/AttackingMidfielder,Positions/Centre,Positions/Defender,Positions/DefensiveMidfielder,Positions/Goalkeeper,Positions/Left,Positions/Midfielder,Positions/Right,Positions/Sweeper,Positions/WingBack,Positions/AttackingMidCentral,Positions/AttackingMidLeft,Positions/AttackingMidRight,Positions/DefenderCentral,Positions/DefenderLeft,Positions/DefenderRight,Positions/MidfielderCentral,Positions/MidfielderLeft,Positions/MidfielderRight,Positions/WingBackLeft,Positions/WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
29/6/2010,Boakye,43061332,21,1/28/1993,17,0,0,0,0,2450,4454,3750,158,99,7997010,185,82,S C,2,3,2,1,1,2,2,1,2,1,2,3,8,11,13,7,5,12,11,2,3,9,12,4,13,4,10,12,11,10,10,11,12,10,6,10,11,17,16,12,13,11,12,8,9,11,20,13,13,9,8,6,5,9,14,20,6,13,12,11,15,3,S C,601,20,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Vincent Aboubakar,12028932,11,1/22/1992,18,4,0,0,0,3364,5800,5200,156,116,6290901,184,82,S C,3,2,1,3,2,1,1,5,3,1,2,6,7,13,12,12,7,11,9,3,3,8,12,3,12,12,12,13,12,12,10,11,15,13,5,13,5,16,14,15,12,15,12,5,15,14,20,13,15,13,12,14,7,9,18,14,12,8,15,12,10,10,S C,601,20,12,20,1,1,1,1,1,12,1,1,1,1,12,1,1,1,1,1,1,1,1,512.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vincent Aboubakar,Â£675Th. ,Ligue 1,
29/6/2010,Terence Makengo,85028834,769,6/22/1992,18,0,0,0,0,1200,4454,2450,159,99,2595928,180,70,S C,3,3,3,3,1,3,1,7,3,2,1,6,7,12,12,12,7,8,10,5,2,7,10,2,12,7,9,8,13,10,6,10,14,13,5,12,4,6,8,16,13,13,10,8,13,13,20,11,10,14,7,10,11,6,16,14,13,10,14,14,14,7,S C,601,20,10,20,1,1,1,1,1,10,1,1,1,1,10,1,1,1,1,1,1,1,1,4398050000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Terence Makengo,Â£135Th. ,Ligue 1,
29/6/2010,Rodrigo Cabeça,55025009,1651,1/14/1992,18,0,0,0,0,1000,2500,2500,112,75,80608,177,72,S C,3,2,3,2,2,3,3,1,1,1,1,8,8,11,12,12,6,5,6,1,4,8,8,6,11,10,10,3,11,6,7,7,9,13,9,12,5,14,12,12,11,7,9,20,14,10,9,7,10,10,13,10,13,11,9,12,11,9,15,6,3,5,S C,601,20,8,20,1,1,1,5,1,5,1,1,8,5,5,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Nélson Oliveira,55011049,788,8/8/1991,18,0,0,0,0,1000,4500,4500,170,90,1741401,186,82,S C,1,1,2,3,1,2,2,1,2,3,3,8,9,10,11,9,7,10,8,5,5,8,11,5,10,12,12,9,13,11,9,9,7,12,9,12,6,9,10,11,10,12,11,10,15,11,20,10,13,11,6,12,7,11,11,15,14,7,14,14,15,5,S C,601,20,7,20,1,1,1,7,1,7,1,1,7,7,7,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NÃ©lson Oliveira,Â£1.62m ,Liga NOS,
29/6/2010,Nassim Ben Khalifa,98001753,798,1/13/1992,18,0,0,2,0,3136,5600,5600,163,112,14747110,188,78,S C,2,1,3,1,2,3,1,1,2,3,3,4,6,12,12,12,9,13,9,4,6,12,9,6,13,10,13,10,9,10,13,13,12,13,10,13,10,12,11,12,12,13,14,12,12,12,20,11,11,12,5,11,5,10,13,13,8,12,13,10,10,7,S C,601,20,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nassim Ben Khalifa,Â£1.13m ,Bundesliga,
29/6/2010,Matej Vydra,25017284,763,5/1/1992,18,0,0,0,0,1000,5500,4250,143,110,27028656,180,71,M/AM RC,3,3,2,3,3,2,1,1,2,3,1,9,8,5,12,13,9,12,6,1,9,11,9,12,9,10,9,13,13,12,11,9,9,11,5,12,9,16,13,13,13,13,10,8,12,12,20,17,15,10,4,6,6,10,12,16,7,11,10,4,5,12,M/AM RC,413,15,20,15,1,1,1,10,20,20,1,1,15,10,20,1,1,1,10,10,12,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matej Vydra,Â£360Th. ,Serie A,
29/6/2010,Jordan Ayew,34010721,21,9/11/1991,18,0,0,0,0,3306,5174,5150,131,115,14601823,182,81,S C,1,2,2,1,1,3,2,5,2,3,1,5,11,14,11,12,7,13,11,5,4,8,12,2,14,7,12,14,11,11,8,11,13,15,5,13,4,8,13,15,13,14,11,5,15,14,20,14,14,12,10,16,5,7,13,15,14,16,10,14,14,7,S C,601,20,14,20,1,1,1,12,10,14,1,1,1,12,14,1,1,1,1,10,10,1,1,2251800000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jordan Ayew,Â£1.80m ,Ligue 1,
29/6/2010,João Pedro,19069586,1651,3/9/1992,18,0,0,0,0,1750,5550,5550,148,111,5138415,184,73,DM/M/AM/S C,3,2,1,2,1,3,3,4,1,2,2,13,9,12,12,12,10,10,11,6,9,12,11,10,12,11,12,13,11,13,13,11,13,12,8,12,11,11,11,12,10,12,12,10,12,12,20,13,11,10,12,7,9,15,7,14,10,12,9,10,11,7,DM/M/AM/S C,441,17,20,20,1,18,1,1,20,1,1,1,20,1,1,1,1,1,18,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JoÃ£o Pedro,Â£1.53m ,Serie A,
29/6/2010,Ishak Belfodil,85029184,769,1/12/1992,18,0,0,0,0,1300,5219,5200,159,116,15868587,191,86,S C,2,2,2,3,2,3,2,1,2,2,1,5,6,12,12,14,7,13,10,6,2,8,11,2,14,8,12,12,12,12,11,11,14,13,5,13,6,9,11,14,11,16,15,5,15,12,20,14,16,13,8,15,6,5,15,16,11,14,14,14,14,8,S C,601,20,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ishak Belfodil,Â£450Th. ,Ligue 1,
29/6/2010,Fabio Barrichello,43062374,776,12/14/1991,18,0,0,0,0,50,1300,1300,138,47,64292,185,74,S C,3,1,2,2,3,3,2,1,2,2,3,3,6,7,10,5,4,7,9,3,4,8,9,5,7,7,8,8,9,9,9,9,11,12,5,9,9,8,8,12,10,10,11,6,15,9,20,13,7,9,9,8,13,9,14,20,13,10,13,13,4,4,S C,601,20,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Daniele Ragatzu,43024335,776,9/21/1991,18,0,0,0,0,250,5129,5000,145,114,4212078,172,70,AM/S LC,2,3,1,1,1,2,1,4,1,3,2,7,7,13,11,10,6,6,8,7,6,10,11,9,12,13,12,11,10,10,9,9,10,10,7,14,5,12,12,15,17,11,6,11,17,14,20,14,11,9,3,8,7,14,8,4,16,12,17,7,16,12,AM/S LC,624,20,17,20,1,1,1,17,12,1,1,1,15,17,1,1,1,1,1,12,1,1,1,2322170000000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Daniele Ragatzu,Â£1.35m ,Serie A,
29/6/2010,Coutinho,19046041,1651,6/12/1992,18,0,0,7,3,3660,6350,6350,170,121,35372690,172,64,M/AM C,1,2,3,2,3,1,2,2,2,3,1,12,12,16,11,15,9,6,12,3,6,13,10,5,16,11,12,11,11,13,13,13,13,16,5,13,6,13,13,14,16,9,6,7,14,15,20,13,9,12,7,11,7,12,16,16,6,13,18,14,16,8,M/AM C,411,15,20,20,1,1,1,13,20,1,1,1,20,13,1,1,1,1,18,10,1,1,1,1048576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Yannis Tafer,34011690,769,2/11/1991,19,0,0,0,0,3364,5219,5200,160,116,4176566,180,67,S C,3,3,3,3,2,2,1,1,2,1,3,5,8,13,13,13,8,8,11,5,3,9,15,2,13,7,12,9,14,12,8,11,13,14,6,15,7,11,13,16,14,12,9,20,15,15,5,16,9,13,7,15,6,6,13,14,15,14,16,14,14,6,S C,601,20,10,20,1,1,1,10,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yannis Tafer,Â£900Th. ,Ligue 1,
29/6/2010,Wilson Eduardo,55009688,788,7/8/1990,19,0,0,0,0,1250,4750,4750,127,95,1694741,176,72,AM/S RC,2,1,1,3,2,3,2,3,2,1,2,8,11,10,13,13,9,11,7,3,7,9,13,8,13,11,14,5,10,8,6,12,10,14,8,13,5,12,12,14,13,9,6,9,6,13,20,7,4,9,8,10,13,10,6,11,14,9,11,10,13,11,AM/S RC,623,20,17,20,1,1,1,12,12,17,1,1,10,12,17,1,1,1,1,1,12,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wilson Eduardo,Â£720Th. ,Liga NOS,
29/6/2010,Victor Moses,5007466,765,12/12/1990,19,0,0,0,0,3600,6150,6150,139,126,6268216,178,75,AM/S RLC,1,3,2,1,2,2,3,4,3,3,3,7,10,15,11,12,8,8,9,15,3,11,8,4,13,7,8,8,13,5,10,6,8,17,6,11,7,8,10,14,12,11,8,13,10,14,20,9,12,5,10,10,12,13,11,14,12,11,11,8,12,7,AM/S RLC,626,20,17,20,1,1,1,17,12,17,1,1,17,17,17,1,1,1,1,12,12,1,1,87995300000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Victor Moses,Â£2.25m ,Premier League,
29/6/2010,Steven Monrose,34011766,769,7/20/1990,19,0,0,0,0,1000,5219,5200,150,116,5076931,180,73,M/AM RC,3,1,3,2,2,3,3,2,3,1,3,11,11,13,9,11,8,12,8,6,3,10,8,3,13,9,12,9,11,11,11,10,12,12,5,13,6,8,12,16,14,12,10,5,14,15,20,13,12,13,7,5,6,10,5,14,15,10,15,15,15,6,M/AM RC,413,15,20,15,1,1,1,1,20,20,1,1,1,1,20,1,1,1,1,1,12,1,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven Joseph-Monrose,Â£360Th. ,Ligue 1,
29/6/2010,Squipon Bektasi,91003261,752,9/14/1990,19,0,0,0,0,2352,4364,4250,125,97,1300062,177,75,S C,3,1,1,1,1,3,3,5,3,2,2,6,8,10,14,11,7,7,10,8,7,11,5,6,11,12,8,5,6,9,11,11,7,10,7,12,13,10,12,13,12,12,10,10,12,13,20,12,11,9,14,8,5,10,14,6,11,6,13,8,10,7,S C,601,20,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shqipon Bektasi,Â£135Th. ,Bundesliga,
29/6/2010,Rodrigo,67086280,796,3/6/1991,19,0,0,0,0,2352,4500,4500,143,97,11999999,180,77,S C,2,2,3,1,1,1,1,1,3,2,2,5,8,10,16,13,12,11,13,5,4,9,12,5,12,10,11,8,12,7,8,10,10,13,6,13,5,10,9,11,9,13,10,20,16,12,6,13,10,11,6,10,11,4,12,13,7,12,19,13,12,5,S C,601,20,13,20,1,1,1,13,6,5,1,1,10,13,5,1,1,1,1,6,1,1,1,35184400000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rodrigo,Â£3.60m ,Premier League,
29/6/2010,Rober,67093058,796,2/14/1991,19,0,0,0,0,1225,3000,3000,94,70,277249,170,63,S C,1,1,2,1,2,2,2,1,2,2,1,5,10,11,13,11,3,13,6,3,2,9,9,2,7,15,7,9,13,7,7,10,10,7,13,11,7,11,13,13,10,7,5,9,15,12,20,9,4,10,8,10,12,10,13,18,12,14,14,9,9,14,S C,601,20,15,20,1,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roberto,Â£5.04m ,Liga NOS,
29/6/2010,Petar Sliskovic,92021437,761,2/21/1991,19,0,0,0,0,1500,4859,4750,133,108,1448865,193,84,S C,1,3,1,2,3,1,2,1,1,1,3,4,7,8,13,6,5,12,12,5,8,7,6,4,12,10,13,13,15,9,12,8,8,10,11,15,14,8,7,11,9,14,16,10,9,14,20,14,10,11,4,8,11,6,13,14,9,10,9,7,16,14,S C,601,20,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Petar Sliskovic,Â£540Th. ,Bundesliga,
29/6/2010,Peniel Mlapa,91012819,771,2/20/1991,19,0,0,0,0,2450,6350,6350,145,127,5463882,193,85,AM/S RC,1,3,2,3,2,3,1,1,3,1,1,5,8,10,14,14,9,8,12,4,4,9,10,8,12,6,10,14,12,10,10,9,10,8,5,11,7,13,15,14,13,15,15,10,13,16,20,12,16,11,16,3,10,10,17,13,10,6,9,9,11,5,AM/S RC,623,20,16,20,1,1,1,14,12,16,1,1,1,14,16,1,1,1,1,1,12,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peniel Mlapa,Â£2.70m ,Bundesliga,
