GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK/AerialAbility,GK/CommandOfArea,GK/Communication,GK/Eccentricity,GK/Handling,GK/Kicking,GK/OneOnOnes,GK/Reflexes,GK/RushingOut,GK/TendencyToPunch,GK/Throwing,Tech/Corners,Tech/Crossing,Tech/Dribbling,Tech/Finishing,Tech/FirstTouch,Tech/Freekicks,Tech/Heading,Tech/LongShots,Tech/Longthrows,Tech/Marking,Tech/Passing,Tech/PenaltyTaking,Tech/Tackling,Tech/Technique,Mental/Aggression,Mental/Anticipation,Mental/Bravery,Mental/Composure,Mental/Concentration,Mental/Vision,Mental/Decisions,Mental/Determination,Mental/Flair,Mental/Leadership,Mental/OffTheBall,Mental/Positioning,Mental/Teamwork,Mental/Workrate,Phy/Acceleration,Phy/Agility,Phy/Balance,Phy/Jumping,Phy/LeftFoot,Phy/NaturalFitness,Phy/Pace,Phy/RightFoot,Phy/Stamina,Phy/Strength,Hidden/Consistency,Hidden/Dirtiness,Hidden/ImportantMatches,Hidden/InjuryProness,Hidden/Versatility,Personality/Adaptability,Personality/Ambition,Personality/Loyalty,Personality/Pressure,Personality/Professional,Personality/Sportsmanship,Personality/Temperament,Personality/Controversy,Positions/PositionsDesc,Positions/PositionsDescVal,Positions/Striker,Positions/AttackingMidfielder,Positions/Centre,Positions/Defender,Positions/DefensiveMidfielder,Positions/Goalkeeper,Positions/Left,Positions/Midfielder,Positions/Right,Positions/Sweeper,Positions/WingBack,Positions/AttackingMidCentral,Positions/AttackingMidLeft,Positions/AttackingMidRight,Positions/DefenderCentral,Positions/DefenderLeft,Positions/DefenderRight,Positions/MidfielderCentral,Positions/MidfielderLeft,Positions/MidfielderRight,Positions/WingBackLeft,Positions/WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
29/6/2010,Arnaud Souquet,85014379,769,2/12/1992,18,0,0,0,0,3364,5219,5200,150,116,4569351,180,69,DM/M C,2,1,3,2,3,3,2,6,1,3,1,6,10,9,7,11,6,10,11,5,8,12,10,11,12,12,13,13,14,14,13,13,16,8,11,7,11,14,16,15,12,13,10,5,15,14,20,16,10,14,12,14,7,10,13,15,14,15,15,15,15,6,DM/M C,421,5,1,20,10,16,1,8,20,14,1,10,1,1,1,1,1,10,20,8,14,1,10,8796090000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Arnaud Souquet,Â£225Th. ,Ligue 1,
29/6/2010,Tiago Dutra,19039555,1651,9/17/1990,19,0,0,10,0,1750,5300,4000,159,106,48415,175,76,DM/M C,3,2,1,3,2,1,1,1,2,3,1,10,9,8,7,11,10,8,9,5,11,12,11,13,12,16,11,16,11,11,11,11,16,12,8,11,11,13,13,13,12,11,6,20,15,14,9,12,11,11,12,9,11,12,9,14,8,10,10,12,12,9,DM/M C,311,1,1,20,1,20,1,12,16,1,1,10,1,1,1,1,1,1,16,12,1,10,1,32768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Lukman Haruna,29022525,38,12/4/1990,19,7,1,15,1,3844,6200,5550,170,124,9157307,185,77,M/AM C,2,1,2,2,1,1,1,7,3,1,1,10,8,15,8,15,12,11,13,5,7,13,12,11,15,14,12,13,11,11,12,11,13,13,9,12,8,12,15,14,13,14,12,8,13,13,20,15,14,13,14,15,8,10,11,14,13,12,11,9,15,8,M/AM C,411,1,17,20,1,15,1,1,20,1,1,1,17,1,1,1,1,1,20,1,1,1,1,35184400000000.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lukman Haruna,Â£2.16m ,Ligue 1,
29/6/2010,Josuha Guilavogui,34009731,769,9/19/1990,19,0,0,0,0,2600,5264,5250,150,117,4788224,187,77,DM C,1,2,2,3,3,1,3,2,2,2,3,5,7,9,6,11,10,16,12,6,13,11,6,11,11,13,14,14,12,12,12,9,15,8,9,8,12,16,15,15,11,16,14,5,13,12,20,16,14,15,13,12,8,10,10,13,13,14,13,14,14,6,DM C,301,1,1,20,14,20,1,1,15,8,1,8,1,1,1,14,1,8,15,1,1,1,8,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Josuha Guilavogui,Â£1.08m ,Ligue 1,
29/6/2010,Jan Kirchhoff,35017380,771,10/1/1990,19,0,0,0,0,2250,5500,5500,118,110,3648573,195,82,DM C,2,1,1,3,3,3,2,2,1,1,2,5,9,8,5,5,4,14,11,14,14,14,11,14,11,11,8,16,14,15,9,7,10,8,11,12,13,14,14,13,11,15,18,10,12,13,20,11,12,12,10,10,3,5,5,13,9,14,14,11,7,14,DM C,301,1,1,20,1,20,1,1,15,1,1,1,1,1,1,1,1,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jan Kirchhoff,Â£900Th. ,Bundesliga,
29/6/2010,James McCarthy,61002273,789,11/12/1990,19,1,0,5,0,3906,6000,6350,156,125,13534989,181,63,DM/M/AM RC,1,3,2,1,3,1,1,3,3,1,2,10,11,13,14,12,5,10,13,4,7,15,8,11,17,10,11,11,11,7,12,11,10,12,5,15,11,13,14,14,12,10,8,10,14,13,20,15,5,11,8,14,5,10,12,5,18,14,15,10,10,17,DM/M/AM RC,433,1,20,20,1,17,1,10,20,15,1,1,20,10,13,1,1,1,20,10,15,1,1,51539609760.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,James McCarthy,Â£2.70m ,Premier League,
29/6/2010,Jack Rodwell,28010312,765,3/11/1991,19,0,0,11,2,4556,7100,7100,172,135,15908261,188,80,D/DM/M C,3,1,2,2,3,2,1,1,1,2,1,4,9,10,9,14,4,14,11,3,13,14,10,14,14,13,12,13,14,11,12,13,12,5,14,8,14,14,14,14,12,14,14,10,15,14,20,16,13,9,7,12,5,10,7,15,13,14,13,11,15,5,D/DM/M C,431,1,1,20,18,18,1,1,20,1,1,1,1,1,1,18,1,1,20,1,1,1,1,32832.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack Rodwell,Â£12.60m ,Premier League,
29/6/2010,Iñigo Martínez,67104772,796,5/17/1991,19,0,0,0,0,1482,3550,3550,143,77,1308726,186,83,D/DM C,1,3,2,2,1,3,2,1,3,1,1,2,2,3,5,4,4,8,9,7,10,8,3,12,9,12,13,11,12,12,9,11,7,11,13,5,11,12,11,11,13,12,10,20,17,10,9,11,12,10,12,11,8,10,7,11,9,10,13,7,8,8,D/DM C,111,1,1,20,20,16,1,8,15,1,1,1,1,1,1,20,8,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Igor MartÃ­nez,Â£1.35m ,LaLiga,
29/6/2010,Franco Zuculini,14006042,1649,9/5/1990,19,1,0,9,0,3600,6750,6250,164,125,9200000,176,70,DM/M RC,2,3,1,3,1,3,1,1,2,1,1,6,10,12,6,15,6,8,7,12,18,14,8,11,14,19,7,19,8,9,10,8,18,9,11,13,7,15,19,17,15,16,7,8,12,13,20,18,12,9,14,12,6,10,2,9,12,13,8,9,7,14,DM/M RC,423,1,1,20,1,18,1,14,20,17,1,1,1,1,1,1,1,1,20,14,17,1,1,137439000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Franco Zuculini,Â£2.70m ,Serie A,
29/6/2010,Francis Coquelin,34012022,769,5/13/1991,19,0,0,0,0,2025,3150,4250,149,90,-1,178,73,D/DM/M RC,1,2,2,2,2,1,3,1,1,2,1,5,5,8,5,10,4,9,5,5,10,11,3,13,12,12,11,15,9,10,8,9,16,8,13,10,10,14,15,12,10,12,8,12,14,10,20,15,12,14,5,10,10,15,13,16,14,10,13,15,14,5,D/DM/M RC,333,1,1,20,17,20,1,1,16,17,1,1,1,1,1,1,1,17,16,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Francis Coquelin,Â£1.17m ,Ligue 1,
29/6/2010,Emmanuel Badu,12035987,21,12/2/1990,19,3,0,0,0,2800,5800,5300,143,115,4386257,173,70,DM/M C,2,2,3,3,2,1,2,2,3,2,1,11,11,8,6,9,14,11,14,11,14,12,9,12,11,15,13,14,12,11,11,10,11,9,13,13,11,14,14,14,13,15,8,5,15,13,20,14,14,12,13,14,6,8,10,10,11,9,12,11,12,7,DM/M C,311,1,1,20,1,20,1,1,18,1,1,1,1,1,1,1,1,1,18,1,1,1,1,35184400000000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Emmanuel Badu,Â£1.35m ,Serie A,
29/6/2010,Danilo Spina,43018021,776,9/17/1990,19,0,0,0,0,650,3050,3050,133,70,101829,174,75,DM/M C,1,3,2,1,2,2,3,2,1,2,1,8,8,10,8,9,10,8,11,7,10,10,4,9,9,8,9,9,11,9,10,13,11,9,11,9,11,10,11,6,9,10,4,10,13,8,20,10,11,15,12,9,4,10,7,7,12,12,9,9,9,2,DM/M C,311,1,1,20,1,20,1,1,17,1,1,1,1,1,1,1,1,1,17,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Danilo Dias,Â£630Th. ,Liga NOS,
29/6/2010,Benjamin Stambouli,34008684,769,8/13/1990,19,0,0,0,0,1350,2700,2700,140,108,1885380,180,75,D/DM C,2,2,3,2,2,3,2,1,1,2,2,6,8,8,5,11,6,12,8,6,12,12,6,11,11,11,13,13,14,14,12,11,14,5,13,7,13,16,14,11,12,14,10,5,15,10,20,16,14,14,11,14,5,10,7,13,14,15,15,15,15,5,D/DM C,111,1,1,20,20,16,1,1,15,1,1,1,1,1,1,20,1,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benjamin Stambouli,Â£1.17m ,Ligue 1,
29/6/2010,Andrea Bertolacci,43028376,776,1/11/1991,19,0,0,0,0,350,5084,4650,142,113,426105,179,75,M C,1,2,1,3,3,3,1,4,1,1,1,9,11,13,10,12,9,8,12,9,10,13,8,13,13,12,11,13,13,12,14,11,14,12,13,14,11,14,13,13,11,10,9,20,13,12,5,12,13,12,11,12,8,13,11,13,12,13,14,13,14,5,M C,401,7,15,20,1,15,1,1,20,1,1,1,15,1,1,1,1,1,20,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andrea Bertolacci,Â£1.35m ,Serie A,
29/6/2010,Yann M'Vila,8449433,769,6/29/1990,20,0,0,8,0,4830,6254,6250,175,139,15307332,178,78,DM C,3,1,3,2,2,3,3,3,3,3,1,8,8,11,6,12,10,12,12,6,14,14,8,14,12,14,17,15,14,14,13,14,16,12,9,11,13,15,17,10,13,15,10,8,14,13,20,16,15,13,14,16,6,6,16,14,14,16,14,11,11,7,DM C,301,1,1,20,1,20,1,1,15,1,1,1,1,1,1,1,1,1,15,1,1,1,1,131072.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yann M'Vila,Â£14.85m ,Ligue 1,
29/6/2010,Wilson Souprayen,8447295,769,2/24/1990,20,0,0,0,0,50,2400,2400,140,97,1798736,184,75,D C,3,3,3,3,3,2,1,1,2,2,3,5,6,7,5,12,7,14,8,6,12,8,7,9,12,14,12,13,11,11,7,12,10,6,9,7,12,13,15,12,9,14,12,20,12,10,5,15,13,14,14,10,12,11,11,17,4,8,6,11,9,11,D C,101,1,1,20,20,15,1,1,15,1,1,1,1,1,1,20,1,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Sebastian Rudy,29022542,771,2/28/1990,20,0,0,0,0,3250,6300,6300,146,122,8000000,179,73,DM/M C,2,3,2,1,2,3,3,3,3,2,2,13,14,12,10,16,10,7,12,6,7,16,11,9,15,6,12,6,14,9,17,10,10,12,5,10,9,18,12,12,15,6,7,12,8,14,20,9,6,10,4,10,9,14,14,13,10,12,20,14,14,5,DM/M C,421,1,15,20,1,17,1,14,20,13,1,1,15,1,1,1,1,1,20,14,13,1,1,8813290000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sebastian Rudy,Â£5.85m ,Bundesliga,
29/6/2010,Rene Krhin,64001295,795,5/21/1990,20,4,0,0,0,3481,6100,6100,148,118,1948752,189,78,DM/M C,1,1,1,1,1,1,1,1,1,1,1,8,8,10,6,13,8,13,11,5,11,14,11,14,13,14,11,12,11,13,12,11,15,10,10,10,15,14,14,11,11,13,13,10,14,11,20,14,13,12,13,11,14,12,15,12,15,13,17,16,14,5,DM/M C,311,1,5,20,8,20,1,1,18,8,1,1,5,1,1,1,1,8,18,1,1,1,1,4294967488.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rene Krhin,Â£1.80m ,Serie A,
29/6/2010,Patrick Funk,29022521,771,2/11/1990,20,0,0,0,0,3000,5750,5750,140,115,8835806,177,73,D/DM/M RC,3,2,1,2,2,3,1,1,1,2,2,14,6,9,5,12,10,10,7,6,12,13,17,13,12,15,12,17,12,12,11,13,14,5,16,8,12,16,18,11,10,12,9,6,15,11,20,14,15,12,6,14,4,16,12,14,16,16,13,12,10,11,D/DM/M RC,433,1,1,20,17,17,1,10,20,17,1,1,1,1,1,1,10,17,20,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patrick Funk,Â£675Th. ,Bundesliga,
29/6/2010,Nicolas Nkoulou,12007662,11,3/27/1990,20,20,0,4,0,4225,6500,5850,170,130,9285899,180,77,D/DM C,2,3,2,3,2,3,1,1,3,3,3,5,7,11,6,13,6,11,9,6,16,12,7,13,13,12,15,15,12,12,13,12,16,9,10,7,14,15,13,15,13,15,10,5,15,14,20,14,15,13,12,16,7,12,9,15,14,13,15,14,14,7,D/DM C,321,7,1,20,18,20,5,1,15,12,1,12,1,1,1,18,1,12,15,1,1,1,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolas N'Koulou,Â£4.50m ,Ligue 1,
29/6/2010,Moussa Sissoko,8448722,769,8/16/1989,20,2,0,11,2,5329,6569,6550,180,146,16779908,187,83,DM/M C,1,1,3,1,2,3,1,5,3,1,3,6,9,13,11,14,11,13,15,5,12,14,8,11,14,11,15,14,14,14,14,12,17,11,10,12,12,12,16,16,13,16,14,8,15,13,20,17,16,13,11,15,7,8,12,15,14,11,13,14,14,6,DM/M C,421,5,14,20,1,16,1,12,20,14,1,1,10,12,14,1,1,1,20,12,14,1,1,292.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moussa Sissoko,Â£9.90m ,Ligue 1,
