GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK/AerialAbility,GK/CommandOfArea,GK/Communication,GK/Eccentricity,GK/Handling,GK/Kicking,GK/OneOnOnes,GK/Reflexes,GK/RushingOut,GK/TendencyToPunch,GK/Throwing,Tech/Corners,Tech/Crossing,Tech/Dribbling,Tech/Finishing,Tech/FirstTouch,Tech/Freekicks,Tech/Heading,Tech/LongShots,Tech/Longthrows,Tech/Marking,Tech/Passing,Tech/PenaltyTaking,Tech/Tackling,Tech/Technique,Mental/Aggression,Mental/Anticipation,Mental/Bravery,Mental/Composure,Mental/Concentration,Mental/Vision,Mental/Decisions,Mental/Determination,Mental/Flair,Mental/Leadership,Mental/OffTheBall,Mental/Positioning,Mental/Teamwork,Mental/Workrate,Phy/Acceleration,Phy/Agility,Phy/Balance,Phy/Jumping,Phy/LeftFoot,Phy/NaturalFitness,Phy/Pace,Phy/RightFoot,Phy/Stamina,Phy/Strength,Hidden/Consistency,Hidden/Dirtiness,Hidden/ImportantMatches,Hidden/InjuryProness,Hidden/Versatility,Personality/Adaptability,Personality/Ambition,Personality/Loyalty,Personality/Pressure,Personality/Professional,Personality/Sportsmanship,Personality/Temperament,Personality/Controversy,Positions/PositionsDesc,Positions/PositionsDescVal,Positions/Striker,Positions/AttackingMidfielder,Positions/Centre,Positions/Defender,Positions/DefensiveMidfielder,Positions/Goalkeeper,Positions/Left,Positions/Midfielder,Positions/Right,Positions/Sweeper,Positions/WingBack,Positions/AttackingMidCentral,Positions/AttackingMidLeft,Positions/AttackingMidRight,Positions/DefenderCentral,Positions/DefenderLeft,Positions/DefenderRight,Positions/MidfielderCentral,Positions/MidfielderLeft,Positions/MidfielderRight,Positions/WingBackLeft,Positions/WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
29/6/2010,Thanos Petsos,91014707,772,6/5/1991,19,0,0,1,0,500,4000,4000,125,85,376639,184,80,D RLC,3,1,1,3,3,3,3,1,2,2,3,10,8,8,10,7,5,14,4,4,11,8,5,14,12,9,12,14,9,13,4,6,10,4,11,5,9,11,13,9,8,7,12,20,10,13,9,9,8,4,9,10,11,10,8,13,10,16,7,9,7,9,D RLC,106,1,1,20,20,1,1,20,1,16,1,7,1,1,1,20,20,16,1,1,1,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thanos Petsos,Â£1.35m ,Bundesliga,
29/6/2010,Salif Sané,85049933,769,8/25/1990,19,0,0,0,0,1200,2450,2450,132,99,3461302,194,84,D C,2,1,2,2,1,3,1,4,3,2,2,5,5,9,6,11,5,14,11,5,13,8,6,8,11,15,10,13,10,10,8,11,13,7,2,6,11,12,14,9,6,15,17,5,14,10,20,14,15,14,10,8,3,10,12,15,14,13,12,13,13,8,D C,101,1,5,20,20,10,1,1,10,1,1,1,5,1,1,20,1,1,10,1,1,1,1,32768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salif SanÃ©,Â£315Th. ,Ligue 1,
29/6/2010,Rédah Atassi,85057616,769,3/16/1991,19,0,0,0,0,50,2250,2250,110,99,3092122,187,78,D LC,2,1,2,2,3,3,1,1,1,3,2,5,7,6,7,9,6,14,6,7,13,8,5,10,9,14,12,15,11,11,7,10,14,5,9,6,11,14,13,12,9,14,13,20,9,11,5,14,14,14,14,10,7,10,6,14,16,6,13,11,11,8,D LC,104,1,1,20,20,1,1,15,1,1,1,1,1,1,1,20,15,1,1,1,1,1,1,32800.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RÃ©dah Atassi, ,Ligue 1,
29/6/2010,Moriké Kallé,85042570,31,9/19/1990,19,1,0,4,0,2100,5500,2750,145,110,1892779,184,78,D C,1,3,3,2,2,2,1,3,2,3,1,5,5,6,7,8,6,13,7,8,14,7,6,12,8,13,13,17,11,13,8,12,14,6,10,6,11,15,13,13,9,14,12,5,13,11,20,14,14,13,13,5,7,8,11,14,12,12,14,14,16,5,D C,101,1,1,20,20,1,1,1,1,10,1,10,1,1,1,20,1,10,1,1,1,1,10,32768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Michele Contini,43026372,776,3/27/1991,19,0,0,0,0,50,400,400,105,35,1552,192,88,D RLC,1,1,1,1,1,2,2,1,3,2,3,1,3,6,2,4,0,8,2,8,4,2,2,10,2,17,7,5,3,7,2,9,6,4,11,2,11,10,9,12,12,11,12,6,14,12,20,5,5,7,10,10,13,10,8,2,13,13,15,9,7,16,D RLC,106,1,1,20,20,1,1,20,1,20,1,9,1,1,1,20,20,20,1,1,1,6,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michele Canini,Â£3.42m ,Serie A,
29/6/2010,Mathieu Peybernes,34009939,769,10/21/1990,19,0,0,0,0,900,4500,4500,150,100,1314281,184,80,D C,1,1,2,1,3,3,1,3,1,3,1,5,6,9,4,8,4,14,10,5,11,7,2,10,8,10,14,12,12,12,7,11,11,5,9,5,13,14,16,9,9,14,12,8,10,11,20,14,14,14,10,10,6,10,13,6,11,14,9,5,8,8,D C,101,1,1,20,20,1,1,10,1,13,1,1,1,1,1,20,10,13,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mathieu Peybernes,Â£270Th. ,Ligue 1,
29/6/2010,Mateo Musacchio,14000745,1649,8/26/1990,19,0,0,3,0,4489,6700,6700,154,134,24194402,180,73,D C,1,1,2,2,1,3,3,4,2,3,2,5,8,11,6,11,4,14,6,10,14,12,10,16,12,17,17,13,12,14,11,12,10,8,11,6,15,14,14,14,13,12,11,6,14,15,20,16,10,15,14,12,6,12,14,9,12,5,9,1,6,12,D C,101,1,1,20,20,10,1,1,1,12,15,1,1,1,1,20,1,12,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mateo Musacchio,Â£4.50m ,LaLiga,
29/6/2010,Marc Bartra,67063004,796,1/15/1991,19,0,0,0,0,2500,5250,5250,132,105,1978902,184,82,D RC,2,3,3,3,1,2,3,4,3,3,1,5,8,8,5,10,5,11,4,9,13,12,9,12,10,8,11,13,8,12,8,10,8,7,11,8,14,14,13,13,10,12,11,7,11,13,20,14,10,12,10,10,7,12,11,12,11,13,15,13,7,13,D RC,103,1,1,20,20,1,1,10,1,16,1,1,1,1,1,20,10,16,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marc Bartra,Â£1.35m ,LaLiga,
29/6/2010,José Manuel Velázquez,86005919,1658,9/8/1990,19,7,1,17,1,1500,4724,4250,133,105,1853230,184,78,D C,1,1,2,2,3,1,1,1,1,2,1,9,6,1,6,9,7,13,5,0,12,11,9,13,5,8,11,14,10,11,0,11,10,3,13,8,12,16,14,12,12,8,14,11,12,13,20,10,9,10,11,10,10,10,8,14,9,7,8,5,11,16,D C,101,1,1,20,20,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Johan Martial,85038920,769,5/30/1991,19,0,0,0,0,2300,3550,3550,150,108,934787,184,82,D C,3,2,2,2,1,3,3,1,3,2,2,5,7,7,6,9,5,14,7,6,13,7,6,12,9,10,14,14,12,12,6,11,9,6,10,7,12,12,13,12,10,14,13,20,14,10,5,14,14,13,10,14,8,6,14,14,10,11,14,14,14,8,D C,101,1,1,20,20,1,1,10,1,1,1,10,1,1,1,20,10,1,1,1,1,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johan Martial,Â£720Th. ,Ligue 1,
29/6/2010,Jack Rodwell,28010312,765,3/11/1991,19,0,0,11,2,4556,7100,7100,172,135,15908261,188,80,D/DM/M C,3,1,2,2,3,2,1,1,1,2,1,4,9,10,9,14,4,14,11,3,13,14,10,14,14,13,12,13,14,11,12,13,12,5,14,8,14,14,14,14,12,14,14,10,15,14,20,16,13,9,7,12,5,10,7,15,13,14,13,11,15,5,D/DM/M C,431,1,1,20,18,18,1,1,20,1,1,1,1,1,1,18,1,1,20,1,1,1,1,32832.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack Rodwell,Â£12.60m ,Premier League,
29/6/2010,Iñigo Martínez,67104772,796,5/17/1991,19,0,0,0,0,1482,3550,3550,143,77,1308726,186,83,D/DM C,1,3,2,2,1,3,2,1,3,1,1,2,2,3,5,4,4,8,9,7,10,8,3,12,9,12,13,11,12,12,9,11,7,11,13,5,11,12,11,11,13,12,10,20,17,10,9,11,12,10,12,11,8,10,7,11,9,10,13,7,8,8,D/DM C,111,1,1,20,20,16,1,8,15,1,1,1,1,1,1,20,8,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Igor MartÃ­nez,Â£1.35m ,LaLiga,
29/6/2010,Ezequiel Muñoz,14000741,1649,10/8/1990,19,0,0,1,0,4160,5804,5500,165,129,8471140,185,82,D C,3,3,2,2,1,3,3,2,1,2,2,5,7,8,9,10,5,15,7,9,16,11,10,15,11,15,12,15,11,11,6,10,15,7,9,6,14,13,14,12,14,16,14,6,17,13,20,14,15,13,14,12,15,10,11,15,14,15,15,16,10,11,D C,101,1,1,20,20,1,1,1,1,11,1,1,1,1,1,20,1,11,1,1,1,1,1,32768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ezequiel MuÃ±oz,Â£5.40m ,Serie A,
29/6/2010,Benjamin Stambouli,34008684,769,8/13/1990,19,0,0,0,0,1350,2700,2700,140,108,1885380,180,75,D/DM C,2,2,3,2,2,3,2,1,1,2,2,6,8,8,5,11,6,12,8,6,12,12,6,11,11,11,13,13,14,14,12,11,14,5,13,7,13,16,14,11,12,14,10,5,15,10,20,16,14,14,11,14,5,10,7,13,14,15,15,15,15,5,D/DM C,111,1,1,20,20,16,1,1,15,1,1,1,1,1,1,20,1,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benjamin Stambouli,Â£1.17m ,Ligue 1,
29/6/2010,Zarko Tomasevic,62055352,62002127,2/22/1990,20,1,0,3,0,1750,5650,5250,133,106,1099293,190,78,D C,3,1,3,1,1,3,2,2,2,1,3,8,9,7,8,9,8,13,7,10,13,8,10,12,9,13,12,10,13,12,7,9,13,6,12,9,12,11,11,11,9,8,15,20,14,11,10,11,14,11,9,10,8,12,13,12,14,14,14,14,14,5,D C,101,1,1,20,20,5,1,10,1,10,10,1,1,1,1,20,10,10,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zarko Tomasevic,Â£720Th. ,Liga NOS,
29/6/2010,Wilson Souprayen,8447295,769,2/24/1990,20,0,0,0,0,50,2400,2400,140,97,1798736,184,75,D C,3,3,3,3,3,2,1,1,2,2,3,5,6,7,5,12,7,14,8,6,12,8,7,9,12,14,12,13,11,11,7,12,10,6,9,7,12,13,15,12,9,14,12,20,12,10,5,15,13,14,14,10,12,11,11,17,4,8,6,11,9,11,D C,101,1,1,20,20,15,1,1,15,1,1,1,1,1,1,20,1,1,15,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Teddy Mézague,34000012,769,5/27/1990,20,0,0,0,0,50,2450,2450,125,99,2532744,185,83,D C,3,3,1,2,1,2,3,1,3,3,3,5,5,5,5,7,2,14,3,6,13,6,2,10,7,8,11,14,12,12,6,11,11,5,8,6,12,16,16,11,7,15,12,5,15,10,20,13,15,14,6,10,5,10,11,20,20,14,15,12,13,10,D C,101,1,1,20,20,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teddy MÃ©zague,Â£45Th. ,Ligue 1,
29/6/2010,Tamás Kádár,38001846,773,3/14/1990,20,0,0,1,0,3000,4949,5600,150,110,8221322,188,72,D LC,1,3,3,2,3,1,1,2,2,3,2,5,8,10,5,13,5,11,8,10,12,8,8,14,11,16,10,16,11,10,8,12,13,10,7,8,13,10,11,14,14,11,12,20,10,12,7,13,13,12,12,10,12,9,12,16,10,12,12,8,13,5,D LC,104,1,1,20,20,1,1,19,1,1,1,10,1,1,1,20,19,1,1,1,1,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Sídnei,8832967,1651,8/23/1989,20,0,0,12,0,3500,6650,6650,149,136,10859232,185,80,D C,1,3,2,1,3,1,1,1,3,2,1,5,6,8,7,12,7,15,7,8,14,9,9,15,11,15,14,12,13,13,6,10,13,9,10,6,14,13,11,13,12,17,16,10,12,12,20,16,17,11,10,11,8,6,13,16,15,15,10,14,12,10,D C,101,1,1,20,20,8,1,5,1,5,10,1,1,1,1,20,5,5,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sidnei,Â£3.60m ,Liga NOS,
29/6/2010,Sebastian Jung,35017378,771,6/22/1990,20,0,0,0,0,2000,6150,6150,134,123,2947123,178,68,D C,2,1,3,2,2,3,2,5,1,2,2,7,14,11,11,12,8,10,11,8,13,12,9,12,10,9,13,12,12,13,14,13,11,8,8,12,13,14,16,14,13,12,9,7,16,15,20,13,11,10,7,10,8,9,10,10,2,8,17,6,14,7,D C,101,1,1,20,20,14,1,1,1,13,1,1,1,1,1,20,1,13,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sebastian Jung,Â£3.15m ,Bundesliga,
29/6/2010,Ömer Toprak,91000354,771,7/21/1989,20,0,0,0,0,2750,6000,6000,166,130,8369107,186,81,D C,2,3,1,2,2,3,2,3,1,3,2,7,7,8,10,10,8,15,7,8,15,13,8,14,10,12,10,10,12,12,12,11,17,12,10,11,12,12,13,14,15,15,14,10,10,15,20,14,13,15,5,11,12,6,12,17,14,13,15,14,7,12,D C,101,1,1,20,20,8,1,12,1,14,1,1,1,1,1,20,12,14,1,1,1,1,1,8800390000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ãmer Toprak,Â£3.60m ,Bundesliga,
29/6/2010,Nicolas Seguin,34011691,769,3/6/1990,20,0,0,0,0,1400,2800,2800,140,113,6314493,181,76,D C,3,3,2,2,3,2,1,1,3,1,3,5,8,8,6,11,6,12,7,7,12,10,6,10,11,11,13,13,13,13,9,12,14,5,8,7,13,13,11,14,10,14,9,8,15,13,20,17,14,14,11,15,7,12,7,14,17,15,15,15,15,6,D C,101,1,1,20,20,1,1,10,1,14,1,14,1,1,1,20,10,14,1,1,1,10,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolas Seube,Â£1.35m ,Ligue 1,
