GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK/AerialAbility,GK/CommandOfArea,GK/Communication,GK/Eccentricity,GK/Handling,GK/Kicking,GK/OneOnOnes,GK/Reflexes,GK/RushingOut,GK/TendencyToPunch,GK/Throwing,Tech/Corners,Tech/Crossing,Tech/Dribbling,Tech/Finishing,Tech/FirstTouch,Tech/Freekicks,Tech/Heading,Tech/LongShots,Tech/Longthrows,Tech/Marking,Tech/Passing,Tech/PenaltyTaking,Tech/Tackling,Tech/Technique,Mental/Aggression,Mental/Anticipation,Mental/Bravery,Mental/Composure,Mental/Concentration,Mental/Vision,Mental/Decisions,Mental/Determination,Mental/Flair,Mental/Leadership,Mental/OffTheBall,Mental/Positioning,Mental/Teamwork,Mental/Workrate,Phy/Acceleration,Phy/Agility,Phy/Balance,Phy/Jumping,Phy/LeftFoot,Phy/NaturalFitness,Phy/Pace,Phy/RightFoot,Phy/Stamina,Phy/Strength,Hidden/Consistency,Hidden/Dirtiness,Hidden/ImportantMatches,Hidden/InjuryProness,Hidden/Versatility,Personality/Adaptability,Personality/Ambition,Personality/Loyalty,Personality/Pressure,Personality/Professional,Personality/Sportsmanship,Personality/Temperament,Personality/Controversy,Positions/PositionsDesc,Positions/PositionsDescVal,Positions/Striker,Positions/AttackingMidfielder,Positions/Centre,Positions/Defender,Positions/DefensiveMidfielder,Positions/Goalkeeper,Positions/Left,Positions/Midfielder,Positions/Right,Positions/Sweeper,Positions/WingBack,Positions/AttackingMidCentral,Positions/AttackingMidLeft,Positions/AttackingMidRight,Positions/DefenderCentral,Positions/DefenderLeft,Positions/DefenderRight,Positions/MidfielderCentral,Positions/MidfielderLeft,Positions/MidfielderRight,Positions/WingBackLeft,Positions/WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47,name,Market Value,current league
29/6/2010,Yannis Salibur,8434934,769,1/24/1991,19,0,0,0,0,1300,2600,2600,148,105,2578959,176,74,M/AM LC,2,1,3,3,3,2,1,8,2,1,2,12,12,13,7,13,10,8,8,6,4,9,8,4,15,7,10,11,11,11,11,8,11,14,6,13,5,7,12,17,12,12,8,20,13,13,5,13,12,11,7,14,9,8,12,14,12,7,10,13,13,9,M/AM LC,414,10,20,17,1,1,1,20,20,1,1,1,17,20,1,1,1,1,15,15,1,1,1,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Wissam Ben Yedder,85071175,769,8/12/1990,19,0,0,0,0,1350,2700,2700,124,108,2284366,170,68,M/AM RL,1,3,1,1,2,3,2,8,2,1,2,6,8,14,9,14,10,8,11,5,1,11,8,2,16,7,11,6,13,12,11,10,14,13,4,11,4,8,10,16,14,10,6,5,13,14,20,12,7,13,7,15,8,10,17,14,12,13,14,16,16,7,M/AM RL,415,1,20,10,1,1,1,15,20,20,1,1,10,15,20,1,1,1,1,15,15,1,1,2251800000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wissam Ben Yedder,Â£180Th. ,Ligue 1,
29/6/2010,Victor Moses,5007466,765,12/12/1990,19,0,0,0,0,3600,6150,6150,139,126,6268216,178,75,AM/S RLC,1,3,2,1,2,2,3,4,3,3,3,7,10,15,11,12,8,8,9,15,3,11,8,4,13,7,8,8,13,5,10,6,8,17,6,11,7,8,10,14,12,11,8,13,10,14,20,9,12,5,10,10,12,13,11,14,12,11,11,8,12,7,AM/S RLC,626,20,17,20,1,1,1,17,12,17,1,1,17,17,17,1,1,1,1,12,12,1,1,87995300000000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Victor Moses,Â£2.25m ,Premier League,
29/6/2010,Nicolai Jørgensen,27013510,764,1/14/1991,19,0,0,0,0,3000,6100,5900,158,118,1579508,190,83,M/AM RLC,3,2,1,3,2,3,3,4,1,3,2,11,9,15,10,13,12,10,14,6,3,10,12,4,14,12,11,8,9,11,9,8,15,15,7,13,7,8,12,15,11,12,15,9,11,13,20,13,11,12,4,6,5,11,10,14,13,9,12,13,13,8,M/AM RLC,416,15,20,15,1,1,1,20,20,18,1,1,14,20,18,1,1,1,1,16,12,1,1,2251800000000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolai JÃ¶rgensen,Â£1.35m ,Bundesliga,
29/6/2010,Maxime Bourgeois,85009981,769,2/3/1991,19,0,0,0,0,1000,5174,5150,150,115,4281228,183,75,M/AM L,3,3,1,1,2,2,1,7,2,2,2,8,12,13,7,13,6,8,12,7,3,10,7,2,15,6,12,9,11,11,11,8,16,15,5,13,5,9,7,17,13,12,12,8,12,15,20,9,12,13,6,14,7,8,6,13,14,14,14,14,14,5,M/AM L,413,1,20,1,1,1,1,20,20,12,1,1,1,20,12,1,1,1,1,15,12,1,1,2252350000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Maxime Bourgeois,Â£450Th. ,Ligue 1,
29/6/2010,Mario Balotelli,43001238,776,8/12/1990,19,0,0,14,6,6162,8250,7350,178,157,56189963,189,88,AM/S RLC,1,1,1,1,1,1,1,1,1,1,1,16,16,16,15,12,17,11,16,6,7,14,18,7,16,12,10,15,16,7,15,11,10,16,8,15,6,5,6,15,15,11,13,12,14,16,20,13,15,14,17,14,8,15,12,17,3,14,3,3,3,19,AM/S RLC,626,20,16,20,1,1,1,15,12,16,1,1,11,15,16,1,1,1,1,12,12,1,1,34359935232.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mario Balotelli,Â£23.40m ,Premier League,
29/6/2010,Marco D'Alessandro,43013928,776,2/17/1991,19,0,0,0,0,3306,5700,5700,155,115,4880793,173,71,M/AM L,1,2,3,1,3,2,1,4,3,2,2,9,12,13,12,11,7,7,11,5,5,11,7,9,13,10,10,10,11,12,9,11,6,12,11,10,10,11,10,16,14,10,7,9,13,12,20,13,11,10,9,12,4,7,16,3,14,5,13,13,7,8,M/AM L,413,13,20,13,1,1,1,20,20,14,1,1,7,20,14,1,1,1,1,20,14,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marco D'Alessandro,Â£765Th. ,Serie A,
29/6/2010,Marcel Holzmann,16003606,755,9/3/1990,19,0,0,1,0,50,550,550,132,75,8441,180,78,D/WB/M L,2,2,1,3,3,3,2,2,2,2,2,8,12,12,2,11,9,3,6,3,8,13,9,13,10,7,10,9,12,13,10,9,10,15,12,9,10,12,14,12,9,11,13,20,14,10,5,9,6,8,5,10,9,10,11,5,12,7,8,14,4,12,D/WB/M L,233,1,15,1,17,1,1,20,17,1,1,20,1,15,1,1,17,1,1,17,1,20,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Magaye Gueye,34011767,769,7/6/1990,19,0,0,6,2,2650,4050,4050,160,124,3170182,179,73,M/AM LC,3,1,3,1,3,3,1,4,1,3,2,7,9,14,14,13,9,11,11,5,3,11,12,3,14,7,11,11,13,11,12,12,14,13,5,14,6,10,10,13,15,12,9,20,13,15,10,13,12,13,7,16,9,10,14,14,15,13,16,16,16,5,M/AM LC,414,15,20,15,1,1,1,20,20,8,1,1,12,20,8,1,1,1,12,12,8,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magaye Gueye,Â£900Th. ,Premier League,
29/6/2010,Lewis Holtby,91000734,771,9/18/1990,19,0,0,2,0,3000,6600,6600,169,132,12137148,174,66,M/AM RLC,3,2,2,1,3,1,1,4,1,3,2,12,15,14,10,16,11,5,12,6,7,16,10,5,15,12,11,8,9,8,17,12,13,15,6,14,5,8,13,14,17,9,6,20,11,13,15,12,6,9,7,11,4,9,14,15,11,7,15,12,14,6,M/AM RLC,416,10,20,19,1,8,1,20,20,15,1,1,19,20,15,1,1,1,15,15,15,1,1,141287000000000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Lewis Holtby,Â£5.40m ,Bundesliga,
29/6/2010,Jaime,30024204,796,7/31/1990,19,0,0,0,0,3364,5900,5800,151,116,6105586,176,74,M/AM L,1,2,3,3,3,1,3,1,3,1,1,10,15,15,10,10,10,3,11,5,5,12,12,4,14,6,10,6,11,11,14,12,14,16,11,14,6,9,9,15,16,6,7,20,8,15,5,12,7,11,7,13,6,7,8,15,11,10,17,11,9,6,M/AM L,413,1,20,10,1,1,1,20,20,10,1,1,10,20,10,1,1,1,1,17,1,1,1,71468300000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
29/6/2010,Henri Saivet,8443233,769,10/26/1990,19,0,0,0,0,3364,5219,5200,155,116,12118556,173,70,M/AM RL,2,2,2,2,3,2,2,2,2,1,3,6,8,14,11,14,12,9,14,5,2,8,12,2,15,8,11,7,11,10,11,8,14,16,5,13,5,7,10,17,13,11,7,12,9,13,20,11,11,12,7,14,13,10,3,15,14,14,15,15,15,6,M/AM RL,415,14,20,14,1,1,1,16,20,20,1,1,1,16,20,1,1,1,1,15,15,1,1,2252350000000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Henri Saivet,Â£900Th. ,Ligue 1,
29/6/2010,Gastón Ramírez,78027222,1657,12/2/1990,19,0,0,5,0,3906,6250,6250,142,125,8991230,183,67,M/AM L,1,3,2,3,1,2,1,3,3,2,1,11,13,13,11,14,13,12,10,8,9,13,10,8,14,13,10,12,10,8,12,11,11,13,10,13,9,12,9,15,14,12,10,20,13,13,11,14,12,7,13,8,13,13,8,11,7,7,12,9,11,19,M/AM L,413,14,20,14,1,4,1,20,20,1,1,1,14,20,1,1,1,1,8,15,1,1,1,524288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/6/2010,Frédéric Bulot,34000470,769,9/27/1990,19,0,0,0,0,150,5084,2800,160,113,2977406,182,70,M/AM LC,1,2,3,2,2,1,1,6,3,2,1,9,12,13,7,13,9,8,11,5,3,11,8,3,16,9,11,10,8,12,14,10,13,14,6,12,6,11,10,17,13,13,11,20,13,15,5,13,11,13,6,2,11,10,13,15,13,5,13,15,15,7,M/AM LC,414,10,20,20,1,8,1,16,20,10,1,1,20,16,10,1,1,1,15,15,10,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FrÃ©dÃ©ric Bulot,Â£450Th. ,Ligue 1,
29/6/2010,Fernando,67093062,796,10/13/1990,19,0,0,0,0,1406,3250,3250,115,75,632278,174,69,M/AM/S RLC,3,1,2,2,2,1,3,3,2,1,2,5,10,7,9,9,8,7,8,2,6,12,7,8,12,16,9,9,6,7,7,6,10,8,5,7,7,9,11,12,12,12,5,9,7,12,20,7,2,10,11,10,12,10,13,8,16,6,14,13,5,13,M/AM/S RLC,536,20,20,20,1,1,1,17,18,20,1,1,1,17,20,1,1,1,1,15,18,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fernando,Â£1.80m ,LaLiga,
29/6/2010,Eden Hazard,18004418,757,1/7/1991,19,12,0,0,0,6006,7000,7000,180,155,19306756,170,69,M/AM LC,1,3,3,1,1,3,1,3,1,3,2,14,12,18,8,17,13,7,13,5,2,15,13,3,17,8,12,9,13,14,15,12,14,16,6,13,7,11,12,18,16,13,5,14,14,15,20,14,12,14,8,15,7,8,15,16,16,14,15,14,14,5,M/AM LC,414,10,20,20,1,1,1,18,20,14,1,1,20,18,14,1,1,1,15,15,10,1,1,2251830000000000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eden Hazard,Â£20.25m ,Ligue 1,
29/6/2010,Antoine Griezmann,67086656,769,3/21/1991,19,0,0,0,0,4032,5900,5900,178,127,14798186,174,72,M/AM LC,1,2,3,14,3,1,2,3,1,3,3,14,15,13,13,12,14,9,12,4,2,11,12,7,15,12,12,13,13,11,12,13,14,15,11,13,4,10,12,14,12,13,10,20,13,14,14,11,7,12,4,11,5,13,13,16,13,12,13,13,14,7,M/AM LC,414,12,20,19,1,1,1,20,20,10,1,1,19,20,10,1,1,1,15,15,4,1,1,260.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antoine Griezmann,Â£7.20m ,LaLiga,
29/6/2010,André Schürrle,91002405,771,11/6/1990,19,0,0,3,1,3000,6500,6500,176,139,11513000,183,74,M/AM/S RLC,1,3,2,1,1,3,2,6,1,3,1,11,12,13,16,9,11,10,14,5,8,12,11,9,10,16,13,9,10,10,13,11,12,5,7,10,12,15,18,17,16,7,9,10,13,15,20,15,7,6,2,11,5,17,12,15,14,13,16,15,10,11,M/AM/S RLC,426,16,20,16,1,1,1,20,20,15,1,1,14,20,15,1,1,1,8,12,12,1,1,549756000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AndrÃ© SchÃ¼rrle,Â£11.25m ,Bundesliga,
29/6/2010,Alberto Perea,67120790,796,12/19/1990,19,0,0,0,0,1750,4550,4550,100,96,1364097,177,68,M/AM RL,3,2,1,3,2,1,1,1,2,2,3,9,12,13,9,10,9,8,10,9,7,11,9,9,11,10,11,8,11,8,12,9,8,12,11,10,5,12,12,11,12,9,11,5,13,12,20,10,4,10,6,5,11,10,9,1,13,14,15,17,10,10,M/AM RL,415,1,20,6,1,1,1,15,20,20,1,1,6,15,20,1,1,1,1,15,16,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alberto Perea,Â£90Th. ,LaLiga,
29/6/2010,Younès Belhanda,34008669,769,2/25/1990,20,0,0,4,0,4032,5714,5700,170,127,10812124,174,75,M/AM L,3,3,1,1,1,1,1,7,3,1,2,13,10,14,7,14,13,8,13,8,6,14,8,9,16,11,14,12,13,13,14,13,11,14,8,11,9,13,16,15,13,13,7,5,15,12,20,13,13,14,11,16,7,12,14,15,18,7,11,11,8,10,M/AM L,413,1,20,14,10,14,1,20,20,1,1,1,10,20,1,10,1,1,14,17,1,1,1,256.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YounÃ¨s Belhanda,Â£2.70m ,Ligue 1,
29/6/2010,Tunay Torun,35018672,799,4/21/1990,20,0,0,5,0,1000,5750,5500,160,108,1248034,179,72,M/AM/S RLC,3,3,1,1,3,2,3,1,1,1,1,10,9,14,11,14,6,6,7,6,4,13,10,6,15,8,10,5,11,8,12,10,10,14,4,12,6,7,8,14,13,9,8,20,14,12,10,9,7,10,13,10,4,10,13,9,5,14,14,14,4,5,M/AM/S RLC,426,17,20,20,1,1,1,15,20,16,1,1,20,15,16,1,1,1,10,12,12,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tunay Torun,Â£1.35m ,Bundesliga,
